row.id,Genus_Species,altname,nametype,complex,with.data
1964,Aseptis torreyana,Aseptis torreyana,binomial,FALSE,FALSE
1965,Aspitates aberrata,Aspitates aberrata,binomial,FALSE,FALSE
1966,Aspitates conspersarius,Aspitates conspersarius,binomial,FALSE,FALSE
1967,Aspitates forbesi,Aspitates forbesi,binomial,FALSE,FALSE
1968,Aspitates ochrearia,Aspitates ochrearia,binomial,FALSE,FALSE
1969,Aspitates orciferaria,Aspitates orciferaria,binomial,FALSE,FALSE
1970,Aspitates taylori,Aspitates taylori,binomial,FALSE,FALSE
1971,Astala confederata,Astala confederata,binomial,FALSE,FALSE
1972,Astala edwardsii,Astala edwardsii,binomial,FALSE,FALSE
1973,Astala polingi,Astala polingi,binomial,FALSE,FALSE
1974,Astalotesia bucurvata,Astalotesia bucurvata,binomial,FALSE,FALSE
1975,Astalotesia hollandi,Astalotesia hollandi,binomial,FALSE,FALSE
1976,Asterocampa celtis,Asterocampa celtis,binomial,FALSE,TRUE
1977,Asterocampa celtis,Hackberry Emperor,english,FALSE,TRUE
1978,Asterocampa celtis,HAEM,code,FALSE,TRUE
1979,Asterocampa clyton,Asterocampa clyton,binomial,FALSE,TRUE
1980,Asterocampa clyton,TAEM,code,FALSE,TRUE
1981,Asterocampa clyton,Tawny Emperor,english,FALSE,TRUE
1982,Asterocampa idyja,Asterocampa idyja,binomial,FALSE,FALSE
1983,Asterocampa leilia,Asterocampa leilia,binomial,FALSE,TRUE
1984,Astraptes alardus,Astraptes alardus,binomial,FALSE,FALSE
1985,Astraptes alector,Astraptes alector,binomial,FALSE,FALSE
1986,Astraptes anaphus,Astraptes anaphus,binomial,FALSE,FALSE
1987,Astraptes egregius,Astraptes egregius,binomial,FALSE,FALSE
1988,Astraptes fulgerator,Astraptes fulgerator,binomial,FALSE,FALSE
1989,Astraptes talus,Astraptes talus,binomial,FALSE,FALSE
1990,Astrotischeria ambrosiaeella,Astrotischeria ambrosiaeella,binomial,FALSE,FALSE
1991,Astrotischeria astericola,Astrotischeria astericola,binomial,FALSE,FALSE
1992,Astrotischeria bucera,Astrotischeria bucera,binomial,FALSE,FALSE
1993,Astrotischeria explosa,Astrotischeria explosa,binomial,FALSE,FALSE
1994,Astrotischeria gregaria,Astrotischeria gregaria,binomial,FALSE,FALSE
1995,Astrotischeria helianthi,Astrotischeria helianthi,binomial,FALSE,FALSE
1996,Astrotischeria heliopsisella,Astrotischeria heliopsisella,binomial,FALSE,FALSE
1997,Astrotischeria heteroterae,Astrotischeria heteroterae,binomial,FALSE,FALSE
1998,Astrotischeria longeciliata,Astrotischeria longeciliata,binomial,FALSE,FALSE
1999,Astrotischeria marginata,Astrotischeria marginata,binomial,FALSE,FALSE
2000,Astrotischeria occidentalis,Astrotischeria occidentalis,binomial,FALSE,FALSE
2001,Astrotischeria omissa,Astrotischeria omissa,binomial,FALSE,FALSE
2002,Astrotischeria pallidipennella,Astrotischeria pallidipennella,binomial,FALSE,FALSE
2003,Astrotischeria solidagonifoliella,Astrotischeria solidagonifoliella,binomial,FALSE,FALSE
2004,Astrotischeria tucsonica,Astrotischeria tucsonica,binomial,FALSE,FALSE
2005,Asturodes fimbriauralis,Asturodes fimbriauralis,binomial,FALSE,FALSE
2006,Atalopedes campestris,Atalopedes campestris,binomial,FALSE,TRUE
2007,Atalopedes campestris,SACH,code,FALSE,TRUE
2008,Atalopedes campestris,Sachem,english,FALSE,TRUE
2009,Atascosa glareosella,Atascosa glareosella,binomial,FALSE,FALSE
2010,Atascosa heitzmani,Atascosa heitzmani,binomial,FALSE,FALSE
2011,Ategumia ebulealis,Ategumia ebulealis,binomial,FALSE,FALSE
2012,Atemelia aetherias,Atemelia aetherias,binomial,FALSE,FALSE
2013,Aterpia approximana,Aterpia approximana,binomial,FALSE,FALSE
2014,Aterpia approximana,Sparkling Aterpia Moth,english,FALSE,FALSE
2015,Atheloca subrufella,Atheloca subrufella,binomial,FALSE,FALSE
2016,Atheloca subrufella,Palm Bud Moth,english,FALSE,FALSE
2017,Athetis tarda,Athetis tarda,binomial,FALSE,TRUE
2018,Athetis tarda,Slowpoke Moth,english,FALSE,FALSE
2019,Athrips mouffetella,Athrips mouffetella,binomial,FALSE,FALSE
2020,Athrips mouffetella,Ten-spotted Honeysuckle Moth,english,FALSE,FALSE
2021,Athrips pruinosella,Athrips pruinosella,binomial,FALSE,FALSE
2022,Athrips rancidella,Athrips rancidella,binomial,FALSE,FALSE
2023,Athrips rancidella,Cotoneaster Webworm Moth,english,FALSE,FALSE
2024,Athyrma fakahatchee,Athyrma fakahatchee,binomial,FALSE,FALSE
2025,Athyrma ganglio,Athyrma ganglio,binomial,FALSE,FALSE
2026,Atlides halesus,Atlides halesus,binomial,FALSE,TRUE
2027,Atomopteryx solanalis,Atomopteryx solanalis,binomial,FALSE,FALSE
2028,Atroposia oenotherana,Atroposia oenotherana,binomial,FALSE,FALSE
2029,Atroposia oenotherana,Primrose Cochylid Moth,english,FALSE,FALSE
2030,Atrytone arogos,Anatrytone arogos,binomial,FALSE,TRUE
2031,Atrytone arogos,Atrytone arogos,binomial,FALSE,FALSE
2032,Atrytonopsis cestus,Atrytonopsis cestus,binomial,FALSE,FALSE
2033,Atrytonopsis deva,Atrytonopsis deva,binomial,FALSE,FALSE
2034,Atrytonopsis edwardsi,Atrytonopsis edwardsi,binomial,FALSE,FALSE
2035,Atrytonopsis hianna,Atrytonopsis hianna,binomial,FALSE,TRUE
2036,Atrytonopsis hianna,DSSK,code,FALSE,TRUE
2037,Atrytonopsis hianna,Dusted Skipper,english,FALSE,FALSE
2038,Atrytonopsis loammi,Atrytonopsis loammi,binomial,FALSE,FALSE
2039,Atrytonopsis lunus,Atrytonopsis lunus,binomial,FALSE,FALSE
2040,Atrytonopsis margarita,Atrytonopsis margarita,binomial,FALSE,FALSE
2041,Atrytonopsis pittacus,Atrytonopsis pittacus,binomial,FALSE,FALSE
2042,Atrytonopsis python,Atrytonopsis python,binomial,FALSE,FALSE
2043,Atrytonopsis quinteri,Atrytonopsis quinteri,binomial,FALSE,FALSE
2044,Atrytonopsis vierecki,Atrytonopsis vierecki,binomial,FALSE,FALSE
2045,Atteva aurea,Ailanthus Webworm Moth,english,FALSE,FALSE
2046,Atteva aurea,Atteva aurea,binomial,FALSE,TRUE
2047,Atteva gemmata,Atteva gemmata,binomial,FALSE,FALSE
2048,Augolychna septemstrigella,Augolychna septemstrigella,binomial,FALSE,FALSE
2049,Australephestiodes stictella,Australephestiodes stictella,binomial,FALSE,FALSE
2050,Autochton cellus,Autochton cellus,binomial,FALSE,TRUE
2051,Autochton cincta,Autochton cincta,binomial,FALSE,FALSE
2052,Autochton pseudocellus,Autochton pseudocellus,binomial,FALSE,FALSE
2053,Autographa ampla,Autographa ampla,binomial,FALSE,FALSE
2054,Autographa ampla,Large Looper Moth,english,FALSE,FALSE
2055,Autographa bimaculata,Autographa bimaculata,binomial,FALSE,FALSE
2056,Autographa bimaculata,Two-spotted Looper Moth,english,FALSE,FALSE
2057,Autographa buraetica,Autographa buraetica,binomial,FALSE,FALSE
2058,Autographa californica,Alfalfa Looper Moth,english,FALSE,FALSE
2059,Autographa californica,Autographa californica,binomial,FALSE,FALSE
2060,Autographa corusca,Autographa corusca,binomial,FALSE,FALSE
2061,Autographa flagellum,Autographa flagellum,binomial,FALSE,FALSE
2062,Autographa flavida,Autographa flavida,binomial,FALSE,FALSE
2063,Autographa gamma,Autographa gamma,binomial,FALSE,FALSE
2064,Autographa labrosa,Autographa labrosa,binomial,FALSE,FALSE
2065,Autographa mappa,Autographa mappa,binomial,FALSE,FALSE
2066,Autographa mappa,Wavy Chestnut Y Moth,english,FALSE,FALSE
2067,Autographa metallica,Autographa metallica,binomial,FALSE,FALSE
2068,Autographa pasiphaeia,Autographa pasiphaeia,binomial,FALSE,FALSE
2069,Autographa precationis,Autographa precationis,binomial,FALSE,TRUE
2070,Autographa precationis,Common Looper Moth,english,FALSE,FALSE
2071,Autographa pseudogamma,Autographa pseudogamma,binomial,FALSE,FALSE
2072,Autographa rubidus,Autographa rubidus,binomial,FALSE,FALSE
2073,Autographa sansoni,Autographa sansoni,binomial,FALSE,FALSE
2074,Autographa speciosa,Autographa speciosa,binomial,FALSE,FALSE
2075,Autographa v-alba,Autographa v-alba,binomial,FALSE,FALSE
2076,Automeris cecrops,Automeris cecrops,binomial,FALSE,FALSE
2077,Automeris io,Automeris io,binomial,FALSE,FALSE
2078,Automeris io,Io Moth,english,FALSE,FALSE
2079,Automeris iris,Automeris iris,binomial,FALSE,FALSE
2080,Automeris iris,Iris-eyed Silkmoth,english,FALSE,FALSE
2081,Automeris louisiana,Automeris louisiana,binomial,FALSE,FALSE
2082,Automeris patagoniensis,Automeris patagoniensis,binomial,FALSE,FALSE
2083,Automeris randa,Automeris randa,binomial,FALSE,FALSE
2084,Automeris zephyria,Automeris zephyria,binomial,FALSE,FALSE
2085,Automeris zephyria,Zephyr-eyed Silkmoth,english,FALSE,FALSE
2086,Autoplusia egena,Autoplusia egena,binomial,FALSE,FALSE
2087,Autoplusia egena,Bean-lead Skeletonizer Moth,english,FALSE,FALSE
2088,Autoplusia egenoides,Autoplusia egenoides,binomial,FALSE,FALSE
2089,Autoplusia olivacea,Autoplusia olivacea,binomial,FALSE,FALSE
2090,Autosticha kyotensis,Autosticha kyotensis,binomial,FALSE,FALSE
2091,Autosticha kyotensis,"Kyoto Moth (Introduced, Japan)",english,FALSE,FALSE
2092,Axenus arvalis,Axenus arvalis,binomial,FALSE,FALSE
2093,Azenia edentata,Azenia edentata,binomial,FALSE,FALSE
2094,Azenia implora,Azenia implora,binomial,FALSE,FALSE
2095,Azenia obtusa,Azenia obtusa,binomial,FALSE,FALSE
2096,Azenia obtusa,Obtuse Yellow Moth,english,FALSE,FALSE
2097,Azenia perflava,Azenia perflava,binomial,FALSE,FALSE
2098,Azenia procida,Azenia procida,binomial,FALSE,FALSE
2099,Azenia templetonae,Azenia templetonae,binomial,FALSE,FALSE
2100,Azenia virida,Azenia virida,binomial,FALSE,FALSE
2101,Azeta ceramina,Azeta ceramina,binomial,FALSE,FALSE
2102,Azeta repugnalis,Azeta repugnalis,binomial,FALSE,FALSE
2103,Azeta schausi,Azeta schausi,binomial,FALSE,FALSE
2104,Azochis rufidiscalis,Azochis rufidiscalis,binomial,FALSE,FALSE
2105,Bactra cultellana,Bactra cultellana,binomial,FALSE,FALSE
2106,Bactra furfurana,Bactra furfurana,binomial,FALSE,FALSE
2107,Bactra lancealana,Bactra lancealana,binomial,FALSE,FALSE
2108,Bactra lancealana,Black-blotched Bactra Moth,english,FALSE,FALSE
2109,Bactra maiorina,Bactra maiorina,binomial,FALSE,FALSE
2110,Bactra miwok,Bactra miwok,binomial,FALSE,FALSE
2111,Bactra philocherda,Bactra philocherda,binomial,FALSE,FALSE
2112,Bactra priapeia,Bactra priapeia,binomial,FALSE,FALSE
2113,Bactra sinistra,Bactra sinistra,binomial,FALSE,FALSE
2114,Bactra verutana,Bactra verutana,binomial,FALSE,FALSE
2115,Bactra verutana,Javelin Moth,english,FALSE,FALSE
2116,Baeotis zonata,Baeotis zonata,binomial,FALSE,FALSE
2117,Bagisara albicosta,Bagisara albicosta,binomial,FALSE,FALSE
2118,Bagisara brouana,Bagisara brouana,binomial,FALSE,FALSE
2119,Bagisara buxea,Bagisara buxea,binomial,FALSE,FALSE
2120,Bagisara demura,Bagisara demura,binomial,FALSE,FALSE
2121,Bagisara gulnare,Bagisara gulnare,binomial,FALSE,FALSE
2122,Bagisara laverna,Bagisara laverna,binomial,FALSE,FALSE
2123,Bagisara oula,Bagisara oula,binomial,FALSE,FALSE
2124,Bagisara pacifica,Bagisara pacifica,binomial,FALSE,FALSE
2125,Bagisara praecelsa,Bagisara praecelsa,binomial,FALSE,FALSE
2126,Bagisara rectifascia,Bagisara rectifascia,binomial,FALSE,FALSE
2127,Bagisara rectifascia,Straight Lined Mallow Moth,english,FALSE,FALSE
2128,Bagisara repanda,Bagisara repanda,binomial,FALSE,TRUE
2129,Bagisara repanda,Wavy Lined Mallow Moth,english,FALSE,FALSE
2130,Bagisara tristicta,Bagisara tristicta,binomial,FALSE,FALSE
2131,Baileya acadiana,Baileya acadiana,binomial,FALSE,FALSE
2132,Baileya australis,Baileya australis,binomial,FALSE,FALSE
2133,Baileya australis,Small Baileya Moth,english,FALSE,FALSE
2134,Baileya dormitans,Baileya dormitans,binomial,FALSE,FALSE
2135,Baileya dormitans,Sleeping Baileya Moth,english,FALSE,FALSE
2136,Baileya doubledayi,Baileya doubledayi,binomial,FALSE,FALSE
2137,Baileya doubledayi,Doubleday's Baileya Moth,english,FALSE,FALSE
2138,Baileya ellessyoo,Baileya ellessyoo,binomial,FALSE,FALSE
2139,Baileya levitans,Baileya levitans,binomial,FALSE,FALSE
2140,Baileya levitans,Pale Baileya Moth,english,FALSE,FALSE
2141,Baileya ophthalmica,Baileya ophthalmica,binomial,FALSE,TRUE
2142,Baileya ophthalmica,Eyed Baileya Moth,english,FALSE,FALSE
2143,Balsa labecula,Balsa labecula,binomial,FALSE,FALSE
2144,Balsa labecula,White-blotched Balsa,english,FALSE,FALSE
2145,Balsa malana,Balsa malana,binomial,FALSE,FALSE
2146,Balsa malana,Many-dotted Balsa,english,FALSE,FALSE
2147,Balsa tristrigella,Balsa tristrigella,binomial,FALSE,TRUE
2148,Balsa tristrigella,Three-lined Balsa,english,FALSE,FALSE
2149,Bandelia angulata,Bandelia angulata,binomial,FALSE,FALSE
2150,Bandera binotella,Bandera binotella,binomial,FALSE,FALSE
2151,Bandera cupidinella,Bandera cupidinella,binomial,FALSE,FALSE
2152,Bandera virginella,Bandera virginella,binomial,FALSE,FALSE
2153,Baniana minor,Baniana minor,binomial,FALSE,FALSE
2154,Banisia argutula,Banisia argutula,binomial,FALSE,FALSE
2155,Banisia furva,Banisia furva,binomial,FALSE,FALSE
2156,Banisia myrsusalis,Banisia myrsusalis,binomial,FALSE,FALSE
2157,Banisia myrsusalis,Sapodilla Borer Moth,english,FALSE,FALSE
2158,Baphala eremiella,Baphala eremiella,binomial,FALSE,FALSE
2159,Baphala pallida,Baphala pallida,binomial,FALSE,FALSE
2160,Baphala phaeolella,Baphala phaeolella,binomial,FALSE,FALSE
2161,Baptarma felicita,Baptarma felicita,binomial,FALSE,FALSE
2162,Barbara colfaxiana,Barbara colfaxiana,binomial,FALSE,FALSE
2163,Barbara colfaxiana,Douglas-Fir Cone Moth,english,FALSE,FALSE
2164,Barbara mappana,Barbara mappana,binomial,FALSE,FALSE
2165,Barbara ulteriorana,Barbara ulteriorana,binomial,FALSE,FALSE
2166,Barberia affinitella,Barberia affinitella,binomial,FALSE,FALSE
2167,Basacallis tarachodes,Basacallis tarachodes,binomial,FALSE,FALSE
2168,Basicladus celibata,Basicladus celibata,binomial,FALSE,FALSE
2169,Basicladus tracyi,Basicladus tracyi,binomial,FALSE,FALSE
2170,Basilodes chrysopis,Basilodes chrysopis,binomial,FALSE,FALSE
2171,Basilodes pepita,Basilodes pepita,binomial,FALSE,TRUE
2172,Basilodes pepita,Gold Moth,english,FALSE,FALSE
2173,Basilodes straminea,Basilodes straminea,binomial,FALSE,FALSE
2174,Bathroxena heteropalpella,Bathroxena heteropalpella,binomial,FALSE,FALSE
2175,Batia lunaris,Batia lunaris,binomial,FALSE,FALSE
2176,Batia lunaris,Batia Moth,english,FALSE,FALSE
2177,Batrachedra busiris,Batrachedra busiris,binomial,FALSE,FALSE
2178,Batrachedra calator,Batrachedra calator,binomial,FALSE,FALSE
2179,Batrachedra concitata,Batrachedra concitata,binomial,FALSE,FALSE
2180,Batrachedra curvilineella,Batrachedra curvilineella,binomial,FALSE,FALSE
2181,Batrachedra decoctor,Batrachedra decoctor,binomial,FALSE,FALSE
2182,Batrachedra elucus,Batrachedra elucus,binomial,FALSE,FALSE
2183,Batrachedra enormis,Batrachedra enormis,binomial,FALSE,FALSE
2184,Batrachedra enormis,Large Batrachedra Moth,english,FALSE,FALSE
2185,Batrachedra folia,Batrachedra folia,binomial,FALSE,FALSE
2186,Batrachedra garritor,Batrachedra garritor,binomial,FALSE,FALSE
2187,Batrachedra hageter,Batrachedra hageter,binomial,FALSE,FALSE
2188,Batrachedra illusor,Batrachedra illusor,binomial,FALSE,FALSE
2189,Batrachedra libator,Batrachedra libator,binomial,FALSE,FALSE
2190,Batrachedra mathesoni,Batrachedra mathesoni,binomial,FALSE,FALSE
2191,Batrachedra pinicolella,Batrachedra pinicolella,binomial,FALSE,FALSE
2192,Batrachedra praeangusta,Batrachedra praeangusta,binomial,FALSE,FALSE
2193,Batrachedra salicipomonella,Batrachedra salicipomonella,binomial,FALSE,FALSE
2194,Batrachedra scitator,Batrachedra scitator,binomial,FALSE,FALSE
2195,Batrachedra striolata,Batrachedra striolata,binomial,FALSE,FALSE
2196,Batrachedra testor,Batrachedra testor,binomial,FALSE,FALSE
2197,Battaristis concinnusella,Battaristis concinnusella,binomial,FALSE,FALSE
2198,Battaristis cyclella,Battaristis cyclella,binomial,FALSE,FALSE
2199,Battaristis nigratomella,Battaristis nigratomella,binomial,FALSE,FALSE
2200,Battaristis pasadenae,Battaristis pasadenae,binomial,FALSE,FALSE
2201,Battaristis vittella,Battaristis vittella,binomial,FALSE,FALSE
2202,Battaristis vittella,Stripe-backed Moth,english,FALSE,FALSE
2203,Battus philenor,Battus philenor,binomial,FALSE,TRUE
2204,Battus philenor,Pipevine Swallowtail,english,FALSE,TRUE
2205,Battus philenor,PISW,code,FALSE,TRUE
2206,Battus polydamas,Bathus polydamus,binomial,FALSE,TRUE
2207,Battus polydamas,Battus polydamas,binomial,FALSE,TRUE
2208,Bedellia minor,Bedellia minor,binomial,FALSE,FALSE
2209,Bedellia minor,Florida Morning-glory Leafminer Moth,english,FALSE,FALSE
2210,Bedellia somnulentella,Bedellia somnulentella,binomial,FALSE,FALSE
2211,Bedellia somnulentella,Morning-glory Leafminer Moth,english,FALSE,FALSE
2212,Behrensia bicolor,Behrensia bicolor,binomial,FALSE,FALSE
2213,Behrensia conchiformis,Behrensia conchiformis,binomial,FALSE,FALSE
2214,Bellura anoa,Bellura anoa,binomial,FALSE,FALSE
2215,Bellura brehmei,Bellura brehmei,binomial,FALSE,FALSE
2216,Bellura densa,Bellura densa,binomial,FALSE,FALSE
2217,Bellura densa,Pickerelweed Borer Moth,english,FALSE,FALSE
2218,Bellura gortynoides,Bellura gortynoides,binomial,FALSE,FALSE
2219,Bellura gortynoides,White-tailed Diver Moth,english,FALSE,FALSE
2220,Bellura obliqua,Bellura obliqua,binomial,FALSE,FALSE
2221,Bellura obliqua,Cattail Borer Moth,english,FALSE,FALSE
2222,Bellura vulnifica,Bellura vulnifica,binomial,FALSE,FALSE
2223,Belonoptera fratercula,Belonoptera fratercula,binomial,FALSE,FALSE
2224,Bema neuricella,Bema neuricella,binomial,FALSE,FALSE
2225,Bendisodes aeolia,Bendisodes aeolia,binomial,FALSE,FALSE
2226,Benjaminiola colorada,Benjaminiola colorada,binomial,FALSE,FALSE
2227,Bertelia dupla,Bertelia dupla,binomial,FALSE,FALSE
2228,Bertelia grisella,Bertelia grisella,binomial,FALSE,FALSE
2229,Bertholdia albipuncta,Bertholdia albipuncta,binomial,FALSE,FALSE
2230,Bertholdia trigona,Bertholdia trigona,binomial,FALSE,FALSE
2231,Bertholdia trigona,Grote's Bertholdia Moth,english,FALSE,FALSE
2232,Besma endropiaria,Besma endropiaria,binomial,FALSE,FALSE
2233,Besma endropiaria,Straw Besma Moth,english,FALSE,FALSE
2234,Besma quercivoraria,Besma quercivoraria,binomial,FALSE,FALSE
2235,Besma quercivoraria,Oak Besma Moth,english,FALSE,FALSE
2236,Besma rubritincta,Besma rubritincta,binomial,FALSE,FALSE
2237,Besma sesquilinearia,Besma sesquilinearia,binomial,FALSE,FALSE
2238,Bethulia championella,Bethulia championella,binomial,FALSE,FALSE
2239,Bibarrambla allenella,Bibarrambla allenella,binomial,FALSE,TRUE
2240,Bibarrambla allenella,Bog Bibarrambla Moth,english,FALSE,FALSE
2241,Biblis hyperia,Biblis hyperia,binomial,FALSE,FALSE
2242,Bicilia iarchasalis,Bicilia iarchasalis,binomial,FALSE,FALSE
2243,Bistica noela,Bistica noela,binomial,FALSE,FALSE
2244,Biston betularia,Biston betularia,binomial,FALSE,TRUE
2245,Biston betularia,Peppered Moth,english,FALSE,FALSE
2246,Biturix venosata,Biturix venosata,binomial,FALSE,FALSE
2247,Blastobasis confamulella,Blastobasis confamulella,binomial,FALSE,FALSE
2248,Blastobasis confectella,Blastobasis confectella,binomial,FALSE,FALSE
2249,Blastobasis floridella,Blastobasis floridella,binomial,FALSE,FALSE
2250,Blastobasis glandulella,Acorn Moth,english,FALSE,FALSE
2251,Blastobasis glandulella,Blastobasis glandulella,binomial,FALSE,TRUE
2252,Blastobasis maroccanella,Blastobasis maroccanella,binomial,FALSE,FALSE
2253,Blastobasis nothrotes,Blastobasis nothrotes,binomial,FALSE,FALSE
2254,Blastobasis ochrobathra,Blastobasis ochrobathra,binomial,FALSE,FALSE
2255,Blastobasis pulchella,Blastobasis pulchella,binomial,FALSE,FALSE
2256,Blastobasis quaintancella,Blastobasis quaintancella,binomial,FALSE,FALSE
2257,Blastobasis repartella,Blastobasis repartella,binomial,FALSE,FALSE
2258,Blastobasis retectella,Blastobasis retectella,binomial,FALSE,FALSE
2259,Blastobasis tarda,Blastobasis tarda,binomial,FALSE,FALSE
2260,Blastobasis taurusella,Blastobasis taurusella,binomial,FALSE,FALSE
2261,Blastobasis yuccaecolella,Blastobasis yuccaecolella,binomial,FALSE,FALSE
2262,Blastodacna atra,Blastodacna atra,binomial,FALSE,FALSE
2263,Blastodacna bicristatella,Blastodacna bicristatella,binomial,FALSE,FALSE
2264,Blepharomastix achroalis,Blepharomastix achroalis,binomial,FALSE,FALSE
2265,Blepharomastix haedulalis,Blepharomastix haedulalis,binomial,FALSE,FALSE
2266,Blepharomastix potentalis,Blepharomastix potentalis,binomial,FALSE,FALSE
2267,Blepharomastix pseudoranalis,Blepharomastix pseudoranalis,binomial,FALSE,FALSE
2268,Blepharomastix ranalis,Blepharomastix ranalis,binomial,FALSE,FALSE
2269,Blepharomastix ranalis,Hollow-spotted Blepharomastix Moth,english,FALSE,FALSE
2270,Blepharomastix schistisemalis,Blepharomastix schistisemalis,binomial,FALSE,FALSE
2271,Bleptina biformata,Bleptina biformata,binomial,FALSE,FALSE
2272,Bleptina caradrinalis,Bent-winged Owlet Moth,english,FALSE,FALSE
2273,Bleptina caradrinalis,Bleptina caradrinalis,binomial,FALSE,TRUE
2274,Bleptina extincta,Bleptina extincta,binomial,FALSE,FALSE
2275,Bleptina flaviguttalis,Bleptina flaviguttalis,binomial,FALSE,FALSE
2276,Bleptina flavivena,Bleptina flavivena,binomial,FALSE,FALSE
2277,Bleptina inferior,Bleptina inferior,binomial,FALSE,FALSE
2278,Bleptina minimalis,Bleptina minimalis,binomial,FALSE,FALSE
2279,Bleptina sangamonia,Bleptina sangamonia,binomial,FALSE,FALSE
2280,Bleptina verticalis,Bleptina verticalis,binomial,FALSE,FALSE
2281,Bohemannia pulverosella,Bohemannia pulverosella,binomial,FALSE,FALSE
2282,Bolla brennus,Bolla brennus,binomial,FALSE,FALSE
2283,Bolla clytius,Bolla clytius,binomial,FALSE,FALSE
2284,Boloria alaskensis,Boloria alaskensis,binomial,FALSE,FALSE
2285,Boloria alberta,Boloria alberta,binomial,FALSE,FALSE
2286,Boloria astarte,Boloria astarte,binomial,FALSE,FALSE
2287,Boloria bellona,Boloria bellona,binomial,FALSE,TRUE
2288,Boloria bellona,Meadow Fritillary,english,FALSE,FALSE
2289,Boloria bellona,MEFR,code,FALSE,TRUE
2290,Boloria chariclea,Boloria chariclea,binomial,FALSE,TRUE
2291,Boloria epithore,Boloria epithore,binomial,FALSE,FALSE
2292,Boloria eunomia,Boloria eunomia,binomial,FALSE,TRUE
2293,Boloria freija,Boloria freija,binomial,FALSE,TRUE
2294,Boloria frigga,Boloria frigga,binomial,FALSE,TRUE
2295,Boloria improba,Boloria improba,binomial,FALSE,FALSE
2296,Boloria kriemhild,Boloria kriemhild,binomial,FALSE,FALSE
2297,Boloria natazhati,Boloria natazhati,binomial,FALSE,FALSE
2298,Boloria polaris,Boloria polaris,binomial,FALSE,TRUE
2299,Boloria selene,Boloria selene,binomial,FALSE,TRUE
2300,Boloria selene,SBFR,code,FALSE,TRUE
2301,Boloria selene,Silver-bordered Fritillary,english,FALSE,FALSE
2302,Bombyx mori,Bombyx mori,binomial,FALSE,FALSE
2303,Bombyx mori,Silkworm Moth,english,FALSE,FALSE
2304,Bonagota arizonae,Bonagota arizonae,binomial,FALSE,FALSE
2305,Bonchis munitalis,Bonchis munitalis,binomial,FALSE,FALSE
2306,Bondia comonana,Bondia comonana,binomial,FALSE,FALSE
2307,Bondia crescentella,Bondia crescentella,binomial,FALSE,FALSE
2308,Bondia fidelis,Bondia fidelis,binomial,FALSE,FALSE
2309,Bondia fuscata,Bondia fuscata,binomial,FALSE,FALSE
2310,Bondia shastana,Bondia shastana,binomial,FALSE,FALSE
2311,Bondia spicata,Bondia spicata,binomial,FALSE,FALSE
2312,Borkhausenia nefrax,Borkhausenia nefrax,binomial,FALSE,FALSE
2313,Boryzops purissima,Boryzops purissima,binomial,FALSE,FALSE
2314,Brachionycha borealis,Brachionycha borealis,binomial,FALSE,FALSE
2315,Brachylomia algens,Brachylomia algens,binomial,FALSE,FALSE
2316,Brachylomia cascadia,Brachylomia cascadia,binomial,FALSE,FALSE
2317,Brachylomia curvifascia,Brachylomia curvifascia,binomial,FALSE,FALSE
2318,Brachylomia discinigra,Brachylomia discinigra,binomial,FALSE,FALSE
2319,Brachylomia discolor,Brachylomia discolor,binomial,FALSE,FALSE
2320,Brachylomia elda,Brachylomia elda,binomial,FALSE,FALSE
2321,Brachylomia obscurifascia,Brachylomia obscurifascia,binomial,FALSE,FALSE
2322,Brachylomia pallida,Brachylomia pallida,binomial,FALSE,FALSE
2323,Brachylomia populi,Brachylomia populi,binomial,FALSE,FALSE
2324,Brachylomia rectifascia,Brachylomia rectifascia,binomial,FALSE,FALSE
2325,Brachylomia sierra,Brachylomia sierra,binomial,FALSE,FALSE
2326,Brachylomia thula,Brachylomia thula,binomial,FALSE,FALSE
2327,Brenthia pavonacella,Brenthia pavonacella,binomial,FALSE,FALSE
2328,Brenthia pavonacella,Peacock Brenthia Moth,english,FALSE,FALSE
2329,Brephidium exilis,Brephidium exile,binomial,FALSE,TRUE
2330,Brephidium exilis,Brephidium exilis,binomial,FALSE,FALSE
2331,Brephidium exilis,Brephidium isophthalma,binomial,FALSE,TRUE
2332,Brephidium pseudofea,Brephidium pseudofea,binomial,FALSE,FALSE
2333,Bruceia hubbardi,Bruceia hubbardi,binomial,FALSE,FALSE
2334,Bruceia pulverina,Bruceia pulverina,binomial,FALSE,FALSE
2335,Brymblia quadrimaculella,Brymblia quadrimaculella,binomial,FALSE,FALSE
2336,Bryolymnia anthracitaria,Bryolymnia anthracitaria,binomial,FALSE,FALSE
2337,Bryolymnia biformata,Bryolymnia biformata,binomial,FALSE,FALSE
2338,Bryolymnia ensina,Bryolymnia ensina,binomial,FALSE,FALSE
2339,Bryolymnia marti,Bryolymnia marti,binomial,FALSE,FALSE
2340,Bryolymnia mixta,Bryolymnia mixta,binomial,FALSE,FALSE
2341,Bryolymnia semifascia,Bryolymnia semifascia,binomial,FALSE,FALSE
2342,Bryolymnia semifascia,Half-banded Bryolymnia Moth,english,FALSE,FALSE
2343,Bryolymnia viridata,Bryolymnia viridata,binomial,FALSE,FALSE
2344,Bryolymnia viridimedia,Bryolymnia viridimedia,binomial,FALSE,FALSE
