"q10","q50","w10","w50","year","HEXcell"
154.1,231,162.965136263497,224.842251471439,2018,594
197.4,243,196.893265063581,242.36913743365,2019,594
156,220.5,158.704801425006,218.951384829139,2020,594
151.1,228.5,168.963785371572,215.935148834946,2012,595
161,231,164.968656249734,223.869503879383,2013,595
146,200,124.487176829012,205.013966505663,2014,595
142,214,143.977631360263,207.106145191185,2015,595
132.2,221,133.131779310783,211.114901773408,2016,595
151,238,154.914188814753,224.847148236152,2017,595
146.9,231,160.491791211049,222.864785975593,2018,595
182,240,187.630924142309,238.668263588296,2019,595
149.9,218,148.70047196443,213.819791466384,2020,595
17,79,28.5965718307569,68.9532990436986,2021,595
174,263,188.984550630392,245.412778243078,2018,616
158.6,256,171.182012376063,228.629349306162,2019,616
157.8,220.5,153.552035677719,224.051787382869,2020,616
136,186,123.289578659557,205.264330199927,2015,617
204.1,250,174.370123770946,247.817675471431,2016,617
163,246,180.936824681527,245.927287978472,2018,617
152.8,237,163.278228720232,230.29977633733,2019,617
127.5,221,132.355163713167,210.667653426632,2020,617
181,244,184.522235434125,237.158123859642,2017,618
160.3,230,167.397462024937,231.576722635069,2018,618
171,236,169.404786644404,232.112769114743,2019,618
158.9,224,157.173103238063,222.521630798161,2020,618
136,249.5,139.624984958678,221.292366122718,2017,619
185,241,169.606210614216,232.079773726241,2018,619
164.5,240,171.060783254694,231.247045062775,2019,619
173,239.5,177.633857441361,232.998085296186,2020,619
183.4,243,167.087779182486,244.596996522531,2013,620
181,247,169.789425252255,242.369454090574,2014,620
159,242,161.767382337228,238.74401851548,2015,620
125,193,107.223941444437,188.952188571638,2016,620
182.7,254,186.413902625773,245.056833408215,2017,620
174,233,175.418424289435,232.778913426095,2018,620
161.3,236.5,170.453901672002,231.531836199104,2019,620
158.6,240,167.973491529174,232.436268124444,2020,620
190.6,223,180.946688296502,224.508284154521,2014,621
143,171.5,127.201947801958,183.831205221413,2015,621
185,234,184.175500267857,231.950562992418,2016,621
150,224,161.063528821876,221.325089035082,2017,621
174.2,232.5,172.888168990379,227.834853225554,2018,621
159.7,230,168.577370323917,226.876364242346,2019,621
156,219,150.528330131954,218.071456361102,2020,621
165.6,239,181.903729280781,237.709461258266,2013,622
158,266,181.90815465146,253.907787180405,2014,622
135,184,114.532204522503,188.558634811281,2015,622
121,195,121.397876426195,198.570372200606,2016,622
159,232,161.925471561858,228.095775186607,2017,622
161.8,232,167.90095090684,228.266804573881,2018,622
173,235,168.327811059472,230.977643478428,2019,622
151.2,226,148.537097756979,219.276252164535,2020,622
68,82,50.6051018653287,81.572587004756,2021,622
181.4,265,199.215282647685,245.913564942344,2017,644
159,242,170.550173670215,233.022067438443,2018,644
138.2,200,141.861650965238,211.615160648558,2019,644
135,252,170.91570480919,240.58263254789,2020,644
179.2,257,182.895941930564,249.896567092154,2016,645
124.1,223,135.729587233382,209.426497243599,2017,645
158.8,223,153.312459325915,230.748421984838,2018,645
159.8,243.5,169.466564956153,230.951867068757,2019,645
