"q10","q50","w10","w50","year","HEXcell"
157.8,230,147.731606807705,221.085349197923,2011,649
174.6,240,168.59188756738,239.903534714199,2012,649
163.6,245.5,168.914525658239,240.299278354045,2013,649
179,229,173.73704482255,229.624884139501,2014,649
128,198,118.019590147451,199.956161226414,2015,649
126,240,149.036032133235,225.129280153759,2016,649
172.8,238,174.144416287227,237.182801443432,2017,649
163.7,237,166.797090680569,231.948196379033,2018,649
168,232,165.325678992452,227.619067175324,2019,649
152,231,160.625971492667,227.705447707703,2020,649
143.5,255,160.75699238481,232.936531149651,2015,672
99,244,125.882051055954,213.870275040611,2016,672
213.8,246,191.846449460629,247.786404279868,2017,672
166.8,244,167.015082824882,240.207324972418,2018,672
130,231,143.140041527231,216.87522566953,2019,672
107.9,229,128.1446782966,207.712033205791,2020,672
176.4,257.5,196.609460766521,251.145493527498,2013,673
179.4,223,170.999092000012,224.733164511793,2015,673
213,235,190.765151601506,239.390798559376,2016,673
140.4,231,148.271321696016,223.50343733454,2017,673
163,233,161.225619338458,226.202410453792,2018,673
140,216.5,142.711796632439,212.154152393537,2019,673
172,242.5,173.636825282657,233.972323725397,2020,673
139.6,253,158.439112109973,244.816929542571,2014,674
148.7,234,167.510092702298,229.281048567563,2015,674
115.4,244,140.466632604969,219.099780630907,2016,674
196.3,233,178.013282301443,233.91529405728,2017,674
170,240,173.17760278451,231.750990078055,2018,674
158.7,227,164.22946273181,222.863452289692,2019,674
122.3,240,158.098006695252,226.280528966093,2020,674
152,209,149.497019517108,209.02448062171,2013,675
148,175,117.138374220733,207.302858983248,2014,675
145.2,234.5,167.480963674529,224.972626398619,2015,675
167,251,184.833866677987,244.09925816116,2016,675
162,251.5,172.612105660561,240.692905595,2017,675
154.9,231.5,156.425618969945,221.217719805458,2018,675
165,237,174.632522152528,231.764479865561,2019,675
148,243,172.667328463072,234.040537261823,2020,675
127,181,107.516109382737,191.86309517251,2008,676
170.9,234,171.433678229942,230.076861361387,2009,676
123.4,198,117.227906172454,193.217433030842,2010,676
110.5,186,107.163902920678,186.103133676253,2011,676
153.9,246.5,165.924577417529,234.43249202233,2012,676
162.5,228.5,158.433389273461,223.792426943989,2013,676
132,214.5,145.461836789897,214.146011959954,2014,676
127.9,214,128.424711875688,208.076844198788,2015,676
120.2,234,137.853687814293,218.366429394876,2016,676
140.3,238,149.249605903371,225.673074857372,2017,676
172,248,176.432979381785,239.313590740486,2018,676
152,230,155.80194941525,222.342586596951,2019,676
118,231,142.045793873431,218.336594113777,2020,676
209.8,225.5,198.85798818862,230.273345727846,2010,702
103.8,219,106.277399659857,190.822117323802,2011,702
119.8,217.5,125.265816344494,209.504401721564,2012,702
189,233,168.803069434225,238.712808747219,2013,702
154.4,243,169.568614632803,237.160236611391,2014,702
118.8,212,127.41576936228,205.527984904602,2015,702
141.8,233,156.679101880264,226.025387022513,2016,702
136.7,232,154.652826082161,224.069169912509,2017,702
149,236,162.685888379455,227.178130051773,2018,702
133,226,145.656183992214,216.284044220705,2019,702
116,242,150.355658404252,226.850633371859,2020,702
151.7,162.5,122.367069052507,170.894183486186,2004,703
224.2,247,204.345865942779,242.796490811392,2005,703
207.1,247.5,186.643495623949,248.814993823894,2013,703
124,249.5,142.850731537406,225.428327261709,2014,703
159,198,142.379603571657,211.122861695675,2015,703
147,223,147.212468048259,214.736898248367,2016,703
106,220,121.170974944736,205.099508546304,2017,703
119,231,143.654860921241,217.397725665106,2018,703
117,196,123.982971146422,198.516948861826,2019,703
100,229,107.883703248792,199.678563762101,2020,703
135,218.5,131.938148184941,199.979938391756,2016,733
146,222,142.850572808612,219.218585462899,2017,733
113.8,213,117.316435219133,204.741980754773,2018,733
128,168.5,105.984504931837,186.785681281617,2019,733
105,154,81.865829106117,176.054716884875,2020,733
171.8,223.5,161.046369479347,231.547700763051,2016,736
180.2,251,185.066534209271,245.569400328892,2017,736
160.4,233,169.778287940422,227.099452791409,2018,736
174.5,235,176.790832555097,232.167049392048,2019,736
154.9,226,152.635636535601,221.633247070184,2020,736
182.1,232,163.550484420551,226.093004972239,2015,739
181.4,234,178.270478650127,229.285962725543,2016,739
163.8,240,170.103745123755,231.697683808604,2017,739
165.4,243.5,182.624234902259,238.445130379837,2018,739
195,242,189.350606968492,237.428332100744,2019,739
144,223,148.517981806029,215.786752528834,2020,739
210.1,258,210.1431952169,251.607650962083,2018,769
192.4,231,163.394832247516,227.292439982906,2019,769
187,237,193.888410829093,234.172245345702,2020,769
