"","hex","Year","Month","Day","Code","ntot"
"8368",622,2005,5,16,"Oth",3
"8369",622,2005,5,16,"RL",21
"8370",622,2005,5,16,"RP",12
"8371",622,2005,5,17,"Oth",10
"8372",622,2005,5,17,"RL",4
"8373",622,2005,5,17,"RP",25
"8374",622,2005,5,19,"Oth",2
"8375",622,2005,5,19,"RL",1
"8376",622,2005,5,19,"RP",66
"8377",622,2005,5,21,"Oth",23
"8378",622,2005,5,21,"RL",55
"8379",622,2005,5,21,"RP",19
"8380",622,2005,5,27,"Oth",4
"8381",622,2005,5,27,"RL",53
"8382",622,2005,5,27,"RP",33
"8383",622,2005,5,28,"Oth",2
"8384",622,2005,5,28,"RL",42
"8385",622,2005,5,28,"RP",14
"8386",622,2005,5,30,"Oth",23
"8387",622,2005,5,30,"RL",52
"8388",622,2005,5,30,"RP",13
"8389",622,2005,5,31,"Oth",5
"8390",622,2005,5,31,"RL",63
"8391",622,2005,5,31,"RP",10
"8392",622,2005,6,1,"Oth",6
"8393",622,2005,6,1,"RL",16
"8394",622,2005,6,1,"RP",77
"8395",622,2005,6,3,"Oth",1
"8396",622,2005,6,4,"Oth",2
"8397",622,2005,6,4,"RL",160
"8398",622,2005,6,4,"RP",25
"8399",622,2005,6,5,"Oth",67
"8400",622,2005,6,5,"RL",67
"8401",622,2005,6,5,"RP",56
"8402",622,2005,6,6,"Oth",11
"8403",622,2005,6,6,"RE",3
"8404",622,2005,6,6,"RL",37
"8405",622,2005,6,6,"RP",11
"8406",622,2005,6,7,"Oth",5
"8407",622,2005,6,7,"RL",15
"8408",622,2005,6,7,"RP",10
"8409",622,2005,6,8,"RL",4
"8410",622,2005,6,9,"Oth",1
"8411",622,2005,6,9,"RL",1
"8412",622,2005,6,9,"RP",3
"8413",622,2005,6,10,"Oth",8
"8414",622,2005,6,10,"RE",4
"8415",622,2005,6,10,"RL",40
"8416",622,2005,6,10,"RP",9
"8417",622,2005,6,11,"Oth",5
"8418",622,2005,6,11,"RE",7
"8419",622,2005,6,11,"RL",98
"8420",622,2005,6,11,"RP",31
"8421",622,2005,6,12,"Oth",8
"8422",622,2005,6,12,"RE",1
"8423",622,2005,6,12,"RL",24
"8424",622,2005,6,12,"RP",4
"8425",622,2005,6,13,"Oth",17
"8426",622,2005,6,13,"RE",41
"8427",622,2005,6,13,"RL",37
"8428",622,2005,6,13,"RP",84
"8429",622,2005,6,14,"Oth",3
"8430",622,2005,6,14,"RE",2
"8431",622,2005,6,14,"RL",10
"8432",622,2005,6,14,"RP",14
"8433",622,2005,6,17,"Oth",3
"8434",622,2005,6,17,"RE",17
"8435",622,2005,6,17,"RL",3
"8436",622,2005,6,17,"RP",39
"8437",622,2005,6,19,"Oth",28
"8438",622,2005,6,19,"RE",500
"8439",622,2005,6,19,"RL",183
"8440",622,2005,6,19,"RP",73
"8441",622,2005,6,20,"Oth",7
"8442",622,2005,6,20,"RE",6
"8443",622,2005,6,20,"RL",8
"8444",622,2005,6,20,"RP",8
"8445",622,2005,6,21,"Oth",15
"8446",622,2005,6,21,"RL",39
"8447",622,2005,6,21,"RP",14
"8448",622,2005,6,26,"Oth",2
"8449",622,2005,6,26,"RE",35
"8450",622,2005,6,26,"RL",52
"8451",622,2005,6,26,"RP",18
"8452",622,2005,6,27,"Oth",10
"8453",622,2005,6,27,"RL",52
"8454",622,2005,6,27,"RP",4
"8455",622,2005,6,29,"Oth",18
"8456",622,2005,6,29,"RE",13
"8457",622,2005,6,29,"RL",287
"8458",622,2005,6,29,"RP",106
"8459",622,2005,6,30,"Oth",8
"8460",622,2005,6,30,"RE",1
"8461",622,2005,6,30,"RL",34
"8462",622,2005,6,30,"RP",29
"8463",622,2005,7,2,"Oth",2
"8464",622,2005,7,2,"RL",4
"8465",622,2005,7,3,"Oth",8
"8466",622,2005,7,3,"RE",9
"8467",622,2005,7,3,"RL",313
"8468",622,2005,7,3,"RP",27
"8469",622,2005,7,4,"Oth",60
"8470",622,2005,7,4,"RE",63
"8471",622,2005,7,4,"RL",335
"8472",622,2005,7,4,"RP",74
"8473",622,2005,7,5,"Oth",5
"8474",622,2005,7,5,"RE",2
"8475",622,2005,7,5,"RL",16
"8476",622,2005,7,5,"RP",20
"8477",622,2005,7,6,"Oth",5
"8478",622,2005,7,6,"RE",1
"8479",622,2005,7,6,"RL",15
"8480",622,2005,7,6,"RP",7
"8481",622,2005,7,7,"Oth",6
"8482",622,2005,7,7,"RE",2
"8483",622,2005,7,7,"RL",84
"8484",622,2005,7,7,"RP",20
"8485",622,2005,7,9,"Oth",4
"8486",622,2005,7,9,"RE",2
"8487",622,2005,7,10,"Oth",21
"8488",622,2005,7,10,"RE",28
"8489",622,2005,7,10,"RL",219
"8490",622,2005,7,10,"RP",14
"8491",622,2005,7,12,"Oth",25
"8492",622,2005,7,12,"RE",73
"8493",622,2005,7,12,"RL",198
"8494",622,2005,7,12,"RP",4
"8495",622,2005,7,13,"Oth",3
"8496",622,2005,7,13,"RE",6
"8497",622,2005,7,13,"RL",56
"8498",622,2005,7,13,"RP",28
"8499",622,2005,7,16,"Oth",10
"8500",622,2005,7,16,"RL",2
"8501",622,2005,7,18,"Oth",9
"8502",622,2005,7,18,"RE",1
"8503",622,2005,7,18,"RL",5
"8504",622,2005,7,18,"RP",6
"8505",622,2005,7,20,"Oth",12
"8506",622,2005,7,20,"RL",35
"8507",622,2005,7,20,"RP",4
"8508",622,2005,7,21,"Oth",16
"8509",622,2005,7,21,"RE",1
"8510",622,2005,7,21,"RL",12
"8511",622,2005,7,21,"RP",43
"8512",622,2005,7,22,"Oth",65
"8513",622,2005,7,22,"RE",3
"8514",622,2005,7,22,"RL",40
"8515",622,2005,7,22,"RP",32
"8516",622,2005,7,23,"Oth",33
"8517",622,2005,7,23,"RE",11
"8518",622,2005,7,23,"RL",59
"8519",622,2005,7,23,"RP",33
"8520",622,2005,7,24,"Oth",122
"8521",622,2005,7,24,"RE",14
"8522",622,2005,7,24,"RL",221
"8523",622,2005,7,24,"RP",72
"8524",622,2005,7,25,"Oth",3
"8525",622,2005,7,25,"RE",1
"8526",622,2005,7,26,"Oth",1
"8527",622,2005,7,28,"Oth",10
"8528",622,2005,7,28,"RE",1
"8529",622,2005,7,28,"RL",5
"8530",622,2005,7,28,"RP",6
"8531",622,2005,7,29,"RL",3
"8532",622,2005,7,29,"RP",6
"8533",622,2005,7,30,"Oth",4
"8534",622,2005,7,30,"RL",4
"8535",622,2005,7,30,"RP",61
"8536",622,2005,7,31,"Oth",139
"8537",622,2005,7,31,"RE",1
"8538",622,2005,7,31,"RL",124
"8539",622,2005,7,31,"RP",371
"8540",622,2005,8,1,"Oth",21
"8541",622,2005,8,1,"RE",1
"8542",622,2005,8,1,"RL",79
"8543",622,2005,8,1,"RP",95
"8544",622,2005,8,6,"Oth",14
"8545",622,2005,8,6,"RL",39
"8546",622,2005,8,6,"RP",8
"8547",622,2005,8,7,"Oth",9
"8548",622,2005,8,7,"RL",1
"8549",622,2005,8,7,"RP",34
"8550",622,2005,8,10,"Oth",39
"8551",622,2005,8,10,"RL",173
"8552",622,2005,8,10,"RP",66
"8553",622,2005,8,11,"Oth",6
"8554",622,2005,8,11,"RL",85
"8555",622,2005,8,11,"RP",275
"8556",622,2005,8,14,"Oth",13
"8557",622,2005,8,14,"RL",36
"8558",622,2005,8,14,"RP",17
"8559",622,2005,8,17,"Oth",2
"8560",622,2005,8,17,"RL",50
"8561",622,2005,8,17,"RP",47
"8562",622,2005,8,18,"RL",2
"8563",622,2005,8,18,"RP",70
"8564",622,2005,8,20,"Oth",2
"8565",622,2005,8,20,"RL",1
"8566",622,2005,8,20,"RP",4
"8567",622,2005,8,21,"Oth",169
"8568",622,2005,8,21,"RL",173
"8569",622,2005,8,21,"RP",269
"8570",622,2005,8,24,"Oth",3
"8571",622,2005,8,24,"RL",46
"8572",622,2005,8,24,"RP",28
"8573",622,2005,8,25,"Oth",4
"8574",622,2005,8,25,"RL",24
"8575",622,2005,8,25,"RP",51
"8576",622,2005,8,27,"Oth",19
"8577",622,2005,8,27,"RL",23
"8578",622,2005,8,27,"RP",112
"8579",622,2005,8,29,"Oth",3
"8580",622,2005,8,29,"RL",63
"8581",622,2005,8,29,"RP",34
"8582",622,2005,9,1,"Oth",12
"8583",622,2005,9,1,"RL",65
"8584",622,2005,9,1,"RP",17
"8585",622,2005,9,2,"Oth",1
"8586",622,2005,9,3,"Oth",114
"8587",622,2005,9,3,"RL",97
"8588",622,2005,9,3,"RP",142
"8589",622,2005,9,4,"Oth",39
"8590",622,2005,9,4,"RL",14
"8591",622,2005,9,4,"RP",79
"8592",622,2005,9,8,"Oth",57
"8593",622,2005,9,8,"RL",65
"8594",622,2005,9,8,"RP",24
"8595",622,2005,9,10,"Oth",4
"8596",622,2005,9,10,"RL",83
"8597",622,2005,9,10,"RP",50
"8598",622,2005,9,11,"Oth",54
"8599",622,2005,9,11,"RL",4
"8600",622,2005,9,11,"RP",4
"8601",622,2005,9,13,"Oth",16
"8602",622,2005,9,13,"RL",16
"8603",622,2005,9,13,"RP",84
"8604",622,2005,9,14,"Oth",1
"8605",622,2005,9,16,"Oth",13
"8606",622,2005,9,16,"RL",4
"8607",622,2005,9,17,"Oth",41355
"8608",622,2005,9,17,"RL",40
"8609",622,2005,9,17,"RP",58
"8610",622,2005,9,18,"Oth",157
"8611",622,2005,9,18,"RP",4
"8612",622,2005,9,19,"Oth",43
"8613",622,2005,9,19,"RL",91
"8614",622,2005,9,19,"RP",5
"8615",622,2005,9,22,"Oth",7
"8616",622,2005,9,22,"RP",5
"8617",622,2005,9,24,"RL",1
"8618",622,2005,9,25,"Oth",86
"8619",622,2005,9,25,"RL",2
"8620",622,2005,9,25,"RP",16
"8621",622,2005,9,26,"Oth",1
"8622",622,2005,9,27,"Oth",85
"8623",622,2005,9,27,"RL",16
"8624",622,2005,9,27,"RP",73
"8625",622,2005,9,28,"Oth",1
"8626",622,2005,10,1,"Oth",2
"8627",622,2005,10,1,"RL",5
"8628",622,2005,10,1,"RP",2
"8629",622,2005,10,2,"Oth",781
"8630",622,2005,10,2,"RP",2
"8631",622,2005,10,3,"Oth",22
"8632",622,2005,10,3,"RL",6
"8633",622,2005,10,3,"RP",5
"8634",622,2005,10,4,"Oth",6
"8635",622,2005,10,4,"RP",1
"8636",622,2005,10,5,"RL",1
"8637",622,2005,10,5,"RP",54
"8638",622,2005,10,6,"Oth",2
"8639",622,2005,10,6,"RP",1
"8640",622,2005,10,15,"Oth",1
"8641",622,2005,10,15,"RP",1
"8642",622,2005,10,16,"Oth",3
"8643",622,2005,10,17,"Oth",1
"8644",622,2005,10,17,"RL",1
"8645",622,2005,10,17,"RP",11
"8646",622,2005,10,19,"Oth",257
"8647",622,2005,10,19,"RP",2
"8648",622,2005,10,20,"Oth",1
"8649",622,2005,10,20,"RP",2
"8650",622,2005,10,30,"Oth",2
"8651",622,2005,10,30,"RP",1
"8652",622,2005,10,31,"Oth",1
"8653",622,2005,10,31,"RL",1
"8654",622,2005,10,31,"RP",2
"8655",622,2005,11,1,"Oth",72
"8656",622,2005,11,1,"RL",16
"8657",622,2005,11,1,"RP",15
"8658",622,2005,11,3,"Oth",1
"8659",622,2005,11,4,"Oth",2
"8660",622,2005,11,4,"RP",1
"8661",622,2005,11,5,"Oth",6
"8662",622,2005,11,5,"RL",3
"8663",622,2005,11,5,"RP",3
"8664",622,2005,11,7,"RP",1
"8665",622,2005,11,16,"Oth",18
"8666",622,2005,11,16,"RL",3
"8667",622,2005,11,16,"RP",2
"8668",622,2005,11,20,"Oth",1
"8669",622,2006,3,10,"Oth",1
"8670",622,2006,3,11,"Oth",27
"8671",622,2006,3,13,"Oth",1
"8672",622,2006,3,29,"Oth",1
"8673",622,2006,3,30,"Oth",13
"8674",622,2006,3,30,"RP",2
"8675",622,2006,3,31,"Oth",3
"8676",622,2006,4,2,"Oth",5
"8677",622,2006,4,2,"RP",6
"8678",622,2006,4,6,"RL",1
"8679",622,2006,4,10,"Oth",1
"8680",622,2006,4,10,"RP",1
"8681",622,2006,4,11,"Oth",17
"8682",622,2006,4,11,"RP",7
"8683",622,2006,4,12,"Oth",11
"8684",622,2006,4,12,"RL",3
"8685",622,2006,4,12,"RP",9
"8686",622,2006,4,15,"Oth",4
"8687",622,2006,4,15,"RP",19
"8688",622,2006,4,16,"RP",1
"8689",622,2006,4,19,"Oth",10
"8690",622,2006,4,19,"RL",2
"8691",622,2006,4,19,"RP",21
"8692",622,2006,4,20,"Oth",5
"8693",622,2006,4,20,"RP",15
"8694",622,2006,4,26,"Oth",1
"8695",622,2006,4,26,"RP",7
"8696",622,2006,4,29,"Oth",2
"8697",622,2006,4,29,"RL",33
"8698",622,2006,4,29,"RP",52
"8699",622,2006,4,30,"Oth",1
"8700",622,2006,4,30,"RP",8
"8701",622,2006,5,1,"Oth",8
"8702",622,2006,5,1,"RL",27
"8703",622,2006,5,1,"RP",35
"8704",622,2006,5,2,"RL",2
"8705",622,2006,5,2,"RP",8
"8706",622,2006,5,5,"RL",6
"8707",622,2006,5,5,"RP",1
"8708",622,2006,5,6,"Oth",3
"8709",622,2006,5,6,"RL",13
"8710",622,2006,5,6,"RP",3
"8711",622,2006,5,7,"Oth",2
"8712",622,2006,5,7,"RP",12
"8713",622,2006,5,13,"Oth",9
"8714",622,2006,5,13,"RL",228
"8715",622,2006,5,13,"RP",100
"8716",622,2006,5,16,"RL",3
"8717",622,2006,5,16,"RP",3
"8718",622,2006,5,18,"Oth",5
"8719",622,2006,5,18,"RL",3
"8720",622,2006,5,18,"RP",17
"8721",622,2006,5,20,"Oth",4
"8722",622,2006,5,20,"RL",65
"8723",622,2006,5,20,"RP",11
"8724",622,2006,5,21,"Oth",2
"8725",622,2006,5,21,"RL",52
"8726",622,2006,5,24,"Oth",6
"8727",622,2006,5,24,"RL",66
"8728",622,2006,5,24,"RP",12
"8729",622,2006,5,27,"Oth",22
"8730",622,2006,5,27,"RL",50
"8731",622,2006,5,27,"RP",82
"8732",622,2006,5,28,"Oth",3
"8733",622,2006,5,28,"RL",6
"8734",622,2006,5,28,"RP",13
"8735",622,2006,5,29,"Oth",26
"8736",622,2006,5,29,"RL",95
"8737",622,2006,5,29,"RP",24
"8738",622,2006,5,30,"Oth",14
"8739",622,2006,5,30,"RL",88
"8740",622,2006,5,30,"RP",22
"8741",622,2006,5,31,"Oth",16
"8742",622,2006,5,31,"RE",1
"8743",622,2006,5,31,"RL",126
"8744",622,2006,5,31,"RP",22
"8745",622,2006,6,1,"Oth",1
"8746",622,2006,6,1,"RL",35
"8747",622,2006,6,1,"RP",15
"8748",622,2006,6,5,"Oth",1
"8749",622,2006,6,5,"RL",2
"8750",622,2006,6,6,"Oth",7
"8751",622,2006,6,6,"RE",1
"8752",622,2006,6,6,"RL",33
"8753",622,2006,6,6,"RP",33
"8754",622,2006,6,9,"Oth",1
"8755",622,2006,6,10,"Oth",2
"8756",622,2006,6,10,"RL",5
"8757",622,2006,6,10,"RP",4
"8758",622,2006,6,11,"Oth",33
"8759",622,2006,6,11,"RE",8
"8760",622,2006,6,11,"RL",81
"8761",622,2006,6,11,"RP",349
"8762",622,2006,6,13,"Oth",7
"8763",622,2006,6,13,"RE",28
"8764",622,2006,6,13,"RL",41
"8765",622,2006,6,13,"RP",29
"8766",622,2006,6,14,"Oth",10
"8767",622,2006,6,14,"RE",5
"8768",622,2006,6,14,"RL",14
"8769",622,2006,6,14,"RP",2
"8770",622,2006,6,15,"Oth",3
"8771",622,2006,6,15,"RE",36
"8772",622,2006,6,15,"RL",21
"8773",622,2006,6,15,"RP",53
"8774",622,2006,6,17,"Oth",8
"8775",622,2006,6,17,"RE",41
"8776",622,2006,6,17,"RL",87
"8777",622,2006,6,17,"RP",72
"8778",622,2006,6,22,"Oth",33
"8779",622,2006,6,22,"RE",22
"8780",622,2006,6,22,"RL",80
"8781",622,2006,6,22,"RP",11
"8782",622,2006,6,28,"Oth",2
"8783",622,2006,6,28,"RL",11
"8784",622,2006,6,28,"RP",29
"8785",622,2006,7,1,"Oth",2
"8786",622,2006,7,1,"RE",5
"8787",622,2006,7,1,"RL",4
"8788",622,2006,7,1,"RP",47
"8789",622,2006,7,3,"Oth",3
"8790",622,2006,7,3,"RP",4
"8791",622,2006,7,4,"Oth",20
"8792",622,2006,7,4,"RE",5
"8793",622,2006,7,4,"RL",121
"8794",622,2006,7,4,"RP",7
"8795",622,2006,7,5,"Oth",22
"8796",622,2006,7,5,"RE",254
"8797",622,2006,7,5,"RL",34
"8798",622,2006,7,5,"RP",58
"8799",622,2006,7,7,"Oth",4
"8800",622,2006,7,7,"RL",2
"8801",622,2006,7,7,"RP",7
"8802",622,2006,7,8,"Oth",6
"8803",622,2006,7,8,"RL",6
"8804",622,2006,7,8,"RP",84
"8805",622,2006,7,9,"Oth",4
"8806",622,2006,7,9,"RL",3
"8807",622,2006,7,9,"RP",7
"8808",622,2006,7,10,"Oth",23
"8809",622,2006,7,10,"RE",4
"8810",622,2006,7,10,"RL",72
"8811",622,2006,7,10,"RP",14
"8812",622,2006,7,13,"Oth",4
"8813",622,2006,7,13,"RL",2
"8814",622,2006,7,13,"RP",7
"8815",622,2006,7,15,"Oth",42
"8816",622,2006,7,15,"RL",109
"8817",622,2006,7,15,"RP",49
"8818",622,2006,7,16,"Oth",14
"8819",622,2006,7,16,"RE",3
"8820",622,2006,7,16,"RL",57
"8821",622,2006,7,16,"RP",85
"8822",622,2006,7,18,"Oth",2
"8823",622,2006,7,18,"RP",6
"8824",622,2006,7,19,"Oth",4
"8825",622,2006,7,19,"RL",2
"8826",622,2006,7,19,"RP",6
"8827",622,2006,7,20,"Oth",58
"8828",622,2006,7,20,"RL",113
"8829",622,2006,7,20,"RP",62
"8830",622,2006,7,22,"Oth",14
"8831",622,2006,7,22,"RE",5
"8832",622,2006,7,22,"RL",29
"8833",622,2006,7,22,"RP",8
"8834",622,2006,7,23,"Oth",1
"8835",622,2006,7,24,"Oth",1
"8836",622,2006,7,24,"RL",11
"8837",622,2006,7,24,"RP",6
"8838",622,2006,7,26,"Oth",4
"8839",622,2006,7,26,"RP",14
"8840",622,2006,7,28,"Oth",8
"8841",622,2006,7,28,"RL",3
"8842",622,2006,7,28,"RP",1
"8843",622,2006,7,29,"Oth",76
"8844",622,2006,7,29,"RE",3
"8845",622,2006,7,29,"RL",93
"8846",622,2006,7,29,"RP",348
"8847",622,2006,7,30,"Oth",15
"8848",622,2006,7,30,"RL",9
"8849",622,2006,7,30,"RP",4
"8850",622,2006,7,31,"Oth",105
"8851",622,2006,7,31,"RL",83
"8852",622,2006,7,31,"RP",42
"8853",622,2006,8,1,"Oth",5
"8854",622,2006,8,1,"RE",1
"8855",622,2006,8,1,"RL",11
"8856",622,2006,8,1,"RP",11
"8857",622,2006,8,2,"Oth",9
"8858",622,2006,8,2,"RL",6
"8859",622,2006,8,2,"RP",2
"8860",622,2006,8,4,"Oth",284
"8861",622,2006,8,4,"RL",3
"8862",622,2006,8,4,"RP",2
"8863",622,2006,8,5,"Oth",52
"8864",622,2006,8,5,"RL",3
"8865",622,2006,8,5,"RP",26
"8866",622,2006,8,6,"Oth",22
"8867",622,2006,8,6,"RE",1
"8868",622,2006,8,6,"RL",7
"8869",622,2006,8,6,"RP",63
"8870",622,2006,8,7,"Oth",3
"8871",622,2006,8,7,"RL",2
"8872",622,2006,8,7,"RP",101
"8873",622,2006,8,8,"Oth",35
"8874",622,2006,8,8,"RL",68
"8875",622,2006,8,8,"RP",203
"8876",622,2006,8,9,"Oth",20
"8877",622,2006,8,9,"RL",26
"8878",622,2006,8,9,"RP",71
"8879",622,2006,8,11,"Oth",1
"8880",622,2006,8,11,"RL",34
"8881",622,2006,8,11,"RP",84
"8882",622,2006,8,12,"Oth",94
"8883",622,2006,8,12,"RE",1
"8884",622,2006,8,12,"RL",105
"8885",622,2006,8,12,"RP",397
"8886",622,2006,8,13,"Oth",8
"8887",622,2006,8,13,"RL",15
"8888",622,2006,8,13,"RP",59
"8889",622,2006,8,14,"Oth",4
"8890",622,2006,8,14,"RE",1
"8891",622,2006,8,14,"RL",19
"8892",622,2006,8,14,"RP",2
"8893",622,2006,8,16,"Oth",42
"8894",622,2006,8,16,"RL",211
"8895",622,2006,8,16,"RP",84
"8896",622,2006,8,17,"Oth",14
"8897",622,2006,8,17,"RL",88
"8898",622,2006,8,17,"RP",119
"8899",622,2006,8,18,"Oth",19
"8900",622,2006,8,18,"RL",26
"8901",622,2006,8,18,"RP",81
"8902",622,2006,8,19,"Oth",8
"8903",622,2006,8,19,"RL",32
"8904",622,2006,8,19,"RP",82
"8905",622,2006,8,20,"Oth",41349
"8906",622,2006,8,20,"RL",47
"8907",622,2006,8,20,"RP",136
"8908",622,2006,8,21,"Oth",4
"8909",622,2006,8,22,"Oth",7
"8910",622,2006,8,22,"RL",13
"8911",622,2006,8,22,"RP",49
"8912",622,2006,8,23,"Oth",4
"8913",622,2006,8,23,"RL",94
"8914",622,2006,8,23,"RP",40
"8915",622,2006,8,24,"Oth",12
"8916",622,2006,8,24,"RL",1
"8917",622,2006,8,24,"RP",10
"8918",622,2006,8,25,"Oth",6
"8919",622,2006,8,25,"RL",2
"8920",622,2006,8,25,"RP",10
"8921",622,2006,8,26,"Oth",2
"8922",622,2006,8,26,"RL",7
"8923",622,2006,8,26,"RP",2
"8924",622,2006,8,28,"Oth",9
"8925",622,2006,8,28,"RL",3
"8926",622,2006,8,28,"RP",19
"8927",622,2006,8,30,"Oth",50
"8928",622,2006,8,30,"RL",5
"8929",622,2006,8,30,"RP",57
"8930",622,2006,8,31,"Oth",121
"8931",622,2006,8,31,"RL",57
"8932",622,2006,8,31,"RP",331
"8933",622,2006,9,1,"Oth",1
"8934",622,2006,9,1,"RL",7
"8935",622,2006,9,1,"RP",18
"8936",622,2006,9,2,"Oth",1
"8937",622,2006,9,2,"RL",1
"8938",622,2006,9,2,"RP",62
"8939",622,2006,9,3,"Oth",2
"8940",622,2006,9,3,"RL",25
"8941",622,2006,9,3,"RP",34
"8942",622,2006,9,4,"Oth",2
"8943",622,2006,9,4,"RL",1
"8944",622,2006,9,4,"RP",9
"8945",622,2006,9,6,"Oth",31
"8946",622,2006,9,6,"RL",2
"8947",622,2006,9,6,"RP",1
"8948",622,2006,9,7,"Oth",59
"8949",622,2006,9,7,"RL",88
"8950",622,2006,9,7,"RP",98
"8951",622,2006,9,8,"Oth",15
"8952",622,2006,9,8,"RL",5
"8953",622,2006,9,8,"RP",17
"8954",622,2006,9,9,"Oth",274
"8955",622,2006,9,9,"RL",309
"8956",622,2006,9,9,"RP",198
"8957",622,2006,9,10,"Oth",4
"8958",622,2006,9,10,"RL",22
"8959",622,2006,9,10,"RP",40
"8960",622,2006,9,11,"Oth",21
"8961",622,2006,9,11,"RL",1
"8962",622,2006,9,11,"RP",3
"8963",622,2006,9,12,"Oth",41317
"8964",622,2006,9,12,"RL",18
"8965",622,2006,9,12,"RP",22
"8966",622,2006,9,16,"Oth",191
"8967",622,2006,9,16,"RL",76
"8968",622,2006,9,16,"RP",94
"8969",622,2006,9,17,"Oth",244
"8970",622,2006,9,17,"RL",30
"8971",622,2006,9,17,"RP",132
"8972",622,2006,9,18,"Oth",24
"8973",622,2006,9,18,"RL",5
"8974",622,2006,9,18,"RP",24
"8975",622,2006,9,19,"Oth",8
"8976",622,2006,9,19,"RL",1
"8977",622,2006,9,19,"RP",11
"8978",622,2006,9,20,"Oth",4
"8979",622,2006,9,20,"RL",4
"8980",622,2006,9,20,"RP",9
"8981",622,2006,9,21,"Oth",4
"8982",622,2006,9,21,"RL",71
"8983",622,2006,9,21,"RP",21
"8984",622,2006,9,22,"Oth",71
"8985",622,2006,9,22,"RL",15
"8986",622,2006,9,22,"RP",12
"8987",622,2006,9,23,"Oth",2
"8988",622,2006,9,23,"RL",1
"8989",622,2006,9,24,"Oth",35
"8990",622,2006,9,24,"RL",4
"8991",622,2006,9,24,"RP",8
"8992",622,2006,9,26,"Oth",1
"8993",622,2006,9,26,"RL",5
"8994",622,2006,9,26,"RP",9
"8995",622,2006,9,27,"Oth",32
"8996",622,2006,9,27,"RL",13
"8997",622,2006,9,27,"RP",7
"8998",622,2006,9,28,"RL",1
"8999",622,2006,9,28,"RP",5
"9000",622,2006,9,30,"Oth",30
"9001",622,2006,9,30,"RL",17
"9002",622,2006,9,30,"RP",16
"9003",622,2006,10,1,"Oth",1
"9004",622,2006,10,1,"RL",9
"9005",622,2006,10,1,"RP",2
"9006",622,2006,10,3,"Oth",63
"9007",622,2006,10,3,"RL",78
"9008",622,2006,10,3,"RP",20
"9009",622,2006,10,4,"Oth",6
"9010",622,2006,10,4,"RL",11
"9011",622,2006,10,4,"RP",10
"9012",622,2006,10,5,"Oth",5
"9013",622,2006,10,5,"RL",7
"9014",622,2006,10,5,"RP",3
"9015",622,2006,10,7,"RP",2
"9016",622,2006,10,8,"Oth",43
"9017",622,2006,10,8,"RL",1
"9018",622,2006,10,8,"RP",11
"9019",622,2006,10,9,"Oth",18
"9020",622,2006,10,9,"RL",12
"9021",622,2006,10,9,"RP",6
"9022",622,2006,10,10,"Oth",27
"9023",622,2006,10,10,"RL",13
"9024",622,2006,10,10,"RP",21
"9025",622,2006,10,13,"Oth",1
"9026",622,2006,10,14,"Oth",79
"9027",622,2006,10,14,"RL",4
"9028",622,2006,10,14,"RP",3
"9029",622,2006,10,16,"Oth",4
"9030",622,2006,10,16,"RP",4
"9031",622,2006,10,19,"Oth",271
"9032",622,2006,10,19,"RL",15
"9033",622,2006,10,19,"RP",7
"9034",622,2006,10,22,"Oth",4
"9035",622,2006,10,25,"Oth",1
"9036",622,2006,10,30,"Oth",74
"9037",622,2006,10,30,"RL",7
"9038",622,2006,10,30,"RP",14
"9039",622,2006,10,31,"Oth",2
"9040",622,2006,11,1,"RL",2
"9041",622,2006,11,6,"Oth",4
"9042",622,2006,11,6,"RL",3
"9043",622,2006,11,9,"Oth",1
"9044",622,2006,11,9,"RL",2
"9045",622,2006,11,11,"Oth",1
"9046",622,2006,11,11,"RL",2
"9047",622,2006,11,17,"RL",3
"9048",622,2006,11,18,"Oth",1
"9049",622,2006,12,3,"Oth",1
"9050",622,2006,12,16,"RL",1
"9051",622,2007,1,4,"Oth",1
"9052",622,2007,3,4,"Oth",3
"9053",622,2007,3,14,"Oth",13
"9054",622,2007,3,22,"RP",2
"9055",622,2007,3,24,"Oth",1
"9056",622,2007,3,27,"Oth",1
"9057",622,2007,3,28,"Oth",15
"9058",622,2007,3,28,"RP",1
"9059",622,2007,3,29,"Oth",1
"9060",622,2007,3,30,"Oth",25
"9061",622,2007,4,5,"RP",1
"9062",622,2007,4,9,"RL",1
"9063",622,2007,4,11,"RP",1
"9064",622,2007,4,14,"Oth",5
"9065",622,2007,4,14,"RL",1
"9066",622,2007,4,14,"RP",3
"9067",622,2007,4,21,"Oth",8
"9068",622,2007,4,21,"RP",23
"9069",622,2007,4,23,"Oth",12
"9070",622,2007,4,23,"RP",9
"9071",622,2007,4,24,"Oth",13
"9072",622,2007,4,24,"RL",1
"9073",622,2007,4,24,"RP",42
"9074",622,2007,4,25,"Oth",5
"9075",622,2007,4,25,"RP",23
"9076",622,2007,4,26,"RP",1
"9077",622,2007,5,2,"Oth",4
"9078",622,2007,5,2,"RP",16
"9079",622,2007,5,3,"Oth",2
"9080",622,2007,5,3,"RP",5
"9081",622,2007,5,4,"Oth",4
"9082",622,2007,5,4,"RL",3
"9083",622,2007,5,4,"RP",56
"9084",622,2007,5,5,"Oth",9
"9085",622,2007,5,5,"RL",15
"9086",622,2007,5,5,"RP",20
"9087",622,2007,5,6,"RP",1
"9088",622,2007,5,7,"Oth",29
"9089",622,2007,5,7,"RL",1
