"","hex","Year","Month","Day","Code","ntot"
"1",453,2005,6,15,"Oth",7
"2",453,2005,6,15,"RE",4
"3",453,2005,6,15,"RL",9
"4",453,2005,6,15,"RP",1
"5",453,2006,8,1,"Oth",1
"6",453,2007,5,27,"Oth",4
"7",457,2013,4,17,"Oth",1
"8",457,2013,4,17,"RP",7
"9",457,2013,5,2,"Oth",2
"10",457,2013,5,2,"RL",29
"11",457,2013,5,2,"RP",24
"12",457,2013,5,16,"RL",90
"13",457,2013,5,16,"RP",39
"14",507,2001,8,10,"Oth",1
"15",507,2002,5,25,"Oth",1
"16",507,2002,5,25,"RP",1
"17",507,2003,6,18,"Oth",1
"18",507,2003,7,12,"Oth",3
"19",507,2003,7,12,"RE",30
"20",507,2003,7,12,"RL",15
"21",507,2003,7,29,"Oth",6
"22",507,2003,7,29,"RE",18
"23",507,2003,7,29,"RL",60
"24",507,2003,7,29,"RP",9
"25",507,2006,6,5,"RL",1
"26",507,2006,6,17,"Oth",2
"27",507,2006,9,1,"Oth",4
"28",507,2006,9,1,"RL",8
"29",507,2006,9,1,"RP",2
"30",507,2007,5,25,"Oth",45
"31",507,2007,5,25,"RL",30
"32",507,2007,5,25,"RP",32
"33",507,2007,5,28,"Oth",16
"34",507,2007,5,28,"RL",12
"35",507,2007,5,28,"RP",23
"36",507,2007,6,30,"Oth",4
"37",507,2007,6,30,"RE",23
"38",507,2007,6,30,"RL",31
"39",507,2007,6,30,"RP",5
"40",507,2007,8,25,"Oth",8
"41",507,2007,8,25,"RE",2
"42",507,2007,8,25,"RL",7
"43",507,2007,8,25,"RP",1
"44",507,2007,9,1,"Oth",6
"45",507,2007,9,1,"RL",5
"46",507,2007,9,23,"Oth",5
"47",507,2007,9,23,"RL",2
"48",507,2008,4,21,"Oth",14
"49",507,2008,5,23,"Oth",8
"50",507,2008,5,23,"RP",13
"51",507,2008,5,24,"Oth",3
"52",507,2008,5,24,"RL",1
"53",507,2008,5,24,"RP",35
"54",507,2008,6,8,"Oth",3
"55",507,2008,6,8,"RL",6
"56",507,2008,6,8,"RP",11
"57",507,2008,6,14,"RL",12
"58",507,2008,6,14,"RP",15
"59",507,2008,6,20,"Oth",2
"60",507,2008,6,20,"RL",24
"61",507,2008,6,20,"RP",12
"62",507,2008,7,17,"RL",22
"63",507,2008,7,17,"RP",1
"64",507,2008,7,18,"Oth",2
"65",507,2008,7,18,"RE",29
"66",507,2008,7,18,"RL",83
"67",507,2008,7,18,"RP",9
"68",507,2008,7,26,"Oth",2
"69",507,2008,7,26,"RE",33
"70",507,2008,7,26,"RL",63
"71",507,2008,8,9,"Oth",4
"72",507,2008,8,9,"RE",2
"73",507,2008,8,9,"RL",24
"74",507,2008,8,9,"RP",4
"75",507,2008,8,29,"RL",8
"76",507,2008,8,30,"Oth",1
"77",507,2008,8,30,"RE",3
"78",507,2008,8,30,"RL",19
"79",507,2008,9,12,"Oth",4
"80",507,2008,9,12,"RL",1
"81",507,2008,9,12,"RP",1
"82",507,2008,9,26,"Oth",5
"83",507,2008,9,26,"RL",1
"84",507,2009,5,3,"Oth",18
"85",507,2009,5,3,"RP",4
"86",507,2009,5,22,"Oth",1
"87",507,2009,5,22,"RP",35
"88",507,2009,5,23,"Oth",1
"89",507,2009,5,23,"RL",5
"90",507,2009,5,23,"RP",32
"91",507,2009,5,30,"RL",18
"92",507,2009,5,30,"RP",10
"93",507,2009,6,4,"RL",8
"94",507,2009,6,4,"RP",7
"95",507,2009,6,13,"Oth",1
"96",507,2009,6,13,"RL",27
"97",507,2009,6,13,"RP",9
"98",507,2009,6,26,"RL",11
"99",507,2009,6,26,"RP",2
"100",507,2009,7,26,"Oth",1
"101",507,2009,7,26,"RE",60
"102",507,2009,7,26,"RL",37
"103",507,2009,7,26,"RP",2
"104",507,2009,7,31,"RE",6
"105",507,2009,7,31,"RL",44
"106",507,2009,8,9,"Oth",5
"107",507,2009,8,9,"RE",3
"108",507,2009,8,9,"RL",10
"109",507,2009,8,14,"Oth",7
"110",507,2009,8,14,"RE",8
"111",507,2009,8,14,"RL",23
"112",507,2009,8,14,"RP",1
"113",507,2009,8,23,"RL",5
"114",507,2009,9,4,"Oth",1
"115",507,2009,9,4,"RL",2
"116",507,2009,9,5,"Oth",1
"117",507,2009,9,5,"RE",1
"118",507,2009,9,5,"RL",8
"119",507,2009,9,19,"Oth",2
"120",507,2009,9,19,"RP",1
"121",507,2010,4,6,"Oth",8
"122",507,2010,4,9,"Oth",5
"123",507,2010,5,4,"Oth",1
"124",507,2010,5,4,"RP",11
"125",507,2010,5,9,"Oth",5
"126",507,2010,5,9,"RL",5
"127",507,2010,5,9,"RP",6
"128",507,2010,5,16,"Oth",3
"129",507,2010,5,16,"RL",2
"130",507,2010,5,16,"RP",14
"131",507,2010,5,17,"Oth",8
"132",507,2010,5,17,"RL",5
"133",507,2010,5,17,"RP",35
"134",507,2010,5,26,"Oth",21
"135",507,2010,5,26,"RL",4
"136",507,2010,5,26,"RP",17
"137",507,2010,5,27,"Oth",11
"138",507,2010,5,27,"RL",29
"139",507,2010,5,27,"RP",18
"140",507,2010,5,28,"Oth",16
"141",507,2010,5,28,"RL",8
"142",507,2010,5,28,"RP",8
"143",507,2010,5,31,"Oth",2
"144",507,2010,5,31,"RL",15
"145",507,2010,5,31,"RP",4
"146",507,2010,6,2,"RL",10
"147",507,2010,6,2,"RP",6
"148",507,2010,6,7,"Oth",1
"149",507,2010,6,7,"RL",25
"150",507,2010,6,7,"RP",3
"151",507,2010,6,14,"Oth",8
"152",507,2010,6,14,"RL",11
"153",507,2010,6,14,"RP",4
"154",507,2010,6,16,"Oth",3
"155",507,2010,6,16,"RL",27
"156",507,2010,6,16,"RP",5
"157",507,2010,6,17,"Oth",1
"158",507,2010,6,17,"RL",3
"159",507,2010,6,17,"RP",1
"160",507,2010,6,23,"Oth",6
"161",507,2010,6,23,"RE",5
"162",507,2010,6,23,"RL",19
"163",507,2010,6,23,"RP",4
"164",507,2010,6,24,"Oth",7
"165",507,2010,6,24,"RE",100
"166",507,2010,6,24,"RL",25
"167",507,2010,6,24,"RP",4
"168",507,2010,6,28,"Oth",13
"169",507,2010,7,9,"RE",51
"170",507,2010,7,9,"RL",2
"171",507,2010,7,9,"RP",1
"172",507,2010,7,12,"Oth",14
"173",507,2010,7,12,"RE",5
"174",507,2010,7,12,"RL",32
"175",507,2010,7,12,"RP",4
"176",507,2010,7,16,"Oth",10
"177",507,2010,7,16,"RE",19
"178",507,2010,7,16,"RL",48
"179",507,2010,7,16,"RP",2
"180",507,2010,7,19,"RE",1
"181",507,2010,7,19,"RL",3
"182",507,2010,7,21,"Oth",15
"183",507,2010,7,21,"RE",6
"184",507,2010,7,21,"RL",25
"185",507,2010,7,21,"RP",1
"186",507,2010,7,25,"Oth",18
"187",507,2010,7,25,"RL",6
"188",507,2010,7,29,"RL",13
"189",507,2010,8,1,"Oth",2
"190",507,2010,8,1,"RL",10
"191",507,2010,8,1,"RP",1
"192",507,2010,8,3,"Oth",30
"193",507,2010,8,3,"RL",9
"194",507,2010,8,3,"RP",5
"195",507,2010,8,5,"Oth",3
"196",507,2010,8,5,"RE",2
"197",507,2010,8,5,"RL",41
"198",507,2010,8,5,"RP",6
"199",507,2010,8,9,"Oth",8
"200",507,2010,8,9,"RL",18
"201",507,2010,8,9,"RP",11
"202",507,2010,8,13,"Oth",1
"203",507,2010,8,13,"RL",16
"204",507,2010,8,13,"RP",5
"205",507,2010,8,17,"Oth",12
"206",507,2010,8,17,"RE",3
"207",507,2010,8,17,"RL",20
"208",507,2010,8,17,"RP",8
"209",507,2010,8,22,"Oth",17
"210",507,2010,8,22,"RL",11
"211",507,2010,8,22,"RP",6
"212",507,2010,8,29,"Oth",19
"213",507,2010,8,29,"RL",17
"214",507,2010,8,29,"RP",1
"215",507,2010,8,30,"Oth",5
"216",507,2010,8,30,"RL",23
"217",507,2010,8,30,"RP",4
"218",507,2010,9,5,"Oth",4
"219",507,2010,9,5,"RL",6
"220",507,2010,9,5,"RP",2
"221",507,2010,9,6,"Oth",1
"222",507,2010,9,6,"RL",5
"223",507,2010,9,12,"Oth",23
"224",507,2010,9,12,"RL",9
"225",507,2010,9,12,"RP",2
"226",507,2010,9,14,"Oth",11
"227",507,2010,9,14,"RL",21
"228",507,2010,9,14,"RP",1
"229",507,2010,9,16,"Oth",3
"230",507,2010,9,16,"RL",15
"231",507,2010,9,16,"RP",1
"232",507,2010,9,19,"Oth",7
"233",507,2010,9,19,"RL",2
"234",507,2010,9,26,"Oth",3
"235",507,2010,9,26,"RL",10
"236",507,2010,9,30,"Oth",7
"237",507,2010,10,5,"Oth",1
"238",507,2010,10,5,"RL",2
"239",507,2010,10,6,"RL",7
"240",507,2010,10,6,"RP",1
"241",507,2011,4,24,"Oth",4
"242",507,2011,4,25,"Oth",14
"243",507,2011,4,29,"Oth",17
"244",507,2011,5,4,"Oth",10
"245",507,2011,5,4,"RP",3
"246",507,2011,5,6,"Oth",7
"247",507,2011,5,6,"RP",1
"248",507,2011,5,11,"Oth",9
"249",507,2011,5,11,"RP",10
"250",507,2011,5,16,"Oth",11
"251",507,2011,5,16,"RP",36
"252",507,2011,5,17,"Oth",2
"253",507,2011,5,17,"RL",10
"254",507,2011,5,17,"RP",6
"255",507,2011,5,25,"Oth",3
"256",507,2011,5,25,"RP",15
"257",507,2011,5,26,"Oth",5
"258",507,2011,5,26,"RL",4
"259",507,2011,5,26,"RP",9
"260",507,2011,5,29,"Oth",6
"261",507,2011,5,29,"RL",2
"262",507,2011,5,29,"RP",22
"263",507,2011,6,2,"Oth",4
"264",507,2011,6,2,"RL",10
"265",507,2011,6,2,"RP",20
"266",507,2011,6,5,"Oth",6
"267",507,2011,6,5,"RL",14
"268",507,2011,6,5,"RP",11
"269",507,2011,6,9,"RL",2
"270",507,2011,6,9,"RP",9
"271",507,2011,6,12,"Oth",2
"272",507,2011,6,12,"RL",34
"273",507,2011,6,12,"RP",17
"274",507,2011,6,13,"Oth",5
"275",507,2011,6,13,"RL",7
"276",507,2011,6,13,"RP",13
"277",507,2011,6,24,"Oth",12
"278",507,2011,6,24,"RE",1
"279",507,2011,6,24,"RL",144
"280",507,2011,6,24,"RP",16
"281",507,2011,6,28,"RL",4
"282",507,2011,6,29,"Oth",7
"283",507,2011,6,29,"RE",38
"284",507,2011,6,29,"RL",34
"285",507,2011,6,29,"RP",15
"286",507,2011,7,6,"RE",2
"287",507,2011,7,6,"RL",5
"288",507,2011,7,6,"RP",4
"289",507,2011,7,11,"Oth",21
"290",507,2011,7,11,"RE",44
"291",507,2011,7,11,"RL",101
"292",507,2011,7,11,"RP",15
"293",507,2011,7,14,"RE",31
"294",507,2011,7,14,"RL",28
"295",507,2011,7,14,"RP",2
"296",507,2011,7,18,"Oth",11
"297",507,2011,7,18,"RE",345
"298",507,2011,7,18,"RL",27
"299",507,2011,7,18,"RP",14
"300",507,2011,7,21,"Oth",41
"301",507,2011,7,21,"RE",22
"302",507,2011,7,21,"RL",53
"303",507,2011,7,21,"RP",16
"304",507,2011,7,24,"Oth",21
"305",507,2011,7,24,"RE",7
"306",507,2011,7,24,"RL",26
"307",507,2011,7,24,"RP",2
"308",507,2011,7,26,"Oth",8
"309",507,2011,7,26,"RL",1
"310",507,2011,7,29,"Oth",76
"311",507,2011,7,29,"RL",45
"312",507,2011,7,29,"RP",4
"313",507,2011,8,3,"Oth",5
"314",507,2011,8,3,"RE",2
"315",507,2011,8,3,"RL",28
"316",507,2011,8,3,"RP",4
"317",507,2011,8,10,"Oth",1
"318",507,2011,8,10,"RE",10
"319",507,2011,8,10,"RL",19
"320",507,2011,8,10,"RP",10
"321",507,2011,8,11,"Oth",70
"322",507,2011,8,11,"RL",52
"323",507,2011,8,11,"RP",37
"324",507,2011,8,14,"RL",1
"325",507,2011,8,14,"RP",3
"326",507,2011,8,15,"Oth",17
"327",507,2011,8,15,"RE",2
"328",507,2011,8,15,"RL",49
"329",507,2011,8,15,"RP",2
"330",507,2011,8,19,"RL",7
"331",507,2011,8,19,"RP",1
"332",507,2011,8,26,"Oth",5
"333",507,2011,8,26,"RE",2
"334",507,2011,8,26,"RL",5
"335",507,2011,8,26,"RP",2
"336",507,2011,8,29,"Oth",5
"337",507,2011,8,29,"RL",14
"338",507,2011,8,29,"RP",63
"339",507,2011,8,30,"Oth",7
"340",507,2011,8,30,"RL",2
"341",507,2011,9,2,"Oth",13
"342",507,2011,9,2,"RE",1
"343",507,2011,9,2,"RL",9
"344",507,2011,9,2,"RP",2
"345",507,2011,9,5,"RL",14
"346",507,2011,9,5,"RP",1
"347",507,2011,9,6,"Oth",27
"348",507,2011,9,6,"RL",22
"349",507,2011,9,6,"RP",7
"350",507,2011,9,7,"Oth",5
"351",507,2011,9,7,"RL",17
"352",507,2011,9,7,"RP",3
"353",507,2011,9,11,"Oth",11
"354",507,2011,9,11,"RL",11
"355",507,2011,9,16,"Oth",2
"356",507,2011,9,16,"RL",3
"357",507,2011,9,16,"RP",2
"358",507,2011,9,19,"Oth",5
"359",507,2011,9,19,"RL",21
"360",507,2011,9,19,"RP",6
"361",507,2011,9,26,"Oth",46
"362",507,2011,9,26,"RL",9
"363",507,2011,9,26,"RP",1
"364",507,2011,9,27,"Oth",7
"365",507,2011,10,3,"Oth",7
"366",507,2011,10,3,"RL",4
"367",507,2011,10,3,"RP",2
"368",507,2012,3,14,"Oth",3
"369",507,2012,3,17,"Oth",11
"370",507,2012,3,18,"Oth",3
"371",507,2012,4,3,"Oth",11
"372",507,2012,4,4,"Oth",55
"373",507,2012,4,4,"RP",2
"374",507,2012,5,2,"Oth",98
"375",507,2012,5,2,"RL",5
"376",507,2012,5,2,"RP",12
"377",507,2012,5,7,"Oth",41
"378",507,2012,5,7,"RL",4
"379",507,2012,5,7,"RP",9
"380",507,2012,5,9,"Oth",78
"381",507,2012,5,9,"RL",11
"382",507,2012,5,9,"RP",67
"383",507,2012,5,10,"Oth",28
"384",507,2012,5,10,"RL",32
"385",507,2012,5,10,"RP",37
"386",507,2012,5,12,"Oth",17
"387",507,2012,5,12,"RL",17
"388",507,2012,5,12,"RP",74
"389",507,2012,5,14,"Oth",2
"390",507,2012,5,14,"RL",7
"391",507,2012,5,14,"RP",57
"392",507,2012,5,16,"Oth",107
"393",507,2012,5,16,"RL",31
"394",507,2012,5,16,"RP",15
"395",507,2012,5,19,"Oth",57
"396",507,2012,5,19,"RL",17
"397",507,2012,5,19,"RP",15
"398",507,2012,5,21,"Oth",91
"399",507,2012,5,21,"RL",30
"400",507,2012,5,21,"RP",24
"401",507,2012,5,23,"Oth",38
"402",507,2012,5,23,"RL",16
"403",507,2012,5,23,"RP",30
"404",507,2012,5,25,"Oth",72
"405",507,2012,5,25,"RL",50
"406",507,2012,5,25,"RP",10
"407",507,2012,5,31,"Oth",132
"408",507,2012,5,31,"RL",181
"409",507,2012,5,31,"RP",71
"410",507,2012,6,1,"Oth",47
"411",507,2012,6,1,"RL",51
"412",507,2012,6,1,"RP",27
"413",507,2012,6,2,"RL",22
"414",507,2012,6,2,"RP",10
"415",507,2012,6,4,"Oth",27
"416",507,2012,6,4,"RL",27
"417",507,2012,6,4,"RP",27
"418",507,2012,6,7,"Oth",11
"419",507,2012,6,7,"RL",9
"420",507,2012,6,9,"Oth",22
"421",507,2012,6,9,"RL",83
"422",507,2012,6,9,"RP",35
"423",507,2012,6,13,"RL",2
"424",507,2012,6,13,"RP",2
"425",507,2012,6,14,"Oth",58
"426",507,2012,6,14,"RL",119
"427",507,2012,6,14,"RP",15
"428",507,2012,6,15,"Oth",18
"429",507,2012,6,15,"RL",127
"430",507,2012,6,15,"RP",16
"431",507,2012,6,17,"Oth",10
"432",507,2012,6,17,"RL",112
"433",507,2012,6,17,"RP",16
"434",507,2012,6,22,"Oth",24
"435",507,2012,6,22,"RE",52
"436",507,2012,6,22,"RL",61
"437",507,2012,6,22,"RP",11
"438",507,2012,6,25,"RE",4
"439",507,2012,6,25,"RL",53
"440",507,2012,6,25,"RP",3
"441",507,2012,6,29,"Oth",2
"442",507,2012,6,29,"RE",14
"443",507,2012,6,29,"RL",30
"444",507,2012,6,29,"RP",11
"445",507,2012,7,7,"Oth",21
"446",507,2012,7,7,"RE",40
"447",507,2012,7,7,"RL",146
"448",507,2012,7,7,"RP",7
"449",507,2012,7,9,"Oth",11
"450",507,2012,7,9,"RE",490
"451",507,2012,7,9,"RL",68
"452",507,2012,7,9,"RP",2
"453",507,2012,7,13,"RE",4
"454",507,2012,7,13,"RL",39
"455",507,2012,7,13,"RP",1
"456",507,2012,7,15,"Oth",28
"457",507,2012,7,15,"RE",7
"458",507,2012,7,15,"RL",100
"459",507,2012,7,15,"RP",1
"460",507,2012,7,17,"Oth",4
"461",507,2012,7,17,"RE",2
"462",507,2012,7,17,"RL",41
"463",507,2012,7,17,"RP",1
"464",507,2012,7,18,"Oth",34
"465",507,2012,7,18,"RE",4
"466",507,2012,7,18,"RL",72
"467",507,2012,7,18,"RP",11
"468",507,2012,7,24,"Oth",7
"469",507,2012,7,24,"RE",1
"470",507,2012,7,24,"RL",25
"471",507,2012,7,27,"Oth",7
"472",507,2012,7,27,"RE",3
"473",507,2012,7,27,"RL",59
"474",507,2012,7,28,"Oth",3
"475",507,2012,7,28,"RE",1
"476",507,2012,7,28,"RL",25
"477",507,2012,7,30,"Oth",3
"478",507,2012,7,30,"RE",3
"479",507,2012,7,30,"RL",17
"480",507,2012,7,31,"Oth",19
"481",507,2012,7,31,"RE",1
"482",507,2012,7,31,"RL",54
"483",507,2012,7,31,"RP",10
"484",507,2012,8,2,"Oth",3
"485",507,2012,8,2,"RL",25
"486",507,2012,8,2,"RP",3
"487",507,2012,8,6,"Oth",6
"488",507,2012,8,6,"RE",2
"489",507,2012,8,6,"RL",14
"490",507,2012,8,8,"Oth",6
"491",507,2012,8,8,"RL",16
"492",507,2012,8,8,"RP",2
"493",507,2012,8,10,"Oth",7
"494",507,2012,8,10,"RL",27
"495",507,2012,8,10,"RP",1
"496",507,2012,8,14,"Oth",12
"497",507,2012,8,14,"RL",41
"498",507,2012,8,14,"RP",22
"499",507,2012,8,17,"Oth",3
"500",507,2012,8,17,"RE",1
"501",507,2012,8,17,"RL",14
"502",507,2012,8,21,"Oth",18
"503",507,2012,8,21,"RL",22
"504",507,2012,8,28,"Oth",1
"505",507,2012,8,28,"RL",7
"506",507,2012,8,28,"RP",3
"507",507,2012,8,31,"Oth",3
"508",507,2012,8,31,"RL",2
"509",507,2012,9,1,"Oth",2
"510",507,2012,9,1,"RL",9
"511",507,2012,9,3,"Oth",13
"512",507,2012,9,3,"RL",20
"513",507,2012,9,3,"RP",5
"514",507,2012,9,16,"Oth",3
"515",507,2012,9,16,"RL",4
"516",507,2012,9,24,"Oth",2
"517",507,2012,9,24,"RL",1
"518",507,2012,9,24,"RP",1
"519",507,2012,9,27,"Oth",2
"520",507,2012,9,28,"Oth",1
"521",507,2012,9,28,"RL",3
"522",507,2012,9,29,"Oth",3
"523",507,2012,9,29,"RL",10
"524",507,2012,9,29,"RP",1
"525",507,2012,9,30,"RL",3
"526",507,2013,5,6,"Oth",9
"527",507,2013,5,10,"Oth",3
"528",507,2013,5,14,"Oth",3
"529",507,2013,5,15,"Oth",5
"530",507,2013,5,15,"RP",2
"531",507,2013,5,16,"Oth",2
"532",507,2013,5,16,"RP",6
"533",507,2013,5,24,"Oth",1
"534",507,2013,5,24,"RP",6
"535",507,2013,5,26,"Oth",8
"536",507,2013,5,26,"RP",32
"537",507,2013,5,29,"Oth",3
"538",507,2013,5,29,"RE",3
"539",507,2013,5,29,"RP",13
"540",507,2013,6,2,"Oth",4
"541",507,2013,6,2,"RL",6
"542",507,2013,6,2,"RP",12
"543",507,2013,6,3,"Oth",1
"544",507,2013,6,3,"RP",12
"545",507,2013,6,7,"RL",6
"546",507,2013,6,7,"RP",2
"547",507,2013,6,8,"Oth",6
"548",507,2013,6,8,"RL",4
"549",507,2013,6,8,"RP",52
"550",507,2013,6,10,"RL",1
"551",507,2013,6,10,"RP",2
"552",507,2013,6,11,"Oth",4
"553",507,2013,6,11,"RL",4
"554",507,2013,6,11,"RP",17
"555",507,2013,6,12,"Oth",1
"556",507,2013,6,12,"RL",18
"557",507,2013,6,12,"RP",8
"558",507,2013,6,13,"Oth",1
"559",507,2013,6,13,"RL",22
"560",507,2013,6,13,"RP",23
"561",507,2013,6,16,"Oth",6
"562",507,2013,6,16,"RL",49
"563",507,2013,6,16,"RP",14
"564",507,2013,6,18,"RL",10
"565",507,2013,6,18,"RP",23
"566",507,2013,6,19,"Oth",7
"567",507,2013,6,19,"RL",7
"568",507,2013,6,19,"RP",11
"569",507,2013,6,24,"RL",6
"570",507,2013,6,24,"RP",14
"571",507,2013,6,25,"Oth",1
"572",507,2013,6,25,"RL",29
"573",507,2013,6,25,"RP",5
"574",507,2013,6,27,"Oth",12
"575",507,2013,6,27,"RL",140
"576",507,2013,6,27,"RP",17
"577",507,2013,6,30,"Oth",8
"578",507,2013,6,30,"RE",1
"579",507,2013,6,30,"RL",163
"580",507,2013,6,30,"RP",21
"581",507,2013,7,1,"Oth",11
"582",507,2013,7,1,"RE",3
"583",507,2013,7,1,"RL",201
"584",507,2013,7,1,"RP",30
"585",507,2013,7,20,"Oth",5
"586",507,2013,7,20,"RE",40
"587",507,2013,7,20,"RL",142
"588",507,2013,7,20,"RP",30
"589",507,2013,7,21,"RE",25
"590",507,2013,7,21,"RL",144
"591",507,2013,7,21,"RP",20
"592",507,2013,7,23,"Oth",1
"593",507,2013,7,23,"RE",5
"594",507,2013,7,23,"RL",153
"595",507,2013,7,23,"RP",5
"596",507,2013,7,25,"Oth",3
"597",507,2013,7,25,"RE",5
"598",507,2013,7,25,"RL",147
"599",507,2013,7,25,"RP",2
"600",507,2013,7,29,"Oth",15
"601",507,2013,7,29,"RE",5
"602",507,2013,7,29,"RL",210
"603",507,2013,7,29,"RP",17
"604",507,2013,7,31,"Oth",1
"605",507,2013,7,31,"RE",1
"606",507,2013,7,31,"RL",23
"607",507,2013,8,2,"Oth",1
"608",507,2013,8,2,"RL",25
"609",507,2013,8,4,"RL",20
"610",507,2013,8,7,"Oth",2
"611",507,2013,8,7,"RL",14
"612",507,2013,8,8,"RE",2
"613",507,2013,8,8,"RL",18
"614",507,2013,8,11,"Oth",2
"615",507,2013,8,11,"RL",31
"616",507,2013,8,11,"RP",2
"617",507,2013,8,12,"RL",1
"618",507,2013,8,13,"RE",1
"619",507,2013,8,13,"RL",43
"620",507,2013,8,13,"RP",1
"621",507,2013,8,17,"RL",9
"622",507,2013,8,30,"RL",4
"623",507,2013,8,31,"Oth",1
"624",507,2013,8,31,"RL",6
"625",507,2013,9,2,"Oth",1
"626",507,2013,9,2,"RL",2
"627",507,2013,9,3,"Oth",10
"628",507,2013,9,3,"RL",19
"629",507,2013,9,4,"Oth",2
"630",507,2013,9,4,"RL",13
"631",507,2013,9,5,"RL",4
"632",507,2013,9,11,"Oth",2
"633",507,2013,9,11,"RL",4
"634",507,2013,9,13,"RL",3
"635",507,2013,9,25,"Oth",3
"636",507,2013,9,25,"RL",4
"637",507,2013,9,25,"RP",1
"638",507,2013,10,10,"Oth",4
"639",507,2013,10,10,"RL",3
"640",507,2013,10,10,"RP",1
"641",508,2003,6,22,"Oth",1
"642",508,2003,6,24,"Oth",2
"643",508,2007,5,23,"Oth",10
"644",508,2011,8,9,"Oth",5
"645",508,2011,8,9,"RL",5
"646",508,2012,6,25,"Oth",2
"647",508,2012,6,25,"RL",11
"648",508,2012,6,25,"RP",5
"649",510,2001,6,22,"Oth",6
"650",534,2002,5,26,"RL",11
"651",534,2002,5,26,"RP",4
"652",534,2003,6,21,"RL",1
"653",534,2003,6,28,"Oth",1
"654",534,2003,6,30,"RL",1
"655",534,2003,8,4,"Oth",48
"656",534,2003,8,4,"RL",42
"657",534,2003,8,4,"RP",34
"658",534,2004,4,2,"Oth",1
"659",534,2005,10,18,"RL",1
"660",534,2006,4,8,"Oth",1
"661",534,2007,6,2,"Oth",4
"662",534,2007,6,2,"RE",1
"663",534,2007,6,2,"RL",8
"664",534,2007,6,3,"Oth",7
"665",534,2007,6,3,"RL",2
"666",534,2010,5,4,"RL",51
"667",534,2010,5,4,"RP",22
"668",534,2011,6,4,"Oth",12
"669",534,2011,6,4,"RL",52
"670",534,2011,6,4,"RP",17
"671",534,2011,8,4,"Oth",9
"672",534,2011,8,4,"RE",2
"673",534,2011,8,4,"RL",26
"674",534,2011,8,4,"RP",34
"675",534,2012,3,17,"Oth",1
"676",534,2013,7,24,"Oth",1
"677",534,2013,7,24,"RE",45
"678",534,2013,7,24,"RL",172
"679",534,2013,7,24,"RP",2
"680",535,2001,9,1,"RL",9
"681",535,2002,5,23,"Oth",2
"682",535,2002,5,23,"RL",13
"683",535,2002,5,23,"RP",43
"684",535,2002,5,25,"RP",26
"685",535,2002,5,26,"Oth",2
"686",535,2002,5,26,"RL",33
"687",535,2002,5,26,"RP",69
"688",535,2002,6,6,"RL",1
"689",535,2002,6,6,"RP",111
"690",535,2002,7,14,"Oth",5
"691",535,2002,7,14,"RE",4
"692",535,2002,7,14,"RL",15
"693",535,2002,7,14,"RP",3
"694",535,2002,7,20,"RL",5
"695",535,2002,9,7,"Oth",18
"696",535,2002,9,7,"RL",17
"697",535,2002,9,7,"RP",1
"698",535,2003,5,24,"Oth",1
"699",535,2003,5,24,"RL",8
"700",535,2003,5,24,"RP",33
"701",535,2003,5,25,"Oth",5
"702",535,2003,5,25,"RL",9
"703",535,2003,5,25,"RP",83
"704",535,2003,7,4,"Oth",43
"705",535,2003,7,4,"RE",4
"706",535,2003,7,4,"RL",178
"707",535,2003,7,4,"RP",44
"708",535,2003,8,8,"Oth",22
"709",535,2003,8,8,"RE",11
"710",535,2003,8,8,"RL",75
"711",535,2003,8,8,"RP",4
"712",535,2004,6,7,"Oth",13
"713",535,2004,6,7,"RL",24
"714",535,2004,6,7,"RP",20
"715",535,2004,6,12,"Oth",2
"716",535,2004,6,14,"RP",1
"717",535,2005,6,17,"Oth",15
"718",535,2005,6,17,"RL",75
"719",535,2005,6,17,"RP",11
"720",535,2005,8,3,"Oth",5
"721",535,2005,8,3,"RL",6
"722",535,2005,8,3,"RP",4
"723",535,2007,5,17,"Oth",24
"724",535,2007,5,17,"RL",13
"725",535,2007,5,17,"RP",16
"726",535,2007,5,28,"Oth",12
"727",535,2007,5,28,"RL",25
"728",535,2007,5,28,"RP",26
"729",535,2007,8,12,"Oth",5
"730",535,2008,5,24,"Oth",9
"731",535,2008,5,24,"RL",7
"732",535,2008,5,24,"RP",1
"733",535,2008,5,25,"RL",4
"734",535,2008,5,25,"RP",1
"735",535,2008,8,7,"Oth",5
"736",535,2008,8,7,"RE",2
"737",535,2008,8,7,"RL",29
"738",535,2008,8,7,"RP",4
"739",535,2008,8,10,"Oth",1
"740",535,2008,8,10,"RE",122
"741",535,2008,8,10,"RL",446
"742",535,2008,8,10,"RP",2
"743",535,2009,4,14,"Oth",51
"744",535,2009,5,23,"Oth",1
"745",535,2009,5,23,"RL",135
"746",535,2009,5,23,"RP",79
"747",535,2009,7,26,"Oth",33
"748",535,2009,7,26,"RE",13
"749",535,2009,7,26,"RL",58
"750",535,2009,7,26,"RP",9
"751",535,2010,4,2,"RP",1
"752",535,2010,4,14,"RL",1
"753",535,2010,4,25,"Oth",13
"754",535,2010,4,25,"RL",7
"755",535,2010,4,25,"RP",11
"756",535,2010,5,6,"Oth",30
"757",535,2010,5,6,"RL",8
"758",535,2010,5,6,"RP",6
"759",535,2010,7,2,"Oth",1
"760",535,2010,7,29,"Oth",1
"761",535,2010,7,29,"RE",1
"762",535,2010,7,29,"RL",2
