"q10","q50","w10","w50","year","HEXcell"
187,261,187.239932017411,254.72887579289,2017,647
177,236,171.863136927153,233.861683752011,2018,647
163,227,162.001782353767,225.878488620128,2019,647
158.9,237,170.645369274647,233.582999596384,2020,647
164.6,233,159.607083735135,223.297340395954,2013,648
148.2,222,147.532454047219,220.913528436166,2014,648
137,249,163.887871482857,231.682437269648,2015,648
140.1,232.5,144.452423328449,219.791902086763,2016,648
160.9,241,171.132945942531,234.953549589652,2017,648
159.3,226,152.730040539088,225.970860173462,2018,648
152,226,158.797777445221,223.909806664456,2019,648
140,230,150.353792279785,223.920597069775,2020,648
165.6,233.5,165.706113699659,230.904082639038,2013,649
142.8,229,166.708165905893,224.750697792497,2014,649
137.9,203.5,130.250535815912,204.522655210822,2015,649
130,237,147.014085368392,223.538278569842,2016,649
138.8,225,143.926168677542,219.395174241049,2017,649
133,223,145.031617853435,216.919261222797,2018,649
143,223,151.493519042639,220.3934610064,2019,649
134.6,221,143.997706647587,218.939414892701,2020,649
11.7,98.5,27.3729624538687,76.8817333806552,2021,649
99,246,139.620487017088,217.795167234604,2016,672
112.4,226,123.968726883216,203.796941154386,2019,672
99.8,178,98.5856812258821,179.923683552308,2020,672
210,237,206.355884224516,234.055896077643,2016,673
177.5,231.5,160.250743274687,229.345982837611,2017,673
162.3,221,148.23161502351,214.121697065295,2018,673
137.3,205.5,135.9952192424,207.164908014918,2019,673
159,239,166.192530707762,228.887829873867,2020,673
198.9,244,198.939862272147,243.905951379349,2015,674
229.5,259.5,211.797171994586,250.4395152818,2016,674
203.6,243,191.959408203056,243.429887607561,2017,674
157.3,235.5,166.986290465047,225.266599291846,2018,674
145,214,149.010380210886,213.383754927792,2019,674
117.4,228,144.020844022445,218.250274022059,2020,674
73.7,105.5,48.5588084221201,89.6535647351197,2021,674
121.8,251,154.719486593785,231.192569708444,2016,675
166.5,245.5,163.832854658696,234.928034170377,2017,675
152.4,216,146.577432235994,213.640538044106,2018,675
143,228,151.876057678104,220.446829987097,2019,675
124.4,222,142.736139661241,215.966734231416,2020,675
139,245,169.431589979779,233.687649163083,2012,676
161.9,238.5,178.800714072147,231.179849441575,2013,676
134,224,136.101102945382,221.407389466534,2014,676
131.8,234,140.946105013939,221.921250118208,2015,676
117.2,219,126.735555330642,211.855991475709,2016,676
146.7,231.5,148.544290576377,224.736797374735,2017,676
160,235,160.29745416689,231.101117758968,2018,676
130.4,216,136.755565473013,211.641124676557,2019,676
116,219,126.28192429323,211.063665148783,2020,676
48.2,97,40.0226850155549,82.0108317789285,2021,676
166,224,156.302298926816,226.122670729518,2014,702
102.8,185.5,104.956635133613,184.059452752344,2015,702
114.4,223,122.586174528917,203.460363424582,2016,702
143,228,153.650203587413,220.373952926516,2017,702
149,231,156.072303597963,222.47983512122,2018,702
131.5,211,134.606289485095,211.100023781063,2019,702
112,221,126.31565967528,208.647175864442,2020,702
57.8,102,58.1653790944236,91.3990864531685,2021,702
127.1,248,153.371763609849,231.005258566514,2015,703
153.8,240,168.891239423589,231.411610564763,2016,703
105.1,216.5,121.850264193387,204.258663531497,2017,703
138.4,221,142.509285544002,216.708762606349,2018,703
118.6,195,123.947687316322,197.522674691105,2019,703
100,210,105.830143478049,195.072663971868,2020,703
41,103,50.9919468586723,88.0594508922637,2021,703
237.4,261,199.884990350683,267.405490298061,2017,736
157.4,220,151.699330234742,216.507930960502,2018,736
168.4,229,170.74522189868,229.298517405799,2019,736
155.4,226,158.372238960167,222.400294306057,2020,736
