"q10","q50","w10","w50","year","HEXcell","code"
134,201,133.723581138047,199.037693204879,2015,676,"RP"
112.9,215,127.459573083388,204.713883283448,2016,676,"RP"
109,189,111.89728183246,185.330180929517,2017,676,"RP"
139.3,221,141.797450441362,216.436289272227,2018,676,"RP"
131,205,132.604143429951,205.321294637658,2019,676,"RP"
124,205,130.645827370238,197.937017234224,2020,676,"RP"
122,198,117.150129075248,190.66652632714,2017,702,"RE"
132.4,155,109.303428603078,176.831417613175,2018,702,"RE"
130.4,208,125.042246078248,202.957213113386,2019,702,"RE"
123.7,192,121.63130623652,190.232016786639,2020,702,"RE"
136.3,183,121.81914215406,193.996270180261,2014,702,"RL"
118,187,117.618685010759,190.473363543849,2015,702,"RL"
123,184,110.557428710652,193.882203256407,2016,702,"RL"
108.8,196,113.786694196165,187.612058463668,2017,702,"RL"
128,185.5,123.390476581268,190.767816779204,2018,702,"RL"
120,206,126.082685175885,201.599262223824,2019,702,"RL"
124,212,132.103395448895,201.746813002166,2020,702,"RL"
126,198,123.893123911867,193.407801693544,2014,702,"RP"
108.4,205,128.734149245277,193.004488009617,2015,702,"RP"
115.3,210,116.684756842884,199.839752105039,2016,702,"RP"
94,196,102.522390903783,177.94936751372,2017,702,"RP"
122,197,122.173656819055,189.979887795977,2018,702,"RP"
116,202,121.583752042554,196.226416267181,2019,702,"RP"
112,204,121.049789292355,193.564832131035,2020,702,"RP"
119,227,140.473878873433,224.372585954456,2016,703,"RE"
102.5,175.5,91.2029212774625,175.456580248629,2017,703,"RE"
119,221,127.831445821975,208.74856571018,2019,703,"RE"
117,165,104.728425297456,181.962236400235,2020,703,"RE"
146,221,150.695341382539,217.022554974738,2015,703,"RL"
119.9,227.5,141.325522208405,220.068059799263,2016,703,"RL"
101,195,100.706661309575,181.959333719558,2017,703,"RL"
118.8,215,125.27303870111,202.31302089509,2018,703,"RL"
121,215,129.20867432314,206.734715889992,2019,703,"RL"
116,211,118.591721964065,195.318384896604,2020,703,"RL"
146,217,156.099118062607,207.849775056718,2015,703,"RP"
114,218,125.78006748307,205.819378888381,2016,703,"RP"
98.7,201,103.005160110582,184.567479564394,2017,703,"RP"
120,207,116.996175934707,194.727737187231,2018,703,"RP"
119,205,125.171178872078,200.165841113094,2019,703,"RP"
112,209,119.513509075465,194.809179216331,2020,703,"RP"
122.4,233,144.414867522198,217.988202953671,2020,733,"RL"
120,234,155.57278509223,219.771925120201,2020,733,"RP"
159.2,193,155.413000711918,198.249507322808,2020,736,"RE"
158,214,150.951114651911,209.454824244575,2017,736,"RL"
150,194,137.58040251979,196.8431450796,2018,736,"RL"
171,221,167.32591389117,218.52302146638,2019,736,"RL"
142,195,141.599497640161,195.750590507506,2020,736,"RL"
114,211,122.395859917892,194.271289500235,2017,736,"RP"
125.4,190,121.793143553385,191.523272813653,2018,736,"RP"
154.2,214,161.374189306648,214.056793096127,2019,736,"RP"
129,200,135.707722282537,196.391025829338,2020,736,"RP"
165.2,181,151.870074350052,186.245237783002,2020,739,"RE"
153,172,133.170020579285,181.898866094007,2012,739,"RL"
175.3,194,157.530788352565,200.043444001562,2015,739,"RL"
168.3,204,151.835246409462,204.397430117087,2017,739,"RL"
166,189,147.416155994156,202.031003991158,2018,739,"RL"
171,208,162.335127867871,212.302360510207,2019,739,"RL"
165.7,185.5,148.087231124072,195.871039346463,2020,739,"RL"
148,170,126.406646521349,176.938090487875,2017,739,"RP"
151,181,133.113385318303,187.265548431937,2018,739,"RP"
151.4,187,129.935383555051,196.05468401136,2019,739,"RP"
139,173,126.671519365307,176.189025943095,2020,739,"RP"
