"","Year","hex","Family","tot_count","n.recs"
"1567",2007,618,"Pieridae",2,1
"1568",2007,619,"Hesperiidae",37,6
"1569",2007,619,"Lycaenidae",8,2
"1570",2007,619,"Nymphalidae",183,29
"1571",2007,619,"Papilionidae",23,7
"1572",2007,619,"Pieridae",152,12
"1573",2007,620,"Hesperiidae",141,30
"1574",2007,620,"Lycaenidae",111,23
"1575",2007,620,"Nymphalidae",321,81
"1576",2007,620,"Papilionidae",104,18
"1577",2007,620,"Pieridae",165,29
"1578",2007,621,"Hesperiidae",328,30
"1579",2007,621,"Lycaenidae",40,15
"1580",2007,621,"Nymphalidae",109,36
"1581",2007,621,"Papilionidae",43,6
"1582",2007,621,"Pieridae",242,16
"1583",2007,622,"Hesperiidae",3392,558
"1584",2007,622,"Lycaenidae",42933,318
"1585",2007,622,"Nymphalidae",47696,800
"1586",2007,622,"Papilionidae",1553,240
"1587",2007,622,"Pieridae",9168,358
"1588",2007,644,"Hesperiidae",13,6
"1589",2007,644,"Lycaenidae",51,3
"1590",2007,644,"Nymphalidae",60,14
"1591",2007,644,"Papilionidae",129,6
"1592",2007,644,"Pieridae",59,7
"1593",2007,645,"Hesperiidae",134,35
"1594",2007,645,"Lycaenidae",91,18
"1595",2007,645,"Nymphalidae",154,31
"1596",2007,645,"Papilionidae",200,23
"1597",2007,645,"Pieridae",15,10
"1598",2007,645,"Riodinidae",5,1
"1599",2007,646,"Hesperiidae",700,93
"1600",2007,646,"Lycaenidae",54,24
"1601",2007,646,"Nymphalidae",266,101
"1602",2007,646,"Papilionidae",77,28
"1603",2007,646,"Pieridae",312,69
"1604",2007,647,"Hesperiidae",16,2
"1605",2007,647,"Lycaenidae",5,4
"1606",2007,647,"Nymphalidae",147,32
"1607",2007,647,"Papilionidae",6,6
"1608",2007,647,"Pieridae",38,3
"1609",2007,648,"Hesperiidae",964,179
"1610",2007,648,"Lycaenidae",362,73
"1611",2007,648,"Nymphalidae",1501,257
"1612",2007,648,"Papilionidae",466,72
"1613",2007,648,"Pieridae",863,100
"1614",2007,649,"Hesperiidae",3882,431
"1615",2007,649,"Lycaenidae",1435,247
"1616",2007,649,"Nymphalidae",3662,512
"1617",2007,649,"Papilionidae",1865,179
"1618",2007,649,"Pieridae",3252,258
"1619",2007,672,"Hesperiidae",324,42
"1620",2007,672,"Lycaenidae",109,21
"1621",2007,672,"Nymphalidae",443,54
"1622",2007,672,"Papilionidae",29,9
"1623",2007,672,"Pieridae",69,22
"1624",2007,673,"Hesperiidae",738,242
"1625",2007,673,"Lycaenidae",654,119
"1626",2007,673,"Nymphalidae",1486,366
"1627",2007,673,"Papilionidae",370,115
"1628",2007,673,"Pieridae",367,146
"1629",2007,674,"Hesperiidae",17,7
"1630",2007,674,"Lycaenidae",60,7
"1631",2007,674,"Nymphalidae",91,21
"1632",2007,674,"Papilionidae",11,4
"1633",2007,674,"Pieridae",20,7
"1634",2007,675,"Hesperiidae",22,9
"1635",2007,675,"Lycaenidae",16,5
"1636",2007,675,"Nymphalidae",58,21
"1637",2007,675,"Papilionidae",7,3
"1638",2007,675,"Pieridae",28,7
"1639",2007,675,"Riodinidae",2,1
"1640",2007,676,"Hesperiidae",370,82
"1641",2007,676,"Lycaenidae",236,47
"1642",2007,676,"Nymphalidae",1091,130
"1643",2007,676,"Papilionidae",431,40
"1644",2007,676,"Pieridae",1275,70
"1645",2007,698,"Hesperiidae",993,226
"1646",2007,698,"Lycaenidae",209,71
"1647",2007,698,"Nymphalidae",1131,277
"1648",2007,698,"Papilionidae",434,124
"1649",2007,698,"Pieridae",551,102
"1650",2007,699,"Hesperiidae",8,1
"1651",2007,699,"Nymphalidae",51,5
"1652",2007,699,"Papilionidae",16,4
"1653",2007,699,"Pieridae",1,1
"1654",2007,700,"Hesperiidae",7,4
"1655",2007,700,"Lycaenidae",9,1
"1656",2007,700,"Nymphalidae",21,7
"1657",2007,700,"Papilionidae",4,3
"1658",2007,700,"Pieridae",1,1
"1659",2007,701,"Hesperiidae",150,43
"1660",2007,701,"Lycaenidae",126,17
"1661",2007,701,"Nymphalidae",213,50
"1662",2007,701,"Papilionidae",28,14
"1663",2007,701,"Pieridae",40,17
"1664",2007,702,"Hesperiidae",187,26
"1665",2007,702,"Lycaenidae",37,6
"1666",2007,702,"Nymphalidae",182,26
"1667",2007,702,"Papilionidae",125,9
"1668",2007,702,"Pieridae",35,6
"1669",2007,703,"Hesperiidae",285,18
"1670",2007,703,"Lycaenidae",15,5
"1671",2007,703,"Nymphalidae",55,9
"1672",2007,703,"Papilionidae",14,4
"1673",2007,703,"Pieridae",9,3
"1674",2007,725,"Hesperiidae",1063,13
"1675",2007,725,"Lycaenidae",3,1
"1676",2007,725,"Nymphalidae",702,17
"1677",2007,725,"Pieridae",387,8
"1678",2007,726,"Lycaenidae",20,8
"1679",2007,726,"Nymphalidae",47,14
"1680",2007,726,"Papilionidae",22,6
"1681",2007,726,"Pieridae",5,1
"1682",2007,727,"Hesperiidae",38,16
"1683",2007,727,"Lycaenidae",2,2
"1684",2007,727,"Nymphalidae",26,4
"1685",2007,727,"Papilionidae",71,4
"1686",2007,727,"Pieridae",37,2
"1687",2007,728,"Hesperiidae",141,36
"1688",2007,728,"Lycaenidae",63,11
"1689",2007,728,"Nymphalidae",598,39
"1690",2007,728,"Papilionidae",63,17
"1691",2007,728,"Pieridae",92,13
"1692",2007,730,"Hesperiidae",574,56
"1693",2007,730,"Lycaenidae",25,10
"1694",2007,730,"Nymphalidae",610,50
"1695",2007,730,"Papilionidae",86,24
"1696",2007,730,"Pieridae",120,22
"1697",2007,732,"Hesperiidae",308,12
"1698",2007,732,"Lycaenidae",17,6
"1699",2007,732,"Nymphalidae",217,7
"1700",2007,732,"Papilionidae",14,3
"1701",2007,732,"Pieridae",96,6
"1702",2007,733,"Hesperiidae",7,3
"1703",2007,733,"Lycaenidae",2,1
"1704",2007,733,"Nymphalidae",5,4
"1705",2007,733,"Papilionidae",6,3
"1706",2007,733,"Pieridae",48,5
"1707",2007,3671,"Hesperiidae",1002,124
"1708",2007,3671,"Lycaenidae",40,16
"1709",2007,3671,"Nymphalidae",621,54
"1710",2007,3671,"Papilionidae",204,32
"1711",2007,3671,"Pieridae",205,23
"1712",2007,3671,"Riodinidae",1,1
"1713",2007,3672,"Hesperiidae",3239,366
"1714",2007,3672,"Lycaenidae",475,71
"1715",2007,3672,"Nymphalidae",4513,291
"1716",2007,3672,"Papilionidae",1510,154
"1717",2007,3672,"Pieridae",887,89
"1718",2007,3672,"Riodinidae",25,10
"1719",2007,3673,"Hesperiidae",148,16
"1720",2007,3673,"Lycaenidae",43,4
"1721",2007,3673,"Nymphalidae",58,10
"1722",2007,3673,"Papilionidae",62,7
"1723",2007,3673,"Pieridae",40,6
"1724",2007,3673,"Riodinidae",2,1
"1725",2007,3700,"Hesperiidae",17536,1504
"1726",2007,3700,"Lycaenidae",1884,219
"1727",2007,3700,"Nymphalidae",21310,1118
"1728",2007,3700,"Papilionidae",4217,495
"1729",2007,3700,"Pieridae",16115,536
"1730",2007,3700,"Riodinidae",1824,72
"1731",2007,3727,"Hesperiidae",1200,243
"1732",2007,3727,"Lycaenidae",7485,59
"1733",2007,3727,"Nymphalidae",5787,432
"1734",2007,3727,"Papilionidae",280,71
"1735",2007,3727,"Pieridae",5407,221
"1736",2007,3727,"Riodinidae",105,9
"1737",2008,507,"Hesperiidae",123,25
"1738",2008,507,"Lycaenidae",93,18
"1739",2008,507,"Nymphalidae",236,51
"1740",2008,507,"Papilionidae",10,5
"1741",2008,507,"Pieridae",15,10
"1742",2008,535,"Hesperiidae",34,8
"1743",2008,535,"Lycaenidae",127,7
"1744",2008,535,"Nymphalidae",459,18
"1745",2008,535,"Pieridae",9,6
"1746",2008,562,"Hesperiidae",171,26
"1747",2008,562,"Lycaenidae",194,27
"1748",2008,562,"Nymphalidae",270,34
"1749",2008,562,"Papilionidae",14,5
"1750",2008,562,"Pieridae",64,5
"1751",2008,563,"Hesperiidae",24,9
"1752",2008,563,"Lycaenidae",91,16
"1753",2008,563,"Nymphalidae",60,20
"1754",2008,563,"Papilionidae",1,1
"1755",2008,563,"Pieridae",10,6
"1756",2008,565,"Hesperiidae",34,9
"1757",2008,565,"Lycaenidae",21,2
"1758",2008,565,"Nymphalidae",29,12
"1759",2008,565,"Papilionidae",2,2
"1760",2008,565,"Pieridae",4,1
"1761",2008,567,"Hesperiidae",35,18
"1762",2008,567,"Lycaenidae",4,4
"1763",2008,567,"Nymphalidae",42,23
"1764",2008,567,"Papilionidae",26,10
"1765",2008,567,"Pieridae",6,6
"1766",2008,568,"Hesperiidae",13,5
"1767",2008,568,"Lycaenidae",9,3
"1768",2008,568,"Nymphalidae",26,17
"1769",2008,568,"Papilionidae",13,3
"1770",2008,568,"Pieridae",15,7
"1771",2008,589,"Hesperiidae",64,6
"1772",2008,589,"Lycaenidae",616,4
"1773",2008,589,"Nymphalidae",232,15
"1774",2008,589,"Papilionidae",32,2
"1775",2008,589,"Pieridae",1767,3
"1776",2008,590,"Hesperiidae",62,21
"1777",2008,590,"Lycaenidae",91,18
"1778",2008,590,"Nymphalidae",300,63
"1779",2008,590,"Papilionidae",25,13
"1780",2008,590,"Pieridae",309,31
"1781",2008,591,"Hesperiidae",20,10
"1782",2008,591,"Lycaenidae",62,14
"1783",2008,591,"Nymphalidae",115,43
"1784",2008,591,"Papilionidae",26,15
"1785",2008,591,"Pieridae",119,17
"1786",2008,592,"Hesperiidae",1,1
"1787",2008,592,"Lycaenidae",1,1
"1788",2008,592,"Nymphalidae",91,5
"1789",2008,592,"Papilionidae",3,3
"1790",2008,592,"Pieridae",3,3
"1791",2008,593,"Hesperiidae",2,2
"1792",2008,593,"Lycaenidae",34,7
"1793",2008,593,"Nymphalidae",205,22
"1794",2008,593,"Papilionidae",20,6
"1795",2008,593,"Pieridae",63,5
"1796",2008,594,"Hesperiidae",12,8
"1797",2008,594,"Lycaenidae",12,4
"1798",2008,594,"Nymphalidae",50,21
"1799",2008,594,"Papilionidae",15,8
"1800",2008,594,"Pieridae",7,2
"1801",2008,595,"Hesperiidae",51,21
"1802",2008,595,"Lycaenidae",25,15
"1803",2008,595,"Nymphalidae",81,59
"1804",2008,595,"Papilionidae",12,8
"1805",2008,595,"Pieridae",37,23
"1806",2008,616,"Hesperiidae",185,8
"1807",2008,616,"Lycaenidae",40,2
"1808",2008,616,"Nymphalidae",134,16
"1809",2008,616,"Papilionidae",7,4
"1810",2008,616,"Pieridae",204,6
"1811",2008,617,"Hesperiidae",330,27
"1812",2008,617,"Lycaenidae",265,19
"1813",2008,617,"Nymphalidae",445,54
"1814",2008,617,"Papilionidae",141,22
"1815",2008,617,"Pieridae",629,16
"1816",2008,618,"Hesperiidae",629,185
"1817",2008,618,"Lycaenidae",866,144
"1818",2008,618,"Nymphalidae",1776,458
"1819",2008,618,"Papilionidae",357,143
"1820",2008,618,"Pieridae",3842,219
"1821",2008,619,"Hesperiidae",51,12
"1822",2008,619,"Lycaenidae",32,8
"1823",2008,619,"Nymphalidae",119,18
"1824",2008,619,"Papilionidae",4,1
"1825",2008,619,"Pieridae",29,6
"1826",2008,620,"Hesperiidae",45,8
"1827",2008,620,"Lycaenidae",14,6
"1828",2008,620,"Nymphalidae",57,15
"1829",2008,620,"Papilionidae",7,3
"1830",2008,620,"Pieridae",14,4
"1831",2008,621,"Hesperiidae",12,4
"1832",2008,621,"Lycaenidae",25,7
"1833",2008,621,"Nymphalidae",48,14
"1834",2008,621,"Papilionidae",9,7
"1835",2008,621,"Pieridae",27,8
"1836",2008,622,"Hesperiidae",2831,417
"1837",2008,622,"Lycaenidae",1175,267
"1838",2008,622,"Nymphalidae",3444,590
"1839",2008,622,"Papilionidae",1037,197
"1840",2008,622,"Pieridae",4598,293
"1841",2008,622,"Riodinidae",1,1
"1842",2008,644,"Hesperiidae",32,13
"1843",2008,644,"Lycaenidae",152,12
"1844",2008,644,"Nymphalidae",215,48
"1845",2008,644,"Papilionidae",47,9
"1846",2008,644,"Pieridae",13,6
"1847",2008,645,"Hesperiidae",267,54
"1848",2008,645,"Lycaenidae",83,10
"1849",2008,645,"Nymphalidae",195,45
"1850",2008,645,"Papilionidae",148,19
"1851",2008,645,"Pieridae",32,14
"1852",2008,645,"Riodinidae",58,2
"1853",2008,646,"Hesperiidae",697,306
"1854",2008,646,"Lycaenidae",757,128
"1855",2008,646,"Nymphalidae",1210,574
"1856",2008,646,"Papilionidae",719,280
"1857",2008,646,"Pieridae",2867,379
"1858",2008,647,"Hesperiidae",39,30
"1859",2008,647,"Lycaenidae",46,31
"1860",2008,647,"Nymphalidae",207,129
"1861",2008,647,"Papilionidae",59,32
"1862",2008,647,"Pieridae",28,20
"1863",2008,648,"Hesperiidae",1429,301
"1864",2008,648,"Lycaenidae",678,159
"1865",2008,648,"Nymphalidae",1157,369
"1866",2008,648,"Papilionidae",622,150
"1867",2008,648,"Pieridae",1292,168
"1868",2008,649,"Hesperiidae",3165,352
"1869",2008,649,"Lycaenidae",1966,248
"1870",2008,649,"Nymphalidae",2471,390
"1871",2008,649,"Papilionidae",937,151
"1872",2008,649,"Pieridae",2374,281
"1873",2008,671,"Hesperiidae",2,1
"1874",2008,671,"Lycaenidae",2,2
"1875",2008,671,"Nymphalidae",16,8
"1876",2008,671,"Papilionidae",27,4
"1877",2008,671,"Pieridae",19,2
"1878",2008,672,"Hesperiidae",99,18
"1879",2008,672,"Lycaenidae",101,9
"1880",2008,672,"Nymphalidae",168,36
"1881",2008,672,"Papilionidae",21,11
"1882",2008,672,"Pieridae",60,15
"1883",2008,673,"Hesperiidae",1763,389
"1884",2008,673,"Lycaenidae",1078,133
"1885",2008,673,"Nymphalidae",2392,494
"1886",2008,673,"Papilionidae",1069,175
"1887",2008,673,"Pieridae",962,191
"1888",2008,674,"Hesperiidae",279,50
"1889",2008,674,"Lycaenidae",171,19
"1890",2008,674,"Nymphalidae",144,53
"1891",2008,674,"Papilionidae",141,22
"1892",2008,674,"Pieridae",52,22
"1893",2008,675,"Hesperiidae",93,15
"1894",2008,675,"Lycaenidae",35,10
"1895",2008,675,"Nymphalidae",76,17
"1896",2008,675,"Papilionidae",31,7
"1897",2008,675,"Pieridae",103,7
"1898",2008,676,"Hesperiidae",1043,245
"1899",2008,676,"Lycaenidae",475,152
"1900",2008,676,"Nymphalidae",1005,286
"1901",2008,676,"Papilionidae",527,118
"1902",2008,676,"Pieridae",1194,180
"1903",2008,676,"Riodinidae",1,1
"1904",2008,698,"Hesperiidae",151,33
"1905",2008,698,"Lycaenidae",123989,28
"1906",2008,698,"Nymphalidae",41466,47
"1907",2008,698,"Papilionidae",55,16
"1908",2008,698,"Pieridae",41587,15
"1909",2008,699,"Papilionidae",1,1
"1910",2008,700,"Hesperiidae",17,6
"1911",2008,700,"Lycaenidae",10,2
"1912",2008,700,"Nymphalidae",41348,11
"1913",2008,700,"Papilionidae",41309,2
"1914",2008,700,"Pieridae",4,4
"1915",2008,701,"Hesperiidae",617,88
"1916",2008,701,"Lycaenidae",1111,43
"1917",2008,701,"Nymphalidae",594,107
"1918",2008,701,"Papilionidae",288,33
"1919",2008,701,"Pieridae",249,45
"1920",2008,702,"Hesperiidae",695,40
"1921",2008,702,"Lycaenidae",129,21
"1922",2008,702,"Nymphalidae",473,48
"1923",2008,702,"Papilionidae",4552,24
"1924",2008,702,"Pieridae",97,24
"1925",2008,703,"Hesperiidae",30,6
"1926",2008,703,"Lycaenidae",5,4
"1927",2008,703,"Nymphalidae",20,10
"1928",2008,703,"Papilionidae",2,2
"1929",2008,703,"Pieridae",2,2
"1930",2008,725,"Hesperiidae",4,4
"1931",2008,725,"Nymphalidae",41631,18
"1932",2008,725,"Pieridae",43,6
"1933",2008,726,"Hesperiidae",140,37
"1934",2008,726,"Lycaenidae",82790,19
"1935",2008,726,"Nymphalidae",411,60
"1936",2008,726,"Papilionidae",74,27
"1937",2008,726,"Pieridae",10,6
"1938",2008,727,"Hesperiidae",9,1
"1939",2008,727,"Lycaenidae",29,2
"1940",2008,727,"Nymphalidae",21,5
"1941",2008,727,"Papilionidae",37,3
"1942",2008,727,"Pieridae",12,1
"1943",2008,728,"Hesperiidae",219,49
"1944",2008,728,"Lycaenidae",44,14
"1945",2008,728,"Nymphalidae",1568,74
"1946",2008,728,"Papilionidae",304,35
"1947",2008,728,"Pieridae",90,15
"1948",2008,729,"Hesperiidae",519,37
"1949",2008,729,"Lycaenidae",104,31
"1950",2008,729,"Nymphalidae",433,47
"1951",2008,729,"Papilionidae",66,14
"1952",2008,729,"Pieridae",95,19
"1953",2008,730,"Hesperiidae",85,24
"1954",2008,730,"Lycaenidae",35,16
"1955",2008,730,"Nymphalidae",173,41
"1956",2008,730,"Papilionidae",129,25
"1957",2008,730,"Pieridae",13,6
"1958",2008,732,"Hesperiidae",669,16
"1959",2008,732,"Lycaenidae",6,3
"1960",2008,732,"Nymphalidae",388,9
"1961",2008,732,"Papilionidae",1,1
"1962",2008,732,"Pieridae",479,5
"1963",2008,733,"Hesperiidae",29,14
"1964",2008,733,"Lycaenidae",16,5
"1965",2008,733,"Nymphalidae",64,12
"1966",2008,733,"Papilionidae",46,11
"1967",2008,733,"Pieridae",9,5
"1968",2008,736,"Nymphalidae",5,3
"1969",2008,736,"Papilionidae",1,1
"1970",2008,736,"Pieridae",1,1
"1971",2008,3671,"Hesperiidae",104,22
"1972",2008,3671,"Lycaenidae",15,5
"1973",2008,3671,"Nymphalidae",157,23
"1974",2008,3671,"Papilionidae",111,16
"1975",2008,3671,"Pieridae",47,7
"1976",2008,3672,"Hesperiidae",3323,249
"1977",2008,3672,"Lycaenidae",228,42
"1978",2008,3672,"Nymphalidae",3088,198
"1979",2008,3672,"Papilionidae",1522,106
"1980",2008,3672,"Pieridae",289,47
"1981",2008,3672,"Riodinidae",4,2
"1982",2008,3673,"Hesperiidae",102,25
"1983",2008,3673,"Lycaenidae",15,6
"1984",2008,3673,"Nymphalidae",225,35
"1985",2008,3673,"Papilionidae",51,10
"1986",2008,3673,"Pieridae",116,16
"1987",2008,3673,"Riodinidae",1,1
"1988",2008,3700,"Hesperiidae",13737,1410
"1989",2008,3700,"Lycaenidae",2409,226
"1990",2008,3700,"Nymphalidae",17000,1067
"1991",2008,3700,"Papilionidae",6522,561
"1992",2008,3700,"Pieridae",6683,459
"1993",2008,3700,"Riodinidae",262,46
"1994",2008,3727,"Hesperiidae",581,137
"1995",2008,3727,"Lycaenidae",877,32
"1996",2008,3727,"Nymphalidae",4694,325
"1997",2008,3727,"Papilionidae",192,58
"1998",2008,3727,"Pieridae",4040,144
"1999",2008,3727,"Riodinidae",16,5
"2000",2009,507,"Hesperiidae",116,19
"2001",2009,507,"Lycaenidae",101,14
"2002",2009,507,"Nymphalidae",162,46
"2003",2009,507,"Papilionidae",9,4
"2004",2009,507,"Pieridae",18,10
"2005",2009,535,"Hesperiidae",45,7
"2006",2009,535,"Lycaenidae",84,8
"2007",2009,535,"Nymphalidae",235,22
"2008",2009,535,"Pieridae",14,6
"2009",2009,562,"Hesperiidae",214,33
"2010",2009,562,"Lycaenidae",144,32
"2011",2009,562,"Nymphalidae",925,53
"2012",2009,562,"Papilionidae",25,8
"2013",2009,562,"Pieridae",173,10
"2014",2009,563,"Hesperiidae",297,17
"2015",2009,563,"Lycaenidae",64,13
"2016",2009,563,"Nymphalidae",117,24
"2017",2009,563,"Papilionidae",3,2
"2018",2009,563,"Pieridae",11,6
"2019",2009,567,"Hesperiidae",8,7
"2020",2009,567,"Lycaenidae",5,5
"2021",2009,567,"Nymphalidae",31,20
"2022",2009,567,"Papilionidae",6,4
"2023",2009,567,"Pieridae",16,12
"2024",2009,568,"Hesperiidae",14,8
"2025",2009,568,"Lycaenidae",6,4
"2026",2009,568,"Nymphalidae",52,26
"2027",2009,568,"Papilionidae",5,2
"2028",2009,568,"Pieridae",19,6
"2029",2009,589,"Hesperiidae",1,1
"2030",2009,589,"Nymphalidae",3,3
"2031",2009,590,"Hesperiidae",21,14
"2032",2009,590,"Lycaenidae",29,9
"2033",2009,590,"Nymphalidae",135,33
"2034",2009,590,"Papilionidae",16,10
"2035",2009,590,"Pieridae",19,11
"2036",2009,591,"Hesperiidae",79,21
"2037",2009,591,"Lycaenidae",59,24
"2038",2009,591,"Nymphalidae",212,63
"2039",2009,591,"Papilionidae",17,12
"2040",2009,591,"Pieridae",84,29
"2041",2009,592,"Hesperiidae",20,5
"2042",2009,592,"Lycaenidae",4,3
"2043",2009,592,"Nymphalidae",31,7
"2044",2009,592,"Pieridae",12,2
"2045",2009,593,"Lycaenidae",6,2
"2046",2009,593,"Nymphalidae",54,9
"2047",2009,594,"Hesperiidae",1,1
"2048",2009,594,"Nymphalidae",13,9
"2049",2009,594,"Papilionidae",6,4
"2050",2009,594,"Pieridae",14,2
"2051",2009,595,"Hesperiidae",109,43
"2052",2009,595,"Lycaenidae",106,28
"2053",2009,595,"Nymphalidae",173,80
"2054",2009,595,"Papilionidae",58,30
"2055",2009,595,"Pieridae",196,38
"2056",2009,616,"Hesperiidae",17,16
"2057",2009,616,"Lycaenidae",2,2
"2058",2009,616,"Nymphalidae",30,20
"2059",2009,616,"Papilionidae",4,4
"2060",2009,616,"Pieridae",7,5
"2061",2009,617,"Hesperiidae",456,85
"2062",2009,617,"Lycaenidae",283,40
"2063",2009,617,"Nymphalidae",1202,152
"2064",2009,617,"Papilionidae",74,28
"2065",2009,617,"Pieridae",560,68
"2066",2009,618,"Lycaenidae",1,1
"2067",2009,618,"Nymphalidae",20,8
"2068",2009,618,"Papilionidae",2,2
"2069",2009,618,"Pieridae",9,2
"2070",2009,619,"Hesperiidae",1,1
"2071",2009,619,"Lycaenidae",2,2
"2072",2009,619,"Nymphalidae",71,13
"2073",2009,619,"Papilionidae",3,2
"2074",2009,619,"Pieridae",5,2
"2075",2009,620,"Hesperiidae",22,13
"2076",2009,620,"Lycaenidae",10,8
"2077",2009,620,"Nymphalidae",32,17
"2078",2009,620,"Papilionidae",4,3
"2079",2009,620,"Pieridae",11,5
"2080",2009,621,"Hesperiidae",36,5
"2081",2009,621,"Lycaenidae",18,2
"2082",2009,621,"Nymphalidae",56,8
"2083",2009,621,"Papilionidae",8,3
"2084",2009,621,"Pieridae",32,2
"2085",2009,622,"Hesperiidae",2377,381
"2086",2009,622,"Lycaenidae",865,180
"2087",2009,622,"Nymphalidae",3159,541
"2088",2009,622,"Papilionidae",466,141
"2089",2009,622,"Pieridae",2255,250
"2090",2009,644,"Hesperiidae",50,18
"2091",2009,644,"Lycaenidae",61,8
"2092",2009,644,"Nymphalidae",115,29
"2093",2009,644,"Papilionidae",49,13
"2094",2009,644,"Pieridae",31,9
"2095",2009,645,"Hesperiidae",123,57
"2096",2009,645,"Lycaenidae",64,17
"2097",2009,645,"Nymphalidae",222,44
"2098",2009,645,"Papilionidae",51,17
"2099",2009,645,"Pieridae",31,8
"2100",2009,645,"Riodinidae",11,2
"2101",2009,646,"Hesperiidae",673,219
"2102",2009,646,"Lycaenidae",604,199
"2103",2009,646,"Nymphalidae",1336,473
"2104",2009,646,"Papilionidae",436,239
"2105",2009,646,"Pieridae",3389,460
"2106",2009,647,"Hesperiidae",11,9
"2107",2009,647,"Lycaenidae",13,12
"2108",2009,647,"Nymphalidae",111,39
"2109",2009,647,"Papilionidae",5,5
"2110",2009,647,"Pieridae",54,15
"2111",2009,648,"Hesperiidae",1443,153
"2112",2009,648,"Lycaenidae",332,66
"2113",2009,648,"Nymphalidae",1209,222
"2114",2009,648,"Papilionidae",233,76
"2115",2009,648,"Pieridae",581,99
"2116",2009,649,"Hesperiidae",4408,447
"2117",2009,649,"Lycaenidae",43824,268
"2118",2009,649,"Nymphalidae",3865,536
"2119",2009,649,"Papilionidae",1238,191
"2120",2009,649,"Pieridae",3670,312
"2121",2009,649,"Riodinidae",2,1
"2122",2009,671,"Lycaenidae",1,1
"2123",2009,671,"Nymphalidae",41350,5
"2124",2009,671,"Papilionidae",1,1
"2125",2009,671,"Pieridae",3,2
"2126",2009,672,"Hesperiidae",194,14
"2127",2009,672,"Lycaenidae",42,10
"2128",2009,672,"Nymphalidae",212,36
"2129",2009,672,"Papilionidae",16,10
"2130",2009,672,"Pieridae",140,21
"2131",2009,673,"Hesperiidae",1213,209
"2132",2009,673,"Lycaenidae",679,85
"2133",2009,673,"Nymphalidae",1545,304
"2134",2009,673,"Papilionidae",363,109
"2135",2009,673,"Pieridae",1198,204
"2136",2009,674,"Hesperiidae",3,3
"2137",2009,674,"Lycaenidae",2,1
"2138",2009,674,"Nymphalidae",56,18
"2139",2009,674,"Papilionidae",3,2
"2140",2009,674,"Pieridae",27,8
"2141",2009,675,"Hesperiidae",97,21
"2142",2009,675,"Lycaenidae",53,10
"2143",2009,675,"Nymphalidae",226,32
"2144",2009,675,"Papilionidae",37,9
"2145",2009,675,"Pieridae",81,3
"2146",2009,676,"Hesperiidae",883,223
"2147",2009,676,"Lycaenidae",455,114
"2148",2009,676,"Nymphalidae",2476,342
"2149",2009,676,"Papilionidae",466,138
"2150",2009,676,"Pieridae",1247,187
"2151",2009,698,"Hesperiidae",40,19
"2152",2009,698,"Lycaenidae",56,14
"2153",2009,698,"Nymphalidae",126,23
"2154",2009,698,"Papilionidae",17,7
"2155",2009,698,"Pieridae",4,4
"2156",2009,701,"Hesperiidae",114,30
"2157",2009,701,"Lycaenidae",51,17
"2158",2009,701,"Nymphalidae",184,62
"2159",2009,701,"Papilionidae",53,27
"2160",2009,701,"Pieridae",62,31
"2161",2009,702,"Hesperiidae",238,41
"2162",2009,702,"Lycaenidae",111,25
"2163",2009,702,"Nymphalidae",154,47
"2164",2009,702,"Papilionidae",66,10
"2165",2009,702,"Pieridae",136,30
"2166",2009,703,"Hesperiidae",187,94
"2167",2009,703,"Lycaenidae",85,28
"2168",2009,703,"Nymphalidae",184,87
"2169",2009,703,"Papilionidae",24,23
"2170",2009,703,"Pieridae",38,16
"2171",2009,726,"Hesperiidae",68,18
"2172",2009,726,"Lycaenidae",3,2
"2173",2009,726,"Nymphalidae",41668,31
"2174",2009,726,"Papilionidae",13,4
"2175",2009,726,"Pieridae",41361,7
"2176",2009,727,"Hesperiidae",13,4
"2177",2009,727,"Lycaenidae",6,1
"2178",2009,727,"Nymphalidae",13,7
"2179",2009,727,"Papilionidae",5,2
"2180",2009,727,"Pieridae",1,1
"2181",2009,728,"Hesperiidae",37,8
"2182",2009,728,"Lycaenidae",9,4
"2183",2009,728,"Nymphalidae",121,12
"2184",2009,728,"Papilionidae",15,6
"2185",2009,728,"Pieridae",18,4
"2186",2009,729,"Hesperiidae",156,37
"2187",2009,729,"Lycaenidae",114,19
"2188",2009,729,"Nymphalidae",536,57
"2189",2009,729,"Papilionidae",218,23
"2190",2009,729,"Pieridae",147,28
"2191",2009,730,"Hesperiidae",1272,119
"2192",2009,730,"Lycaenidae",331,29
"2193",2009,730,"Nymphalidae",2148,86
"2194",2009,730,"Papilionidae",718,41
"2195",2009,730,"Pieridae",2072,27
"2196",2009,730,"Riodinidae",14,1
"2197",2009,732,"Hesperiidae",20,11
"2198",2009,732,"Lycaenidae",7,2
"2199",2009,732,"Nymphalidae",30,12
"2200",2009,732,"Papilionidae",27,5
"2201",2009,732,"Pieridae",14,2
"2202",2009,732,"Riodinidae",1,1
"2203",2009,733,"Hesperiidae",366,80
"2204",2009,733,"Lycaenidae",91,29
"2205",2009,733,"Nymphalidae",206,59
"2206",2009,733,"Papilionidae",320,26
"2207",2009,733,"Pieridae",328,49
"2208",2009,733,"Riodinidae",5,3
"2209",2009,736,"Hesperiidae",1,1
"2210",2009,736,"Nymphalidae",24,10
"2211",2009,736,"Papilionidae",3,2
"2212",2009,736,"Pieridae",14,7
