"week","cell","taxon_family_name","count"
1,534,"",1
1,534,"Erebidae",1
1,534,"Lasiocampidae",1
1,536,"Erebidae",1
1,562,"Erebidae",1
1,564,"Erebidae",1
1,565,"Erebidae",1
1,566,"Erebidae",1
1,566,"Noctuidae",1
1,567,"Erebidae",3
1,567,"Noctuidae",1
1,568,"Erebidae",1
1,589,"Erebidae",1
1,590,"Erebidae",1
1,591,"Erebidae",1
1,591,"Geometridae",1
1,592,"Erebidae",1
1,592,"Noctuidae",1
1,593,"Erebidae",5
1,594,"Noctuidae",1
1,595,"",2
1,595,"Erebidae",4
1,595,"Lasiocampidae",1
1,595,"Noctuidae",2
1,616,"Erebidae",1
1,617,"Erebidae",1
1,618,"Erebidae",1
1,619,"Erebidae",2
1,620,"Erebidae",4
1,620,"Noctuidae",3
1,621,"Erebidae",1
1,621,"Noctuidae",1
1,622,"",1
1,622,"Erebidae",8
1,622,"Lasiocampidae",1
1,645,"Erebidae",2
1,646,"Erebidae",2
1,647,"",1
1,648,"Erebidae",1
1,648,"Saturniidae",2
1,649,"Erebidae",6
1,649,"Noctuidae",2
1,673,"Noctuidae",1
1,676,"Erebidae",9
1,676,"Geometridae",2
1,676,"Noctuidae",2
1,676,"Pyralidae",1
1,703,"Notodontidae",1
1,733,"",1
1,739,"Erebidae",1
1,739,"Noctuidae",1
1,739,"Pyralidae",1
2,562,"Erebidae",1
2,568,"Erebidae",2
2,590,"Erebidae",1
2,591,"",1
2,591,"Erebidae",3
2,593,"Erebidae",3
2,594,"Erebidae",3
2,594,"Noctuidae",1
2,595,"Erebidae",11
2,595,"Lasiocampidae",1
2,595,"Noctuidae",7
2,618,"Erebidae",1
2,619,"Noctuidae",1
2,620,"",5
2,620,"Erebidae",5
2,620,"Noctuidae",3
2,620,"Tortricidae",1
2,621,"Erebidae",3
2,622,"",1
2,622,"Erebidae",6
2,622,"Noctuidae",2
2,622,"Tortricidae",1
2,645,"Erebidae",2
2,647,"Erebidae",2
2,648,"Erebidae",1
2,649,"Erebidae",8
2,649,"Geometridae",1
2,649,"Noctuidae",1
2,675,"Pyralidae",1
2,676,"",3
2,676,"Erebidae",5
2,676,"Noctuidae",1
2,676,"Notodontidae",4
2,702,"Erebidae",1
2,703,"Notodontidae",1
2,736,"Erebidae",1
2,736,"Noctuidae",1
2,739,"Noctuidae",2
3,562,"Erebidae",1
3,565,"Erebidae",1
3,566,"Sphingidae",1
3,567,"Erebidae",1
3,567,"Noctuidae",3
3,568,"Erebidae",1
3,590,"",1
3,590,"Erebidae",1
3,593,"Erebidae",2
3,594,"Erebidae",1
3,594,"Noctuidae",1
3,595,"Erebidae",3
3,595,"Geometridae",1
3,619,"Erebidae",1
3,620,"Erebidae",2
3,621,"Crambidae",1
3,621,"Saturniidae",1
3,622,"",1
3,622,"Erebidae",1
3,622,"Noctuidae",1
3,647,"Erebidae",2
3,649,"",1
3,649,"Erebidae",1
3,676,"Erebidae",6
3,702,"Erebidae",1
3,702,"Geometridae",1
3,703,"",2
3,703,"Erebidae",1
3,703,"Noctuidae",1
4,534,"Erebidae",1
4,535,"Erebidae",1
4,567,"Erebidae",3
4,593,"Erebidae",4
4,593,"Noctuidae",1
4,594,"Erebidae",1
4,594,"Geometridae",1
4,595,"Erebidae",5
4,595,"Noctuidae",4
4,618,"Erebidae",2
4,619,"Noctuidae",1
4,620,"",3
4,620,"Erebidae",2
4,620,"Geometridae",1
4,620,"Noctuidae",2
4,621,"Erebidae",1
4,621,"Geometridae",1
4,622,"Erebidae",2
4,622,"Noctuidae",2
4,644,"Erebidae",1
4,645,"Noctuidae",1
4,646,"",1
4,647,"Erebidae",3
4,648,"Erebidae",2
4,649,"",1
4,649,"Erebidae",1
4,649,"Noctuidae",1
4,675,"Erebidae",1
4,676,"",2
4,676,"Erebidae",4
4,676,"Nymphalidae",1
4,702,"Noctuidae",1
4,702,"Papilionidae",1
4,736,"Erebidae",1
4,739,"Noctuidae",2
5,567,"Lasiocampidae",1
5,568,"Erebidae",2
5,568,"Noctuidae",1
5,568,"Sphingidae",1
5,589,"Erebidae",1
5,590,"Erebidae",3
5,591,"Erebidae",2
5,592,"Erebidae",2
5,593,"Erebidae",4
5,593,"Noctuidae",1
5,594,"Erebidae",1
5,595,"",2
5,595,"Erebidae",5
5,595,"Noctuidae",1
5,616,"Erebidae",1
5,619,"Erebidae",1
5,620,"Erebidae",14
5,620,"Noctuidae",2
5,621,"Erebidae",1
5,621,"Noctuidae",2
5,622,"Erebidae",4
5,622,"Noctuidae",1
5,644,"Erebidae",1
5,646,"Limacodidae",1
5,649,"Noctuidae",1
5,649,"Nymphalidae",1
5,672,"",1
5,673,"",1
5,673,"Geometridae",1
5,674,"Sphingidae",1
5,675,"Erebidae",1
5,676,"",1
5,676,"Erebidae",5
5,676,"Geometridae",1
5,676,"Sphingidae",1
5,702,"Erebidae",2
5,702,"Noctuidae",1
5,703,"",1
5,703,"Noctuidae",1
6,534,"Erebidae",1
6,562,"Erebidae",1
6,591,"Erebidae",1
6,592,"Noctuidae",1
6,593,"Erebidae",1
6,593,"Noctuidae",1
6,595,"Erebidae",3
6,595,"Noctuidae",1
6,618,"Erebidae",1
6,618,"Noctuidae",1
6,619,"Notodontidae",1
6,620,"",1
6,620,"Erebidae",1
6,620,"Noctuidae",2
6,621,"Erebidae",1
6,621,"Geometridae",1
6,621,"Sphingidae",1
6,622,"Erebidae",3
6,645,"Erebidae",1
6,646,"Erebidae",1
6,646,"Limacodidae",1
6,649,"Tortricidae",2
6,676,"",4
6,676,"Erebidae",3
6,702,"",1
6,703,"Erebidae",1
6,769,"Noctuidae",1
7,534,"Erebidae",1
7,563,"Erebidae",1
7,564,"",1
7,564,"Noctuidae",1
7,591,"Erebidae",1
7,593,"Erebidae",2
7,595,"Erebidae",1
7,595,"Geometridae",1
7,595,"Noctuidae",5
7,618,"Erebidae",2
7,619,"",1
7,620,"",1
7,620,"Erebidae",5
7,620,"Geometridae",1
7,621,"Geometridae",1
7,622,"Erebidae",1
7,622,"Psychidae",1
7,622,"Sphingidae",1
7,647,"Erebidae",3
7,648,"Erebidae",2
7,649,"Erebidae",8
7,649,"Noctuidae",1
7,649,"Pyralidae",1
7,649,"Saturniidae",1
7,672,"Noctuidae",1
7,673,"Erebidae",1
7,673,"Noctuidae",1
7,675,"Erebidae",1
7,675,"Noctuidae",1
7,676,"",1
7,676,"Erebidae",1
7,676,"Noctuidae",1
7,676,"Sphingidae",1
7,702,"Erebidae",1
7,702,"Geometridae",1
7,702,"Noctuidae",1
7,703,"Noctuidae",2
7,736,"Erebidae",1
8,534,"Erebidae",1
8,563,"Erebidae",1
8,567,"Erebidae",1
8,567,"Noctuidae",1
8,568,"Erebidae",1
8,591,"Erebidae",3
8,592,"Erebidae",3
8,592,"Noctuidae",1
8,593,"",1
8,593,"Cosmopterigidae",1
8,593,"Erebidae",8
8,593,"Noctuidae",3
8,594,"Erebidae",1
8,595,"",1
8,595,"Erebidae",4
8,617,"Geometridae",1
8,618,"Noctuidae",1
8,619,"Noctuidae",1
8,620,"Erebidae",9
8,620,"Noctuidae",2
8,621,"Erebidae",4
8,621,"Geometridae",1
8,621,"Noctuidae",2
8,622,"Erebidae",9
8,622,"Noctuidae",1
8,645,"Erebidae",2
8,647,"Erebidae",4
8,647,"Noctuidae",1
8,648,"Erebidae",7
8,648,"Geometridae",1
8,648,"Noctuidae",2
8,649,"",1
8,649,"Erebidae",15
8,672,"Erebidae",1
8,673,"",1
8,674,"Erebidae",1
8,674,"Geometridae",1
8,674,"Gracillariidae",1
8,674,"Notodontidae",1
8,675,"Erebidae",1
8,675,"Limacodidae",1
8,676,"Erebidae",8
8,676,"Noctuidae",1
8,676,"Notodontidae",1
8,702,"Erebidae",4
8,703,"Erebidae",1
8,703,"Noctuidae",2
8,733,"Erebidae",1
8,769,"Sphingidae",1
9,507,"Erebidae",1
9,534,"Erebidae",2
9,562,"Erebidae",1
9,562,"Noctuidae",1
9,566,"Erebidae",1
9,567,"",1
9,567,"Noctuidae",1
9,589,"Erebidae",1
9,590,"Erebidae",1
9,591,"Erebidae",5
9,592,"Erebidae",1
9,593,"",1
9,593,"Erebidae",6
9,593,"Saturniidae",1
9,594,"Erebidae",3
9,594,"Noctuidae",1
9,594,"Papilionidae",1
9,595,"",1
9,595,"Erebidae",6
9,595,"Geometridae",1
9,595,"Noctuidae",2
9,617,"",1
9,618,"Erebidae",1
9,619,"Erebidae",4
9,620,"Erebidae",3
9,620,"Noctuidae",1
9,621,"Erebidae",3
9,621,"Geometridae",1
9,622,"",3
9,622,"Erebidae",4
9,622,"Noctuidae",1
9,622,"Psychidae",1
9,644,"Erebidae",1
9,647,"Erebidae",1
9,648,"Erebidae",7
9,648,"Geometridae",1
9,648,"Noctuidae",1
9,649,"",1
9,649,"Erebidae",3
9,649,"Hesperiidae",1
9,649,"Noctuidae",2
9,649,"Pyralidae",1
9,649,"Tortricidae",2
9,672,"Erebidae",1
9,673,"",2
9,673,"Erebidae",1
9,674,"Erebidae",1
9,676,"",2
9,676,"Erebidae",2
9,702,"Noctuidae",1
9,703,"",1
9,703,"Erebidae",1
10,507,"Erebidae",1
10,534,"Erebidae",4
10,535,"Noctuidae",1
10,562,"Erebidae",3
10,562,"Geometridae",1
10,567,"Erebidae",2
10,567,"Noctuidae",1
10,568,"Erebidae",2
10,589,"Erebidae",1
10,590,"Blastobasidae",1
10,590,"Erebidae",4
10,592,"Erebidae",3
10,593,"Cossidae",1
10,593,"Erebidae",23
10,593,"Noctuidae",3
10,594,"Erebidae",5
10,595,"Erebidae",13
10,595,"Noctuidae",2
10,595,"Notodontidae",1
10,617,"Erebidae",1
10,618,"Erebidae",6
10,619,"",1
10,619,"Erebidae",6
10,620,"",1
10,620,"Erebidae",11
10,620,"Noctuidae",1
10,621,"Erebidae",6
10,622,"",1
10,622,"Erebidae",5
10,622,"Geometridae",7
10,622,"Noctuidae",4
10,645,"Erebidae",1
10,646,"Erebidae",5
10,647,"Erebidae",4
10,647,"Noctuidae",1
10,647,"Saturniidae",1
10,648,"",1
10,648,"Erebidae",4
10,649,"",1
10,649,"Cosmopterigidae",1
10,649,"Crambidae",1
10,649,"Erebidae",7
10,649,"Geometridae",1
10,649,"Noctuidae",4
10,649,"Saturniidae",1
10,672,"Erebidae",1
10,672,"Psychidae",1
10,673,"",1
10,673,"Erebidae",1
10,673,"Noctuidae",3
10,674,"Erebidae",1
10,674,"Nymphalidae",1
10,674,"Sphingidae",1
10,675,"Erebidae",1
10,676,"",3
10,676,"Erebidae",5
10,676,"Geometridae",2
10,676,"Noctuidae",2
10,702,"Erebidae",1
10,702,"Noctuidae",1
10,703,"",1
10,703,"Erebidae",1
10,703,"Lasiocampidae",2
10,703,"Noctuidae",2
10,703,"Psychidae",1
10,736,"Erebidae",3
10,739,"Noctuidae",1
11,534,"Erebidae",3
11,535,"Erebidae",2
11,562,"Erebidae",2
11,563,"Erebidae",1
11,564,"Erebidae",1
11,564,"Noctuidae",1
11,566,"",1
11,566,"Erebidae",5
11,567,"",1
11,567,"Erebidae",9
11,567,"Noctuidae",2
11,568,"Erebidae",2
11,590,"Erebidae",6
11,590,"Noctuidae",1
11,591,"Erebidae",6
11,591,"Geometridae",1
11,591,"Noctuidae",2
11,592,"",1
11,592,"Erebidae",3
11,592,"Geometridae",1
11,593,"",1
11,593,"Erebidae",14
11,593,"Noctuidae",5
11,594,"",1
11,594,"Erebidae",6
11,594,"Noctuidae",1
11,595,"",3
11,595,"Erebidae",13
11,595,"Lasiocampidae",1
11,595,"Noctuidae",3
11,618,"",2
11,618,"Blastobasidae",1
11,618,"Erebidae",1
11,619,"Erebidae",7
11,619,"Geometridae",1
11,619,"Noctuidae",1
11,620,"",3
11,620,"Erebidae",13
11,620,"Geometridae",2
11,620,"Noctuidae",2
11,621,"Erebidae",4
11,621,"Noctuidae",2
11,622,"",2
11,622,"Erebidae",7
11,622,"Geometridae",1
11,622,"Noctuidae",1
11,622,"Sphingidae",1
11,645,"Erebidae",1
11,645,"Geometridae",1
11,645,"Noctuidae",1
11,645,"Notodontidae",1
11,646,"Erebidae",7
11,647,"",2
11,647,"Erebidae",4
11,648,"Erebidae",6
11,648,"Noctuidae",1
11,649,"",4
11,649,"Erebidae",7
11,649,"Geometridae",1
11,649,"Noctuidae",3
11,649,"Tortricidae",1
11,673,"",1
11,673,"Erebidae",1
11,673,"Noctuidae",1
11,674,"",1
11,674,"Erebidae",2
11,675,"Erebidae",3
11,676,"",4
11,676,"Erebidae",9
11,676,"Geometridae",1
11,676,"Nymphalidae",1
11,676,"Sphingidae",1
11,702,"",4
11,702,"Erebidae",3
11,702,"Geometridae",3
11,703,"Erebidae",6
11,703,"Geometridae",2
11,703,"Lasiocampidae",1
11,703,"Noctuidae",4
11,739,"Erebidae",1
11,739,"Pyralidae",1
12,534,"Erebidae",8
12,534,"Noctuidae",1
12,562,"Erebidae",7
12,562,"Noctuidae",1
12,564,"Erebidae",1
12,565,"Erebidae",2
12,566,"Erebidae",2
12,566,"Geometridae",1
12,567,"",1
12,567,"Erebidae",8
12,567,"Geometridae",1
12,567,"Papilionidae",1
12,568,"Erebidae",1
12,568,"Noctuidae",2
12,589,"Erebidae",1
12,590,"Erebidae",6
12,591,"Erebidae",4
12,591,"Nymphalidae",2
12,592,"",1
12,592,"Erebidae",1
12,592,"Geometridae",1
12,592,"Noctuidae",1
12,593,"",1
12,593,"Erebidae",39
12,593,"Noctuidae",8
12,594,"Erebidae",6
12,594,"Noctuidae",2
12,595,"",3
12,595,"Erebidae",14
12,595,"Geometridae",2
12,595,"Noctuidae",6
12,616,"Noctuidae",1
12,617,"Erebidae",2
12,617,"Limacodidae",1
12,618,"Erebidae",7
12,619,"Erebidae",7
12,620,"Erebidae",11
12,620,"Geometridae",1
12,620,"Noctuidae",1
12,621,"Erebidae",5
12,621,"Geometridae",2
12,621,"Noctuidae",3
12,622,"",2
12,622,"Erebidae",15
12,622,"Noctuidae",6
12,644,"Erebidae",1
12,645,"",1
12,646,"Erebidae",2
12,646,"Geometridae",2
12,646,"Noctuidae",1
12,647,"Erebidae",2
12,647,"Geometridae",2
12,647,"Lasiocampidae",1
12,648,"Erebidae",6
12,648,"Geometridae",1
12,649,"",4
12,649,"Erebidae",13
12,649,"Noctuidae",9
12,649,"Tortricidae",1
12,672,"Erebidae",1
12,672,"Noctuidae",1
12,674,"Lasiocampidae",1
12,674,"Noctuidae",1
12,675,"Erebidae",2
12,675,"Noctuidae",1
12,676,"",6
12,676,"Erebidae",9
12,676,"Geometridae",1
12,676,"Lasiocampidae",4
12,676,"Noctuidae",5
12,676,"Papilionidae",1
12,702,"Erebidae",3
12,702,"Geometridae",1
12,702,"Lasiocampidae",1
12,703,"",6
12,703,"Erebidae",5
12,703,"Geometridae",2
12,703,"Lasiocampidae",8
12,703,"Noctuidae",3
12,703,"Nymphalidae",1
12,736,"Erebidae",2
12,736,"Noctuidae",1
12,739,"",1
12,739,"Geometridae",1
12,739,"Noctuidae",1
13,507,"Erebidae",1
13,534,"",2
13,534,"Erebidae",11
13,535,"Erebidae",3
13,562,"Erebidae",6
13,563,"Erebidae",1
13,564,"",1
13,564,"Erebidae",2
13,565,"Erebidae",1
13,566,"Erebidae",7
13,566,"Geometridae",1
13,566,"Lasiocampidae",1
13,567,"",2
13,567,"Erebidae",6
13,568,"Erebidae",2
13,568,"Noctuidae",2
13,590,"Erebidae",12
13,590,"Geometridae",2
13,591,"",1
13,591,"Erebidae",1
13,591,"Geometridae",1
13,591,"Noctuidae",1
13,591,"Pyralidae",1
13,592,"Erebidae",4
13,593,"",2
13,593,"Erebidae",34
13,593,"Noctuidae",6
13,594,"Erebidae",7
13,595,"",3
13,595,"Erebidae",27
13,595,"Noctuidae",6
13,618,"",1
13,618,"Erebidae",5
13,618,"Geometridae",1
13,619,"Erebidae",4
13,619,"Geometridae",1
13,619,"Noctuidae",1
13,619,"Nymphalidae",1
13,619,"Papilionidae",1
13,620,"",5
13,620,"Erebidae",11
13,620,"Noctuidae",5
13,620,"Tortricidae",1
13,621,"",1
13,621,"Erebidae",9
13,621,"Noctuidae",1
13,622,"",8
13,622,"Erebidae",17
13,622,"Geometridae",1
13,622,"Noctuidae",7
13,622,"Notodontidae",1
13,644,"",1
13,644,"Erebidae",1
13,644,"Notodontidae",1
13,645,"Saturniidae",1
13,646,"",4
13,646,"Erebidae",9
13,646,"Geometridae",1
13,646,"Noctuidae",1
13,647,"",1
13,647,"Erebidae",6
13,647,"Geometridae",1
13,647,"Lasiocampidae",1
13,647,"Noctuidae",1
13,648,"Erebidae",8
13,648,"Geometridae",4
13,648,"Hesperiidae",1
13,648,"Noctuidae",3
13,648,"Nymphalidae",1
13,649,"",3
13,649,"Erebidae",13
13,649,"Geometridae",1
13,649,"Lasiocampidae",2
13,649,"Psychidae",1
13,672,"",1
13,672,"Erebidae",2
13,672,"Noctuidae",1
13,673,"",3
13,673,"Noctuidae",2
13,674,"Erebidae",4
13,674,"Geometridae",1
13,675,"",2
13,675,"Erebidae",1
13,675,"Lasiocampidae",1
13,675,"Psychidae",1
13,676,"",3
13,676,"Erebidae",14
13,676,"Geometridae",1
13,676,"Lasiocampidae",2
13,676,"Noctuidae",6
13,702,"",4
13,702,"Erebidae",9
13,702,"Geometridae",5
13,702,"Lasiocampidae",6
13,702,"Noctuidae",3
13,702,"Notodontidae",1
13,702,"Nymphalidae",2
13,703,"",3
13,703,"Erebidae",4
13,703,"Geometridae",9
13,703,"Lasiocampidae",18
13,703,"Noctuidae",7
13,703,"Notodontidae",1
13,703,"Pyralidae",1
13,733,"Lasiocampidae",2
13,733,"Nymphalidae",1
13,736,"Erebidae",1
13,736,"Noctuidae",1
13,736,"Notodontidae",1
13,739,"",1
13,739,"Erebidae",3
13,739,"Noctuidae",4
14,534,"",1
14,534,"Erebidae",14
14,534,"Noctuidae",1
14,534,"Notodontidae",1
14,534,"Nymphalidae",1
14,535,"Erebidae",1
14,562,"Erebidae",5
14,563,"Erebidae",1
14,563,"Noctuidae",1
14,564,"Erebidae",1
14,565,"Erebidae",3
14,566,"Erebidae",14
14,566,"Noctuidae",4
14,566,"Sphingidae",1
14,567,"",2
14,567,"Erebidae",9
14,567,"Geometridae",1
14,567,"Noctuidae",2
14,568,"Erebidae",9
14,589,"Erebidae",1
14,590,"Erebidae",3
14,590,"Noctuidae",1
14,591,"",2
14,591,"Erebidae",8
14,591,"Noctuidae",1
14,592,"Erebidae",12
14,592,"Noctuidae",2
14,593,"",2
14,593,"Erebidae",51
14,593,"Geometridae",1
14,593,"Lasiocampidae",1
14,593,"Noctuidae",10
14,594,"Erebidae",10
14,594,"Pieridae",1
14,595,"",3
14,595,"Erebidae",36
14,595,"Geometridae",3
14,595,"Noctuidae",13
14,616,"",2
14,617,"Erebidae",1
14,618,"",3
14,618,"Erebidae",5
14,619,"",2
14,619,"Erebidae",4
14,620,"",4
14,620,"Erebidae",17
14,620,"Lasiocampidae",1
14,620,"Noctuidae",2
14,620,"Papilionidae",1
14,621,"",1
14,621,"Crambidae",1
14,621,"Erebidae",9
14,621,"Geometridae",3
14,621,"Noctuidae",4
14,621,"Psychidae",1
14,622,"",7
14,622,"Erebidae",24
14,622,"Noctuidae",3
14,622,"Nymphalidae",1
14,644,"Lasiocampidae",2
14,644,"Noctuidae",1
14,645,"",1
14,645,"Erebidae",6
14,645,"Lasiocampidae",2
14,646,"",2
14,646,"Erebidae",11
14,646,"Geometridae",1
14,646,"Lasiocampidae",1
14,646,"Noctuidae",4
14,646,"Saturniidae",1
14,647,"",1
14,647,"Erebidae",6
14,647,"Geometridae",1
14,647,"Noctuidae",1
14,648,"",3
14,648,"Erebidae",13
14,648,"Geometridae",2
14,648,"Noctuidae",2
14,648,"Saturniidae",1
14,649,"",10
14,649,"Erebidae",20
14,649,"Geometridae",2
14,649,"Noctuidae",2
14,672,"",3
14,672,"Geometridae",1
14,672,"Lasiocampidae",6
14,673,"",5
14,673,"Crambidae",1
14,673,"Geometridae",1
14,673,"Lasiocampidae",2
14,674,"",1
14,674,"Erebidae",3
14,674,"Geometridae",1
14,674,"Lasiocampidae",4
14,674,"Noctuidae",2
14,675,"Erebidae",2
14,675,"Lasiocampidae",1
14,675,"Noctuidae",1
14,675,"Notodontidae",1
14,675,"Sphingidae",1
14,676,"",11
14,676,"Erebidae",11
14,676,"Geometridae",7
14,676,"Lasiocampidae",6
14,676,"Noctuidae",12
14,676,"Nymphalidae",1
14,702,"",9
14,702,"Erebidae",6
14,702,"Geometridae",5
14,702,"Lasiocampidae",31
14,702,"Noctuidae",4
14,702,"Nymphalidae",2
14,702,"Saturniidae",1
14,703,"",18
14,703,"Erebidae",17
14,703,"Geometridae",9
14,703,"Lasiocampidae",77
14,703,"Lycaenidae",1
14,703,"Noctuidae",11
14,703,"Nymphalidae",5
14,703,"Pyralidae",1
14,733,"Lasiocampidae",2
14,736,"Erebidae",2
14,736,"Noctuidae",1
14,739,"",3
14,739,"Erebidae",1
14,739,"Sphingidae",1
15,534,"Erebidae",3
15,536,"Erebidae",1
15,562,"Erebidae",4
15,563,"Erebidae",2
15,565,"Erebidae",3
15,565,"Geometridae",1
15,566,"",1
15,566,"Erebidae",17
15,566,"Noctuidae",2
15,567,"",1
15,567,"Erebidae",8
15,567,"Noctuidae",2
15,567,"Tortricidae",1
15,568,"Erebidae",4
15,568,"Geometridae",1
15,568,"Noctuidae",1
15,589,"",1
15,590,"Erebidae",8
15,590,"Geometridae",1
15,590,"Lasiocampidae",1
15,591,"Erebidae",4
15,591,"Noctuidae",3
15,591,"Nymphalidae",1
15,592,"Erebidae",7
15,593,"",1
15,593,"Erebidae",35
15,593,"Geometridae",1
15,593,"Hesperiidae",1
15,593,"Lasiocampidae",1
15,593,"Noctuidae",3
15,594,"Erebidae",8
15,594,"Noctuidae",2
15,595,"",4
15,595,"Cosmopterigidae",1
15,595,"Erebidae",36
15,595,"Geometridae",2
15,595,"Noctuidae",8
15,595,"Nymphalidae",2
15,616,"",1
15,616,"Lasiocampidae",1
15,617,"Erebidae",1
15,617,"Lasiocampidae",7
15,618,"Cosmopterigidae",1
15,618,"Erebidae",4
15,618,"Noctuidae",1
15,619,"",1
15,619,"Erebidae",7
15,619,"Noctuidae",2
15,620,"Erebidae",23
15,620,"Lasiocampidae",1
15,620,"Noctuidae",1
15,621,"",1
15,621,"Erebidae",16
15,621,"Noctuidae",2
15,622,"",3
15,622,"Erebidae",16
15,622,"Geometridae",3
15,622,"Lasiocampidae",4
15,622,"Noctuidae",4
15,622,"Papilionidae",1
15,622,"Psychidae",1
15,622,"Tortricidae",1
15,644,"",1
15,644,"Lasiocampidae",5
15,645,"",1
15,645,"Erebidae",3
15,645,"Lasiocampidae",5
15,646,"",2
15,646,"Erebidae",5
15,646,"Geometridae",1
15,646,"Noctuidae",5
15,647,"",5
15,647,"Erebidae",8
15,647,"Geometridae",1
15,647,"Noctuidae",3
15,647,"Nymphalidae",1
15,648,"",3
15,648,"Erebidae",8
15,648,"Geometridae",2
15,648,"Noctuidae",3
15,648,"Saturniidae",1
15,648,"Tortricidae",1
15,649,"",4
15,649,"Erebidae",12
15,649,"Geometridae",3
15,649,"Lasiocampidae",8
15,649,"Nymphalidae",2
15,672,"",9
15,672,"Erebidae",1
15,672,"Lasiocampidae",6
15,672,"Noctuidae",1
15,672,"Pieridae",1
15,673,"",4
15,673,"Lasiocampidae",3
15,673,"Noctuidae",2
15,674,"",1
15,674,"Erebidae",1
15,674,"Lasiocampidae",13
15,674,"Noctuidae",2
15,674,"Nymphalidae",2
15,675,"",1
15,675,"Erebidae",2
15,675,"Geometridae",1
15,675,"Lasiocampidae",2
15,675,"Noctuidae",3
15,675,"Notodontidae",1
15,676,"",11
15,676,"Erebidae",19
15,676,"Geometridae",12
15,676,"Lasiocampidae",31
15,676,"Noctuidae",12
15,676,"Nymphalidae",5
15,676,"Pieridae",1
15,676,"Saturniidae",1
15,676,"Sphingidae",1
15,702,"",8
15,702,"Erebidae",23
15,702,"Geometridae",6
15,702,"Lasiocampidae",57
15,702,"Noctuidae",10
15,702,"Tineidae",1
15,702,"Tortricidae",1
15,703,"",28
15,703,"Erebidae",17
15,703,"Geometridae",19
15,703,"Lasiocampidae",159
15,703,"Noctuidae",25
15,703,"Notodontidae",1
15,703,"Nymphalidae",3
15,703,"Papilionidae",3
15,703,"Pieridae",2
15,703,"Saturniidae",1
15,733,"",1
15,733,"Lasiocampidae",6
15,733,"Noctuidae",2
15,733,"Papilionidae",3
15,736,"Erebidae",1
15,736,"Noctuidae",1
15,736,"Notodontidae",1
15,739,"",1
15,739,"Erebidae",1
15,739,"Noctuidae",2
16,534,"Erebidae",9
16,534,"Limacodidae",1
16,534,"Noctuidae",1
16,535,"Erebidae",3
16,535,"Geometridae",1
16,535,"Noctuidae",1
16,562,"Erebidae",6
16,563,"Erebidae",2
16,563,"Geometridae",1
16,564,"Erebidae",1
16,564,"Noctuidae",1
16,565,"Erebidae",1
16,566,"",1
16,566,"Erebidae",8
16,567,"Erebidae",21
16,567,"Noctuidae",4
16,567,"Nymphalidae",1
16,568,"Erebidae",6
16,589,"Erebidae",3
16,589,"Geometridae",1
16,590,"",2
16,590,"Erebidae",13
16,590,"Noctuidae",2
16,591,"Erebidae",2
16,591,"Noctuidae",1
16,592,"Erebidae",4
16,592,"Geometridae",1
16,592,"Lasiocampidae",1
16,592,"Noctuidae",1
16,593,"",5
16,593,"Erebidae",17
16,593,"Geometridae",1
16,593,"Noctuidae",11
16,594,"",1
16,594,"Erebidae",10
16,594,"Noctuidae",3
16,595,"",8
16,595,"Erebidae",47
16,595,"Geometridae",3
16,595,"Lasiocampidae",9
16,595,"Noctuidae",12
16,595,"Pyralidae",1
16,595,"Tineidae",1
16,616,"",1
16,617,"",2
16,617,"Erebidae",1
16,617,"Lasiocampidae",2
16,617,"Nymphalidae",1
16,618,"Erebidae",7
16,618,"Noctuidae",3
16,618,"Tortricidae",1
16,619,"Erebidae",5
16,619,"Noctuidae",1
16,620,"",1
16,620,"Erebidae",17
16,620,"Geometridae",2
16,620,"Lasiocampidae",2
16,620,"Noctuidae",4
16,620,"Notodontidae",1
16,621,"",2
16,621,"Erebidae",6
16,621,"Geometridae",1
16,621,"Lasiocampidae",2
16,621,"Noctuidae",2
16,622,"",3
16,622,"Erebidae",22
16,622,"Geometridae",2
16,622,"Lasiocampidae",9
16,622,"Noctuidae",6
16,622,"Notodontidae",1
16,622,"Nymphalidae",1
16,622,"Tortricidae",1
16,644,"Erebidae",2
16,644,"Lasiocampidae",3
16,644,"Nymphalidae",2
16,645,"",2
16,645,"Erebidae",1
16,645,"Geometridae",1
16,645,"Lasiocampidae",2
16,645,"Notodontidae",1
16,645,"Nymphalidae",1
16,646,"",4
16,646,"Erebidae",11
16,646,"Lasiocampidae",4
16,646,"Noctuidae",1
16,647,"",6
16,647,"Erebidae",12
16,647,"Lasiocampidae",3
16,647,"Noctuidae",4
16,648,"",3
16,648,"Erebidae",7
16,648,"Geometridae",3
16,648,"Lasiocampidae",2
16,648,"Noctuidae",5
16,648,"Nymphalidae",1
16,648,"Pyralidae",1
16,649,"",9
16,649,"Erebidae",9
16,649,"Geometridae",6
16,649,"Lasiocampidae",18
16,649,"Noctuidae",8
16,649,"Nymphalidae",1
16,649,"Sphingidae",1
16,672,"",4
16,672,"Erebidae",1
16,672,"Geometridae",2
16,672,"Lasiocampidae",6
16,672,"Lycaenidae",1
16,672,"Noctuidae",1
16,673,"",7
16,673,"Lasiocampidae",10
16,673,"Nymphalidae",1
16,674,"",4
16,674,"Erebidae",2
16,674,"Geometridae",3
16,674,"Lasiocampidae",22
16,674,"Noctuidae",4
16,675,"",1
16,675,"Erebidae",6
