"q10","q50","w10","w50","year","HEXcell"
158,231,163.967642519741,226.050636234062,2019,649
151,228,159.634782380697,225.09584503443,2020,649
113.6,226,125.660841506098,206.42111991205,2019,672
101.1,202.5,109.023418759784,193.817365025845,2020,672
225.2,235.5,214.265512607805,235.44949694587,2016,673
188,223.5,158.951828900046,226.605869815005,2017,673
178.6,231.5,169.150503303243,223.933408437508,2018,673
143.7,210.5,146.393135139949,211.351945945613,2019,673
177,242,175.185035040653,232.397631118271,2020,673
248.8,259,231.335032342054,254.75897158853,2016,674
224,233,193.099098863252,239.937053781457,2017,674
167.9,238,173.398830406767,227.476801320975,2018,674
163,224,167.782979206643,221.34412594905,2019,674
133.5,242.5,163.452330106011,228.30237195146,2020,674
81,106,53.2576360543017,91.0219574266671,2021,674
133.3,262,173.968837559977,243.878305406218,2016,675
172.9,259.5,183.839938001609,245.265312271259,2017,675
156.2,223.5,156.609389898829,218.042859930482,2018,675
162.6,241,171.944787690603,232.592169157074,2019,675
135.8,236,162.843432893683,225.913574715107,2020,675
147.4,243,170.004700768935,235.116290446387,2012,676
161.8,239,177.412948663677,230.493805477798,2013,676
134.4,221,140.442763658905,216.096377044099,2014,676
131.6,241,149.995928317996,224.212378720118,2015,676
122,224.5,131.627253778342,214.62711297665,2016,676
140,228,147.244514721473,222.032329439602,2017,676
171,244,173.059749334417,237.55285323105,2018,676
152,227,152.880113865275,219.568244930824,2019,676
123,229,144.880571250764,220.5933221644,2020,676
73.5,104,57.1623678129506,90.9814793804886,2021,676
167.2,232,167.031473150651,233.488321883366,2014,702
101.6,179,103.736143672508,181.009290260953,2015,702
119,227.5,122.098239741998,202.110140026057,2016,702
147,234,163.938023935088,229.245111351052,2017,702
155.4,237,170.024303918522,228.377395093122,2018,702
129,223,142.263373116198,215.885389966738,2019,702
116,238.5,146.082814093426,221.484009447656,2020,702
58.4,103,64.4132972523354,94.4127132553084,2021,702
142,249,170.59084467436,236.300501936921,2015,703
183,243,182.182078895202,239.358858912947,2016,703
106.1,231,134.096573469731,213.310528929121,2017,703
144.4,235,151.898240662171,222.38370796278,2018,703
117,187.5,119.79993736611,191.715370631746,2019,703
99,203,95.3270083607678,186.559905816835,2020,703
54.2,104,61.8486649569582,93.621699862664,2021,703
245,256,196.990977279742,264.071796824303,2017,736
156.6,220,151.837171651455,216.72536833061,2018,736
169,239,181.694930804824,234.116866273723,2019,736
155,227,161.335479878217,224.348731489353,2020,736
