"q10","q50","w10","w50","year","HEXcell"
187.4,210,173.588784194685,216.581556694921,2012,594
164.4,230,167.15437494459,227.582379490611,2013,594
152,219,151.275589632798,214.878299607684,2014,594
148,235,153.194626831627,223.362984741339,2015,594
138.8,224,131.853854683458,203.858809377787,2016,594
168.2,235,175.676343935101,232.459316064083,2017,594
154,224,157.858237173785,220.771752050592,2018,594
186,239,185.874091887248,237.784457520553,2019,594
159,221,156.321000214106,219.954237676109,2020,594
166.6,235,160.109361026062,233.143991961002,2006,595
172,224,166.965099322648,223.207884787423,2010,595
166.2,234,155.992842730415,226.941953883865,2011,595
154.4,232.5,177.066575238646,226.358647334316,2012,595
161,235,173.470217220539,230.648582328898,2013,595
140,200,130.312362937995,201.961771412224,2014,595
139.4,200,129.573966935797,205.418056681481,2015,595
137.9,227,137.68836362835,214.443928382426,2016,595
151.4,240,152.988565568763,226.087374701669,2017,595
149,231,154.720304705263,223.319686751825,2018,595
178,239,181.921480673528,236.760758024893,2019,595
149,218.5,146.255587388615,214.993219383216,2020,595
221,241,190.579927824768,243.590235400343,2016,616
200.8,239,201.376823073851,237.479015271559,2017,616
160.3,244,176.848432264507,235.781620889151,2018,616
155,235.5,160.372865828248,222.148385380302,2019,616
156,236,156.905405826015,228.304273085517,2020,616
136.1,210.5,137.456611067068,210.683642973609,2015,617
190.2,245,182.405228096634,243.333135686099,2016,617
168.5,250,170.470622519783,238.156303704342,2017,617
187,248,184.745717954711,246.034762838702,2018,617
152,246,174.051936569634,236.711920668138,2019,617
142.7,251,164.404889265544,234.803021284752,2020,617
159.4,236.5,137.373154486381,225.283063427126,2011,618
147,236,162.039428364543,229.583471131524,2013,618
189.5,234,175.634186929786,232.509187647623,2014,618
134.4,227.5,140.194902647339,214.246862422096,2015,618
149.2,240,159.031606410842,228.221515213697,2016,618
157,238,168.337411519625,228.469974473306,2017,618
166.2,231,170.801962104687,230.902780520692,2018,618
168,222,157.014202804731,222.40680960158,2019,618
159,213,149.4747822396,212.3767499832,2020,618
157.8,237,170.009350409355,231.027870653016,2010,619
156.9,246.5,185.353903818219,230.411580970679,2011,619
128.2,197,102.027659799933,198.555787595342,2012,619
188,251,197.097517282355,247.786854552872,2013,619
170.2,240,173.932756152622,234.436237085295,2014,619
159.2,236,167.288313458571,232.892274768104,2015,619
155.8,232.5,161.431651976601,232.594432207439,2016,619
166.3,242.5,171.579995895765,234.121770219661,2017,619
180.6,236,172.937177203378,232.908669815801,2018,619
180,236,177.195149459809,232.650576319435,2019,619
165,225,163.638293131607,224.09229668252,2020,619
160.7,217.5,133.221894609842,202.596496116842,2006,620
