"q10","q50","w10","w50","year","HEXcell"
164.6,234,163.649817512817,237.322836085956,2016,647
188.8,261,197.218595324344,256.529313957288,2017,647
191,242,186.57986685206,237.778753419111,2018,647
178,241,182.349786572813,234.911511279454,2019,647
198,245,188.647458529863,240.023577448057,2020,647
133.8,233,148.129954716556,219.350877899701,2013,648
157.3,242.5,151.045618975333,226.735915713811,2014,648
138.4,253,181.09070093197,237.018791650804,2015,648
141,234,147.54490347209,219.09963167416,2016,648
189,255,193.098744077978,243.91026079544,2017,648
176.7,236,171.583148903417,233.376940940408,2018,648
172,236,179.331318619746,232.144274875455,2019,648
161.4,242,175.022629210458,234.900870498959,2020,648
165.8,237,173.060959465866,232.630621587776,2013,649
141.6,229,155.626563834603,220.455999902971,2014,649
138,204,131.67883375763,207.645062727788,2015,649
130,237,148.175858902235,223.201246798756,2016,649
153.7,233.5,163.949150737564,229.695890050586,2017,649
160,230,161.516335802198,224.172329691943,2018,649
161,230,164.876197666299,225.895266922391,2019,649
154,228,161.052798380724,225.1263302104,2020,649
26,100,40.5456172138493,85.8969039297431,2021,649
105.7,249.5,149.235760613918,223.278527794486,2016,672
113.6,226,125.094357617329,207.954892426936,2019,672
101.1,202.5,109.294356890801,191.4603231456,2020,672
219.6,234,211.392122094788,235.796332145103,2016,673
179.4,220,156.67111368201,224.147775868048,2017,673
174.3,230,169.280206067784,223.363948196585,2018,673
145,209,146.890382375622,211.012505032566,2019,673
184.5,242,179.110182365222,233.589911921866,2020,673
215,234,205.447858825479,243.352029309552,2015,674
248.8,259,230.613791599758,254.565174459356,2016,674
223.2,233,192.016596138194,238.495317836968,2017,674
170,238,175.414709710396,228.399888260847,2018,674
163,222,165.572396071616,220.167206344181,2019,674
144,241,163.993166091737,228.020492209181,2020,674
81,106,54.6293215225265,90.6944510247898,2021,674
143.8,263,177.985513977562,245.659705486455,2016,675
168,257,181.168096453112,243.534068070923,2017,675
157.8,221.5,154.224797492782,216.066863224804,2018,675
163,236.5,171.326231816533,231.061645485669,2019,675
136.5,236,163.980950804155,226.438762960539,2020,675
142,243,167.845076699494,234.459811458345,2012,676
162.1,240,181.537862405026,235.040864671051,2013,676
135.2,221,137.192292415301,220.625472630699,2014,676
131.8,241,152.746147909669,226.668586324461,2015,676
122,226,135.020267412106,216.010944027881,2016,676
140,226.5,146.396046111702,219.788330171078,2017,676
171,243.5,173.463083245561,237.194607228544,2018,676
149,226,151.983280440431,217.79607849511,2019,676
123,230,145.429259230272,220.460240359946,2020,676
73.5,104,55.8553477425657,90.9649948580477,2021,676
167.2,232,167.166095260198,233.063939294149,2014,702
102.2,183,107.257084572744,183.228739866019,2015,702
122.2,232.5,130.245403395409,207.477918844799,2016,702
147,234,160.875449891924,227.628151270239,2017,702
155.1,237,169.117260942729,227.362233463399,2018,702
134.7,222,143.754139333036,214.726951958867,2019,702
116.4,239,147.573642758001,222.123761497782,2020,702
58.6,104,65.5050695191735,94.6405896196297,2021,702
132.2,249,169.080751582342,236.688465673327,2015,703
174.2,241,179.734422621196,236.135165971104,2016,703
106.8,230,134.140779901934,212.034812976901,2017,703
150.4,236,154.370561261473,223.989756069565,2018,703
118,192,123.991677137173,194.533922359985,2019,703
99.7,206,98.0929641465786,188.204628529786,2020,703
55.4,104,61.4628406566013,93.5781904977001,2021,703
245,256,199.510356112676,264.23728489423,2017,736
157.4,222,155.430921707976,218.125585962624,2018,736
178.4,233,180.373655601578,230.924142179899,2019,736
155.2,226.5,161.747406355853,224.846038741864,2020,736
