"q10","q50","w10","w50","year","HEXcell"
198,252,198.718130170396,249.703961631577,2014,644
111.8,173,99.9379271906375,181.426431115115,2015,644
190.2,247.5,186.182068514024,241.041742228555,2016,644
141,241,159.226333986088,223.195870422693,2017,644
149.7,228.5,148.860710657209,222.078459167004,2018,644
129.2,200,127.970238454283,206.761348055625,2019,644
131.6,236,145.153612651359,225.000672447042,2020,644
137.4,259,163.001992956568,240.213272648943,2013,645
115.4,204,120.267453815208,211.566078881527,2014,645
113,240,142.733538252941,228.990341592367,2015,645
119.6,253.5,166.959121585939,241.053067936925,2016,645
148,227,151.464487002811,222.058363022949,2017,645
155.6,235,162.952669662563,234.287137106011,2018,645
139.4,220.5,144.443704543222,219.665294613396,2019,645
138,238,141.979445726745,223.455532189488,2020,645
214.6,236,207.434838234189,237.922461626241,2007,646
168.6,220,159.764971473542,223.798772147659,2013,646
119.6,221.5,107.617590891516,204.164887525205,2014,646
161.4,240.5,169.384159606357,237.736635418921,2015,646
133.4,245,166.685296147307,235.892559826499,2016,646
164,232,156.404507532957,229.619312231257,2017,646
160,224,161.170932089565,225.503294899991,2018,646
151,220,147.832301903381,218.678284535622,2019,646
152,230,155.549837257643,228.381150534989,2020,646
180.9,214,175.220349777357,215.211011787743,2005,647
213.2,226,195.875011478394,232.368313225726,2010,647
146.6,216,158.641177610247,220.623867244139,2011,647
117.2,220,127.525119056285,209.013639105229,2012,647
126.8,204.5,118.827134911955,198.484737023138,2013,647
166.7,230,156.075619321859,226.876550166369,2014,647
149.9,226,144.621696466008,221.720414656949,2015,647
156.2,237,161.454508563638,232.500621547322,2016,647
141.8,236,153.999787343683,229.579989688086,2017,647
163,230,162.200500369915,228.963024348063,2018,647
160,226,157.704448606814,226.151196580766,2019,647
155.7,231,159.438330179363,228.107777663593,2020,647
148.4,189,130.513623406924,192.905817272977,2006,648
168,226.5,165.171755741147,218.025312930046,2008,648
167,241,181.976896895961,232.428796280385,2009,648
136.4,171.5,104.882493154303,180.599927933194,2010,648
146,239,155.634138682634,226.082543078258,2011,648
147.8,201.5,132.874255425302,209.121828449446,2012,648
153,242,158.937233366899,227.244176070327,2013,648
146.6,214,134.10959416838,210.947013073249,2014,648
137.7,235,152.125568950598,227.144779974509,2015,648
141.9,227.5,151.695368847681,222.804247604613,2016,648
160.8,241,167.484354379644,235.516638030902,2017,648
158.5,227,154.531250110125,225.440149409782,2018,648
152,226,157.139621615748,224.912321523361,2019,648
143.5,228,150.923855786774,224.454617891559,2020,648
196.2,263,213.741235515667,255.494131112315,2005,649
175.5,198.5,151.460685982448,212.209773724055,2008,649
151,235,158.427956466025,222.587955476265,2009,649
140,222,150.475259216191,211.607607596379,2010,649
153.6,228,145.576321175255,221.732218883335,2011,649
167.4,232,157.670049933045,232.79177348406,2012,649
162.1,234.5,154.662205334594,232.578666214367,2013,649
163.5,222,163.445979717078,221.768164562799,2014,649
133.1,210,122.271190877295,208.009559990047,2015,649
123.8,232,138.04906254176,219.608597787452,2016,649
146.8,231,153.876138367519,227.778464322901,2017,649
143,224,147.949755501407,222.965069239389,2018,649
150,221,146.851652245661,220.433747323222,2019,649
127.5,222,135.668072927774,217.632414967784,2020,649
143.4,253,155.74563024456,230.620407178248,2015,672
99.4,246,140.852553792211,221.216650001666,2016,672
185,247,187.595350436286,248.740445863953,2017,672
166.2,244,160.53171464233,237.728856965013,2018,672
120.2,208,129.584069944609,209.47395635235,2019,672
102.4,209,114.679571821076,200.000237683863,2020,672
163.3,261,189.67568762891,246.550170744408,2013,673
162.5,205,150.473664233183,213.751528206528,2015,673
201,236.5,182.30145022138,238.983757513375,2016,673
135.5,231.5,146.354992994555,227.800737547939,2017,673
151.9,227,147.785135137228,222.240709208634,2018,673
126,206,127.895988404773,203.236037891345,2019,673
122.4,235,151.474219122456,225.109205167799,2020,673
119.2,252.5,136.733509503413,230.145961970102,2014,674
144,237,154.310875595076,226.343664071267,2015,674
117.2,235.5,144.583042789138,220.451265249701,2016,674
161.9,237,163.695596255593,231.540323343335,2017,674
154.4,231,154.709264114654,224.010554711533,2018,674
145,220,149.98998640006,217.217400633662,2019,674
114.1,225,134.926296190934,214.550772878711,2020,674
152,209,149.932316662577,210.266305992555,2013,675
127.5,188.5,109.937911294719,200.822603011842,2014,675
148.5,234.5,168.287014687857,227.351096069233,2015,675
129.1,244.5,162.517137837654,234.436966782658,2016,675
157,239.5,160.950625540398,234.072446261145,2017,675
147,220,141.624725945695,215.811511801972,2018,675
146.3,225.5,153.404770654071,222.331699250534,2019,675
