"q10","q50","w10","w50","year","HEXcell","code"
150.1,209,147.206366229332,202.951648387851,2020,589,"RP"
162.6,182,160.111842859039,183.623918178493,2020,590,"RE"
210,221,201.936399374178,216.58303648624,2002,590,"RL"
164,178.5,133.203204896838,195.880697314005,2006,590,"RL"
188.6,230.5,179.657511635131,233.820447911804,2015,590,"RL"
166,209,153.841381669886,211.772044939233,2016,590,"RL"
151,190,136.78052753544,194.82821936179,2017,590,"RL"
162,211,161.331115546105,210.749888947005,2018,590,"RL"
165.7,213,162.3302825073,213.69763238939,2019,590,"RL"
157,194,148.624641527757,197.933036661215,2020,590,"RL"
164,178,125.669382582127,205.296316419079,2006,590,"RP"
128,167,129.727002000226,164.461755538376,2008,590,"RP"
147.2,209.5,143.888816956795,201.881384435684,2016,590,"RP"
130.4,185,124.851227600658,188.930339888311,2017,590,"RP"
158,215,159.700911788375,211.170449293663,2018,590,"RP"
156,215.5,160.508493665584,213.947315271979,2019,590,"RP"
152,202,149.915702404185,200.002142773527,2020,590,"RP"
160.8,183,141.752163750148,189.396812571789,2018,591,"RE"
164.4,193,144.339384614919,198.939606060147,2020,591,"RE"
198,218,199.476820423072,217.786910155535,2002,591,"RL"
158,179,154.453250297192,190.372946042276,2003,591,"RL"
158.1,179,139.690943157923,190.507855223558,2014,591,"RL"
147,185,121.523104272052,197.797927674837,2015,591,"RL"
157,217,157.295988418583,212.614186049865,2016,591,"RL"
147,196,141.937009817105,201.07064770213,2017,591,"RL"
158,193,148.709004892746,199.563473128958,2018,591,"RL"
165,210,157.050957449334,211.083156169766,2019,591,"RL"
162.6,197,151.404348157218,203.045108464344,2020,591,"RL"
210,221,201.673084079848,222.861646066474,2002,591,"RP"
158,183,153.620803135514,189.856706789314,2003,591,"RP"
157,219.5,159.471179447489,211.204827117649,2016,591,"RP"
141.8,207.5,141.809999535992,203.433515872837,2017,591,"RP"
151.8,196,147.744442459643,197.264916073546,2018,591,"RP"
169.9,221,175.639618649661,218.83600311214,2019,591,"RP"
155.4,206,154.128904326882,206.663328163495,2020,591,"RP"
161.5,195,153.479435199952,198.392683684118,2017,592,"RE"
163,189,144.332423293223,198.355451888995,2018,592,"RE"
167,193,159.850231639449,199.724612595972,2019,592,"RE"
167,189,150.765450057269,196.287419142981,2020,592,"RE"
163,185,157.479841913735,180.298755401974,2005,592,"RL"
148,214,152.382851726017,208.116828867362,2012,592,"RL"
160,188,147.167623828545,197.388906940375,2013,592,"RL"
165,196,154.759951737595,203.228912464177,2014,592,"RL"
154,187,139.057507905469,195.123151974184,2015,592,"RL"
164,201,153.913099437513,211.855311522849,2016,592,"RL"
154,188,140.221643477089,198.279514976294,2017,592,"RL"
155,188,138.609282800172,195.989777936249,2018,592,"RL"
163,205,156.89308305288,208.439599211949,2019,592,"RL"
164,197,152.953276967998,203.315818395999,2020,592,"RL"
141,184,145.546280851171,177.225426796894,2005,592,"RP"
135,198,147.748530791341,190.802803153605,2012,592,"RP"
152.5,194.5,152.87207840465,197.979737883378,2013,592,"RP"
157.5,207,155.838498976914,205.385757390399,2014,592,"RP"
146,203,144.489467561224,206.745879617048,2015,592,"RP"
154.7,191.5,133.284038976821,200.389712279193,2016,592,"RP"
146,184,133.306860579192,191.016325495318,2017,592,"RP"
149,188,138.521770930641,194.622273241912,2018,592,"RP"
146,205,145.229681045539,200.18136825342,2019,592,"RP"
152,195,145.050317642792,197.061396077458,2020,592,"RP"
147,183,137.118085420624,182.311936816103,2012,593,"RE"
154.7,183,146.001385928703,185.195149890917,2013,593,"RE"
166,188.5,150.526621183713,193.392896378459,2014,593,"RE"
157,186,151.098635611114,188.550177004819,2015,593,"RE"
159,188,140.276266745692,191.239758894139,2016,593,"RE"
158,181,142.998224532787,183.680674503844,2017,593,"RE"
153,177,138.555305882271,180.296499365009,2018,593,"RE"
163,188,151.954106833145,189.832172216679,2019,593,"RE"
156,178,150.585527023823,180.345070406419,2020,593,"RE"
147,164.5,126.247748668064,182.264411498596,2010,593,"RL"
157.8,186,137.534533887428,200.890458882833,2011,593,"RL"
145,181,134.07196073935,189.494734310263,2012,593,"RL"
155,188.5,144.320779928058,196.873382149364,2013,593,"RL"
158,190,146.774958145067,198.081544761557,2014,593,"RL"
153,186,137.256177517773,194.421680088832,2015,593,"RL"
156,197,144.912535589818,204.589260282012,2016,593,"RL"
155,195,144.735597227444,201.922276790716,2017,593,"RL"
154,192,143.417476134749,199.679194123136,2018,593,"RL"
165,202,156.017433904698,206.648712888265,2019,593,"RL"
156.5,186,143.870212623655,193.199763803973,2020,593,"RL"
136,182,122.92886160583,182.010176275793,2012,593,"RP"
140.8,188,137.46702632495,188.301227291059,2013,593,"RP"
146,189.5,136.299421456461,191.734890491603,2014,593,"RP"
141,185,135.135001702352,186.773272675142,2015,593,"RP"
148,190,138.464708810638,192.331042175858,2016,593,"RP"
144,182,134.809052470972,189.940973458723,2017,593,"RP"
143,188,135.622052495234,191.297338772658,2018,593,"RP"
154,202,149.983539241976,202.257322851773,2019,593,"RP"
147,183,137.475278038762,188.38207438913,2020,593,"RP"
166.4,191,164.931794346724,187.12849689929,2014,594,"RE"
160,179,152.283458659482,181.985852929591,2018,594,"RE"
161,185,139.594154967806,189.659717878023,2019,594,"RE"
158,177,152.734511305179,178.341009865515,2020,594,"RE"
159,183,153.110784330964,185.947451742496,2005,594,"RL"
150,163.5,125.016853152329,167.554535089133,2008,594,"RL"
141,171,121.56075352805,173.824670880681,2012,594,"RL"
152,197,143.50615409986,202.208941976492,2013,594,"RL"
153,182,138.232922680235,192.880788894745,2014,594,"RL"
149,183,130.54571856717,189.719849374272,2015,594,"RL"
152,184,136.81134192761,195.400664300027,2016,594,"RL"
153,196,141.17888000283,205.053933212026,2017,594,"RL"
156.2,192,145.058381624327,200.421203241724,2018,594,"RL"
161.1,198,153.913672419045,204.21099291869,2019,594,"RL"
158,188,145.715285609031,193.437162551974,2020,594,"RL"
126,162,115.423462090524,158.634686675849,2008,594,"RP"
126.9,148,113.587334528242,162.176562497155,2012,594,"RP"
143,210,143.481338222084,204.74212422964,2013,594,"RP"
139,191,133.604772238032,193.474318260934,2014,594,"RP"
139,181,125.207684039963,181.41874203134,2015,594,"RP"
137.4,180,130.516500385408,187.104261618985,2016,594,"RP"
140,176,130.881115496248,191.788418483225,2017,594,"RP"
137.8,183,132.844715617567,186.506742980592,2018,594,"RP"
145,202,147.19802030039,201.760976294217,2019,594,"RP"
150,181,137.019545814958,186.723812063505,2020,594,"RP"
180,186,175.795088522042,187.075193785388,2003,595,"RE"
165,189,147.795635125787,196.788216970858,2013,595,"RE"
161.5,184.5,146.629373069067,187.043588886933,2014,595,"RE"
164.3,183,152.358226169696,180.07485699951,2015,595,"RE"
158,178,155.926768177001,179.915251304476,2016,595,"RE"
166,184,153.39172812268,186.209393033391,2017,595,"RE"
161.4,175,143.447307989911,176.734341117051,2018,595,"RE"
162.8,188,149.817062469054,189.593694387086,2019,595,"RE"
156,183,146.750730690673,187.068574449411,2020,595,"RE"
146,188,133.333754861287,195.930755453324,2002,595,"RL"
138,180,137.298049765543,180.033623836294,2003,595,"RL"
156,190,147.67796772204,200.799674075248,2008,595,"RL"
151,201,154.934072944971,202.144962219618,2010,595,"RL"
169.5,208.5,161.328632538284,209.382962336256,2011,595,"RL"
139.9,205.5,140.874591337827,204.089635443778,2012,595,"RL"
156,201,152.003746487622,202.733922119817,2013,595,"RL"
156,188,143.231832757368,195.304726532138,2014,595,"RL"
150.2,184,137.116952793342,191.542600223023,2015,595,"RL"
152.2,188,139.928792941752,198.34357922049,2016,595,"RL"
155,186,139.752413974252,192.67888976212,2017,595,"RL"
154,195,147.421283244225,201.414297439207,2018,595,"RL"
161,210,158.695563941291,213.557231156784,2019,595,"RL"
154,194,147.027832324565,199.101055332808,2020,595,"RL"
109,180,106.661078046512,177.966570549943,2002,595,"RP"
123,179,117.211782692592,170.311639609027,2003,595,"RP"
132,190,125.905705618701,188.76544814177,2012,595,"RP"
138,202,146.623540473505,199.200689832979,2013,595,"RP"
138.8,192,134.585084193971,189.320037684823,2014,595,"RP"
137,183,129.711328633429,183.460195877888,2015,595,"RP"
112,181.5,114.207796677915,179.030910334329,2016,595,"RP"
120,179,118.865311830577,178.548351670279,2017,595,"RP"
131,190,129.851557784589,192.099589209518,2018,595,"RP"
146,206,145.054138420855,204.661495281669,2019,595,"RP"
137,185,128.58582864636,186.980138606814,2020,595,"RP"
169.5,182,141.681093885866,206.7660899307,2017,616,"RL"
128.4,209,144.014423074321,210.735622335213,2018,616,"RL"
173.8,240,182.920663976322,233.746325738695,2019,616,"RL"
152,207,145.818837704177,206.38434796465,2020,616,"RL"
173,179,132.247288121181,198.249643163849,2017,616,"RP"
129.4,209,148.912085993008,213.404620526182,2018,616,"RP"
146.1,224.5,155.51873387382,219.004985124108,2019,616,"RP"
123,199,137.043225219072,198.511601299992,2020,616,"RP"
124,243,153.207601514905,225.547142509433,2002,617,"RL"
103,188,129.574659531379,200.054781973175,2003,617,"RL"
137,179,128.323237681033,190.188162479693,2004,617,"RL"
142,212,142.607165581182,212.134824796452,2005,617,"RL"
174,202.5,165.28275598807,214.887370474966,2006,617,"RL"
147,209,150.766366602869,205.015988046958,2007,617,"RL"
116,165,116.978677282914,176.842152874173,2014,617,"RL"
145,184,133.914543575746,195.386366455128,2015,617,"RL"
130.6,199,130.271506518289,200.242809262899,2016,617,"RL"
111,184.5,117.379393314745,188.938053059271,2017,617,"RL"
134,204,137.205060890837,196.520347260812,2018,617,"RL"
159,222.5,158.370414181685,221.424434731354,2019,617,"RL"
152,205.5,145.099104112066,207.341484648857,2020,617,"RL"
104,188,105.2519077248,181.32969530758,2002,617,"RP"
102,173,97.9942857450967,171.452471041346,2003,617,"RP"
137,186,128.300349347135,188.638852955982,2004,617,"RP"
100,212,127.644439861438,199.854814723414,2005,617,"RP"
174,219,165.174615016461,214.912045884459,2006,617,"RP"
90,182,110.118127689789,171.403638451454,2007,617,"RP"
116,167.5,123.631108665142,179.374594310265,2014,617,"RP"
114,204,127.875383582714,198.612837452805,2016,617,"RP"
107.2,176,108.427375668807,175.97003710068,2017,617,"RP"
134,204,139.489764209686,202.136923270778,2018,617,"RP"
153.8,212,151.536479522305,214.238867013172,2019,617,"RP"
119,199,128.91076908556,194.489996089425,2020,617,"RP"
153.4,196,142.102192740956,199.263632600004,2018,618,"RE"
160,213,152.887903844157,214.870051468284,2019,618,"RE"
151,183,147.687998816484,192.555140702155,2020,618,"RE"
150,183,129.063154731846,192.21596446376,2008,618,"RL"
164.9,220.5,168.201217217009,219.387830580198,2013,618,"RL"
168.8,210,164.917724100529,212.255643388902,2014,618,"RL"
146,209,150.927808769403,207.078256654099,2015,618,"RL"
166,229,165.440114586467,227.348906706739,2016,618,"RL"
157,215,161.102510346818,216.441768942373,2017,618,"RL"
154,217,157.043482108121,214.029216645135,2018,618,"RL"
162,229,172.648841932345,229.129304169086,2019,618,"RL"
150,198,143.999389161288,198.887932424295,2020,618,"RL"
117,171,112.870603990865,173.335866888831,2008,618,"RP"
163.7,222,166.31971397037,222.506060101319,2013,618,"RP"
158.2,207,156.759259243594,206.497133670762,2014,618,"RP"
150,209,150.748580112526,206.288513250891,2015,618,"RP"
158,214,152.612661781095,214.093574154531,2016,618,"RP"
149,210,145.319552038009,207.857750609211,2017,618,"RP"
154,211,155.583724931259,211.971724507726,2018,618,"RP"
161,219,163.303919596595,221.769923648778,2019,618,"RP"
151,201,145.907799679524,200.72606596819,2020,618,"RP"
161,210,150.7391901682,212.558568948735,2016,619,"RE"
169.6,196,151.661143004248,209.386398571997,2018,619,"RE"
170,207,158.363451749348,217.886046475585,2019,619,"RE"
162.8,205,153.361618611237,211.612406620067,2020,619,"RE"
146.9,229,167.269231747584,217.338136252538,2012,619,"RL"
156.2,215,159.993739589515,212.795854525757,2013,619,"RL"
154,201,150.70051178233,204.199325262159,2014,619,"RL"
155,210,151.035168691466,211.255360214796,2015,619,"RL"
161,218.5,154.58553567646,218.085910631009,2016,619,"RL"
147,197,142.253060295045,203.425966334767,2017,619,"RL"
157,211,155.858093269669,212.558041928116,2018,619,"RL"
162,221,164.052508396039,219.935359665815,2019,619,"RL"
159,219,162.112130711679,218.047998336146,2020,619,"RL"
161.5,211,174.719247682711,207.78761627931,2005,619,"RP"
139,224,159.042962091311,212.819464224394,2012,619,"RP"
161,211,162.788311587258,209.716171984171,2013,619,"RP"
150.9,210,155.909004465233,204.737674263302,2014,619,"RP"
150,212,149.849177344435,206.896603739282,2015,619,"RP"
153,214,150.799253451364,213.439818257933,2016,619,"RP"
142,197,139.807931403574,195.552771515508,2017,619,"RP"
154,210,156.707955531666,211.301436348847,2018,619,"RP"
159,217,163.027421101968,217.090641799891,2019,619,"RP"
153,213,153.125224067525,211.449454592618,2020,619,"RP"
150.2,179,125.875491412827,188.029087396112,2012,620,"RE"
162,171,138.492216492601,179.785046591507,2015,620,"RE"
155,198,144.853539220153,205.00046241402,2016,620,"RE"
163.2,198,148.188710985948,205.772709123008,2017,620,"RE"
154,188,137.076960836124,200.56225185388,2018,620,"RE"
156,200,151.431746111734,203.378434093619,2019,620,"RE"
155,194,150.114568392848,198.402317352104,2020,620,"RE"
168.5,197,181.486280766612,198.030635566081,2005,620,"RL"
175,194,162.946790740602,192.112846081916,2006,620,"RL"
159,198,150.332982009177,193.508510232955,2007,620,"RL"
149.5,160,121.671882090972,171.724094877414,2009,620,"RL"
151,189.5,139.235834561671,198.677280875118,2010,620,"RL"
155,196,152.553038089661,206.774699028046,2011,620,"RL"
146,191,135.870128328629,196.275042814568,2012,620,"RL"
155,206,153.917863393178,207.580907198367,2013,620,"RL"
154,186,140.954242422358,192.03445408296,2014,620,"RL"
150,177,134.033815290616,189.685613903196,2015,620,"RL"
150,211,144.032802222182,209.507790290609,2016,620,"RL"
150,206,145.3551051046,206.825898502808,2017,620,"RL"
152,206,145.779486114215,207.165448466076,2018,620,"RL"
156,210,154.136934506226,210.752636072319,2019,620,"RL"
155,204,153.406138611168,205.706458876303,2020,620,"RL"
175,189,159.35608834587,192.092497381641,2006,620,"RP"
159,199,156.196932928446,200.121449566942,2007,620,"RP"
155,208,156.558986432005,204.714107919367,2011,620,"RP"
136.9,193,135.994070491441,193.821042223037,2012,620,"RP"
144.4,205,148.926693693855,199.475276442473,2013,620,"RP"
152,201,139.793959573929,193.634845918007,2014,620,"RP"
148,182,137.053411788531,190.36986554421,2015,620,"RP"
144,205,139.421281000689,202.193219951573,2016,620,"RP"
147,203,138.362841663075,200.539051525994,2017,620,"RP"
147,206,141.179566678396,203.168865158926,2018,620,"RP"
151,209,146.550829419871,205.986050219038,2019,620,"RP"
152,206,149.991608955697,203.020845738106,2020,620,"RP"
182.8,190,150.406806119251,195.196069573521,2017,621,"RE"
159,188,144.382842383905,189.028306900058,2018,621,"RE"
154,187.5,144.830846454375,193.298137442471,2020,621,"RE"
151.2,172,134.7528878886,181.747208485749,2014,621,"RL"
139.2,182,137.429683312742,177.984892165457,2015,621,"RL"
160,209,154.407905491316,224.659870886356,2016,621,"RL"
148.6,196,147.921852404608,205.565213363617,2017,621,"RL"
161.6,206,156.266521185302,208.688387490421,2018,621,"RL"
164,217,164.037055194899,219.103111244322,2019,621,"RL"
154,202,151.361696569022,202.684017373829,2020,621,"RL"
144,183,131.409153712683,180.923151296018,2014,621,"RP"
136,183,140.894351217507,178.329887045039,2015,621,"RP"
160,211,159.515955564384,227.770726588054,2016,621,"RP"
147,191,127.980496928164,189.635839144221,2017,621,"RP"
155.5,197,149.642796218213,202.744355962094,2018,621,"RP"
154,215,154.683927942359,214.314368111373,2019,621,"RP"
151.5,206,150.438367997439,203.91949740823,2020,621,"RP"
159,179,167.103789457845,178.863826101647,2002,622,"RE"
179,193,174.112886884302,187.490956706306,2003,622,"RE"
164,180,138.444691748117,183.769701468155,2014,622,"RE"
158,173,149.435824813346,172.406020214587,2015,622,"RE"
162,176,139.887527289221,182.203289417162,2016,622,"RE"
152,178,133.631174225994,186.910472947126,2017,622,"RE"
151.3,190,149.950929959458,200.999571293327,2018,622,"RE"
156,220.5,161.334164615515,212.450945980056,2019,622,"RE"
152,191,146.610839622595,196.863569784406,2020,622,"RE"
139,179,127.506473824912,174.146191786717,2002,622,"RL"
147,210,148.23993905772,207.599447317586,2003,622,"RL"
142,180,125.239439219684,190.226239488232,2004,622,"RL"
141,180,135.239079521166,179.625284900094,2005,622,"RL"
168,224,166.010386405408,219.266080707818,2006,622,"RL"
146,179,133.661577966825,192.019847728573,2007,622,"RL"
136,166,111.110942860345,180.425146349776,2008,622,"RL"
117,141,98.8581419802208,146.724905841053,2009,622,"RL"
156,203,147.475908007557,202.816822318589,2011,622,"RL"
140,189,136.072531809659,193.264469179282,2012,622,"RL"
155.3,208.5,151.407728700999,204.917443740513,2013,622,"RL"
145,203,142.62906971056,206.141745671712,2014,622,"RL"
142,194,135.708319315772,196.991913022333,2015,622,"RL"
155,197,136.085534305233,209.629473456585,2016,622,"RL"
144,197,134.062216611937,201.900497431186,2017,622,"RL"
149,200,147.478829216374,200.173756369118,2018,622,"RL"
153,221,160.457264857236,216.176040015615,2019,622,"RL"
151,194,145.609993153569,199.429338450524,2020,622,"RL"
117,180,117.913889145563,180.787719646729,2002,622,"RP"
117,209,125.591337222061,197.21744659144,2003,622,"RP"
109,161,100.474733086366,175.809174736862,2004,622,"RP"
121,177,122.851613276462,175.915483104764,2005,622,"RP"
168,228,167.921012086273,220.0322397897,2006,622,"RP"
130,178.5,120.643269584729,184.912076110774,2007,622,"RP"
119.8,150,97.5807815963508,159.203664657652,2008,622,"RP"
114.9,133,90.3115924226504,136.477694985836,2009,622,"RP"
130,217,147.351815712433,203.285480978709,2013,622,"RP"
132,199,133.095775338143,198.902827634998,2014,622,"RP"
131.1,194,129.313304237016,194.798056882561,2015,622,"RP"
110,188,116.584317422151,194.701742349952,2016,622,"RP"
127,196,127.973299866676,194.496573522675,2017,622,"RP"
145.6,201,145.141674938604,199.247985394482,2018,622,"RP"
152,216,153.916610285718,213.6391725768,2019,622,"RP"
148,197,142.486307269671,198.967522750936,2020,622,"RP"
120,198,120.135573558968,191.701941648104,2017,644,"RL"
145.1,194,130.953611238247,197.905421430596,2018,644,"RL"
149,211,141.574567011557,208.184547867365,2019,644,"RL"
148.2,202,141.849929530635,201.919311344913,2020,644,"RL"
107.4,192,121.370112640433,183.757186445847,2017,644,"RP"
126,186,118.92980525673,190.368320178275,2018,644,"RP"
121.6,192,121.421104979019,193.257601026791,2019,644,"RP"
108,192.5,119.517554188571,184.975668154185,2020,644,"RP"
125,237,124.326515893482,204.877914128494,2002,645,"RL"
117,165,111.342662344619,174.728807489844,2003,645,"RL"
91,196,100.522502471337,180.364218182191,2007,645,"RL"
116.4,240,157.176166139022,223.446108192836,2016,645,"RL"
148.5,205,137.265568710834,202.57713445358,2017,645,"RL"
160.2,226,161.412470241632,223.551485460289,2018,645,"RL"
